Demo,Channel 1,Channel 2,Overlap.Factor
P18+,P18+YouTube Vevo,P18+Foxtel Linear,1
P18+,P18+YouTube Vevo,P18+YouTube TrueView,1
P18+,P18+YouTube Vevo,P18+YouTube Instant Reserve,1
P18+,P18+YouTube Vevo,P18+YouTube Select,1
P18+,P18+YouTube Vevo,P18+YouTube OMG Select,1
P18+,P18+YouTube Vevo,P18+Nine Now,1
P18+,P18+YouTube Vevo,P18+Ten Play,1
P18+,P18+YouTube Vevo,P18+Seven Plus,1
P18+,P18+YouTube Vevo,P18+SBS On Demand,1
P18+,P18+YouTube Vevo,P18+Kayo,1
P18+,P18+YouTube Vevo,P18+Foxtel Go,1
P18+,P18+YouTube Vevo,P18+Binge,1
P18+,P18+YouTube Vevo,P18+Netflix,1
P18+,P18+YouTube Vevo,P18+Optus Sport,1
P18+,P18+YouTube Vevo,P18+Amazon Prime,1
P18+,P18+YouTube Vevo,P18+Samsung In-Stream,1
P18+,P18+YouTube Vevo,P18+Cinema Val Morgan,1
P18+,P18+YouTube Vevo,P18+ESPN Kayo,1
P18+,P18+YouTube Vevo,P18+YouTube OMG Line Ups,1
P18+,P18+YouTube Vevo,P18+Tubi,1
P18-44,P18-44Linear TV Metro & Regional,P18-44Linear TV Metro,1
P18-44,P18-44Linear TV Metro & Regional,P18-44Linear TV Regional,1
P18-44,P18-44Linear TV Metro & Regional,P18-44Linear TV Metro 5 Cap Seven Network,1
P18-44,P18-44Linear TV Metro & Regional,P18-44Linear TV Metro 5 Cap Nine Network,1
P18-44,P18-44Linear TV Metro & Regional,P18-44Linear TV Metro 5 Cap Ten Network,1
P18-44,P18-44Linear TV Metro & Regional,P18-44Linear TV Metro 5 Cap SBS Network,1
P18-44,P18-44Linear TV Metro & Regional,P18-44Linear TV Regional 4 Seven Network,1
P18-44,P18-44Linear TV Metro & Regional,P18-44Linear TV Regional 4 Nine Network,1
P18-44,P18-44Linear TV Metro & Regional,P18-44Linear TV Regional 4 Ten Network,1
P18-44,P18-44Linear TV Metro & Regional,P18-44Linear TV Regional 4 SBS Network,1
P18-44,P18-44Linear TV Metro & Regional,P18-44Foxtel Linear,1
P18-44,P18-44Linear TV Metro & Regional,P18-44YouTube TrueView,1
P18-44,P18-44Linear TV Metro & Regional,P18-44YouTube Instant Reserve,1
P18-44,P18-44Linear TV Metro & Regional,P18-44YouTube Select,1
P18-44,P18-44Linear TV Metro & Regional,P18-44YouTube OMG Select,1
P18-44,P18-44Linear TV Metro & Regional,P18-44Nine Now,1
P18-44,P18-44Linear TV Metro & Regional,P18-44Ten Play,1
P18-44,P18-44Linear TV Metro & Regional,P18-44Seven Plus,1
P18-44,P18-44Linear TV Metro & Regional,P18-44SBS On Demand,1
P18-44,P18-44Linear TV Metro & Regional,P18-44Kayo,1
P18-44,P18-44Linear TV Metro & Regional,P18-44Foxtel Go,1
P18-44,P18-44Linear TV Metro & Regional,P18-44Binge,1
P18-44,P18-44Linear TV Metro & Regional,P18-44Netflix,1
P18-44,P18-44Linear TV Metro & Regional,P18-44Optus Sport,1
P18-44,P18-44Linear TV Metro & Regional,P18-44Amazon Prime,1
P18-44,P18-44Linear TV Metro & Regional,P18-44Samsung In-Stream,1
P18-44,P18-44Linear TV Metro,P18-44Linear TV Regional,0
P18-44,P18-44Linear TV Metro,P18-44Linear TV Metro 5 Cap Seven Network,1
P18-44,P18-44Linear TV Metro,P18-44Linear TV Metro 5 Cap Nine Network,1
P18-44,P18-44Linear TV Metro,P18-44Linear TV Metro 5 Cap Ten Network,1
P18-44,P18-44Linear TV Metro,P18-44Linear TV Metro 5 Cap SBS Network,1
P18-44,P18-44Linear TV Metro,P18-44Linear TV Regional 4 Seven Network,0
P18-44,P18-44Linear TV Metro,P18-44Linear TV Regional 4 Nine Network,0
P18-44,P18-44Linear TV Metro,P18-44Linear TV Regional 4 Ten Network,0
P18-44,P18-44Linear TV Metro,P18-44Linear TV Regional 4 SBS Network,0
P18-44,P18-44Linear TV Metro,P18-44Foxtel Linear,1
P18-44,P18-44Linear TV Metro,P18-44YouTube TrueView,1
P18-44,P18-44Linear TV Metro,P18-44YouTube Instant Reserve,1
P18-44,P18-44Linear TV Metro,P18-44YouTube Select,1
P18-44,P18-44Linear TV Metro,P18-44YouTube OMG Select,1
P18-44,P18-44Linear TV Metro,P18-44Nine Now,1
P18-44,P18-44Linear TV Metro,P18-44Ten Play,1
P18-44,P18-44Linear TV Metro,P18-44Seven Plus,1
P18-44,P18-44Linear TV Metro,P18-44SBS On Demand,1
P18-44,P18-44Linear TV Metro,P18-44Kayo,1
P18-44,P18-44Linear TV Metro,P18-44Foxtel Go,1
P18-44,P18-44Linear TV Metro,P18-44Binge,1
P18-44,P18-44Linear TV Metro,P18-44Netflix,1
P18-44,P18-44Linear TV Metro,P18-44Optus Sport,1
P18-44,P18-44Linear TV Metro,P18-44Amazon Prime,1
P18-44,P18-44Linear TV Regional,P18-44Linear TV Metro 5 Cap Seven Network,0
P18-44,P18-44Linear TV Regional,P18-44Linear TV Metro 5 Cap Nine Network,0
P18-44,P18-44Linear TV Regional,P18-44Linear TV Metro 5 Cap Ten Network,0
P18-44,P18-44Linear TV Regional,P18-44Linear TV Metro 5 Cap SBS Network,0
P18-44,P18-44Linear TV Regional,P18-44Linear TV Regional 4 Seven Network,1
P18-44,P18-44Linear TV Regional,P18-44Linear TV Regional 4 Nine Network,1
P18-44,P18-44Linear TV Regional,P18-44Linear TV Regional 4 Ten Network,1
P18-44,P18-44Linear TV Regional,P18-44Linear TV Regional 4 SBS Network,1
P18-44,P18-44Linear TV Regional,P18-44Foxtel Linear,1
P18-44,P18-44Linear TV Regional,P18-44YouTube TrueView,1
P18-44,P18-44Linear TV Regional,P18-44YouTube Instant Reserve,1
P18-44,P18-44Linear TV Regional,P18-44YouTube Select,1
P18-44,P18-44Linear TV Regional,P18-44YouTube OMG Select,1
P18-44,P18-44Linear TV Regional,P18-44Nine Now,1
P18-44,P18-44Linear TV Regional,P18-44Ten Play,1
P18-44,P18-44Linear TV Regional,P18-44Seven Plus,1
P18-44,P18-44Linear TV Regional,P18-44SBS On Demand,1
P18-44,P18-44Linear TV Regional,P18-44Kayo,1
P18-44,P18-44Linear TV Regional,P18-44Foxtel Go,1
P18-44,P18-44Linear TV Regional,P18-44Binge,1
P18-44,P18-44Linear TV Regional,P18-44Netflix,1
P18-44,P18-44Linear TV Regional,P18-44Optus Sport,1
P18-44,P18-44Linear TV Regional,P18-44Amazon Prime,1
P18-44,P18-44Linear TV Metro 5 Cap Seven Network,P18-44Linear TV Metro 5 Cap Nine Network,1
P18-44,P18-44Linear TV Metro 5 Cap Seven Network,P18-44Linear TV Metro 5 Cap Ten Network,1
P18-44,P18-44Linear TV Metro 5 Cap Seven Network,P18-44Linear TV Metro 5 Cap SBS Network,1
P18-44,P18-44Linear TV Metro 5 Cap Seven Network,P18-44Linear TV Regional 4 Seven Network,0
P18-44,P18-44Linear TV Metro 5 Cap Seven Network,P18-44Linear TV Regional 4 Nine Network,0
P18-44,P18-44Linear TV Metro 5 Cap Seven Network,P18-44Linear TV Regional 4 Ten Network,0
P18-44,P18-44Linear TV Metro 5 Cap Seven Network,P18-44Linear TV Regional 4 SBS Network,0
P18-44,P18-44Linear TV Metro 5 Cap Seven Network,P18-44Foxtel Linear,1
P18-44,P18-44Linear TV Metro 5 Cap Seven Network,P18-44YouTube TrueView,1
P18-44,P18-44Linear TV Metro 5 Cap Seven Network,P18-44YouTube Instant Reserve,1
P18-44,P18-44Linear TV Metro 5 Cap Seven Network,P18-44YouTube Select,1
P18-44,P18-44Linear TV Metro 5 Cap Seven Network,P18-44YouTube OMG Select,1
P18-44,P18-44Linear TV Metro 5 Cap Seven Network,P18-44Nine Now,1
P18-44,P18-44Linear TV Metro 5 Cap Seven Network,P18-44Ten Play,1
P18-44,P18-44Linear TV Metro 5 Cap Seven Network,P18-44Seven Plus,1
P18-44,P18-44Linear TV Metro 5 Cap Seven Network,P18-44SBS On Demand,1
P18-44,P18-44Linear TV Metro 5 Cap Seven Network,P18-44Kayo,1
P18-44,P18-44Linear TV Metro 5 Cap Seven Network,P18-44Foxtel Go,1
P18-44,P18-44Linear TV Metro 5 Cap Seven Network,P18-44Binge,1
P18-44,P18-44Linear TV Metro 5 Cap Seven Network,P18-44Netflix,1
P18-44,P18-44Linear TV Metro 5 Cap Seven Network,P18-44Optus Sport,1
P18-44,P18-44Linear TV Metro 5 Cap Seven Network,P18-44Amazon Prime,1
P18-44,P18-44Linear TV Metro 5 Cap Nine Network,P18-44Linear TV Metro 5 Cap Ten Network,1
P18-44,P18-44Linear TV Metro 5 Cap Nine Network,P18-44Linear TV Metro 5 Cap SBS Network,1
P18-44,P18-44Linear TV Metro 5 Cap Nine Network,P18-44Linear TV Regional 4 Seven Network,0
P18-44,P18-44Linear TV Metro 5 Cap Nine Network,P18-44Linear TV Regional 4 Nine Network,0
P18-44,P18-44Linear TV Metro 5 Cap Nine Network,P18-44Linear TV Regional 4 Ten Network,0
P18-44,P18-44Linear TV Metro 5 Cap Nine Network,P18-44Linear TV Regional 4 SBS Network,0
P18-44,P18-44Linear TV Metro 5 Cap Nine Network,P18-44Foxtel Linear,1
P18-44,P18-44Linear TV Metro 5 Cap Nine Network,P18-44YouTube TrueView,1
P18-44,P18-44Linear TV Metro 5 Cap Nine Network,P18-44YouTube Instant Reserve,1
P18-44,P18-44Linear TV Metro 5 Cap Nine Network,P18-44YouTube Select,1
P18-44,P18-44Linear TV Metro 5 Cap Nine Network,P18-44YouTube OMG Select,1
P18-44,P18-44Linear TV Metro 5 Cap Nine Network,P18-44Nine Now,1
P18-44,P18-44Linear TV Metro 5 Cap Nine Network,P18-44Ten Play,1
P18-44,P18-44Linear TV Metro 5 Cap Nine Network,P18-44Seven Plus,1
P18-44,P18-44Linear TV Metro 5 Cap Nine Network,P18-44SBS On Demand,1
P18-44,P18-44Linear TV Metro 5 Cap Nine Network,P18-44Kayo,1
P18-44,P18-44Linear TV Metro 5 Cap Nine Network,P18-44Foxtel Go,1
P18-44,P18-44Linear TV Metro 5 Cap Nine Network,P18-44Binge,1
P18-44,P18-44Linear TV Metro 5 Cap Nine Network,P18-44Netflix,1
P18-44,P18-44Linear TV Metro 5 Cap Nine Network,P18-44Optus Sport,1
P18-44,P18-44Linear TV Metro 5 Cap Nine Network,P18-44Amazon Prime,1
P18-44,P18-44Linear TV Metro 5 Cap Ten Network,P18-44Linear TV Metro 5 Cap SBS Network,1
P18-44,P18-44Linear TV Metro 5 Cap Ten Network,P18-44Linear TV Regional 4 Seven Network,0
P18-44,P18-44Linear TV Metro 5 Cap Ten Network,P18-44Linear TV Regional 4 Nine Network,0
P18-44,P18-44Linear TV Metro 5 Cap Ten Network,P18-44Linear TV Regional 4 Ten Network,0
P18-44,P18-44Linear TV Metro 5 Cap Ten Network,P18-44Linear TV Regional 4 SBS Network,0
P18-44,P18-44Linear TV Metro 5 Cap Ten Network,P18-44Foxtel Linear,1
P18-44,P18-44Linear TV Metro 5 Cap Ten Network,P18-44YouTube TrueView,1
P18-44,P18-44Linear TV Metro 5 Cap Ten Network,P18-44YouTube Instant Reserve,1
P18-44,P18-44Linear TV Metro 5 Cap Ten Network,P18-44YouTube Select,1
P18-44,P18-44Linear TV Metro 5 Cap Ten Network,P18-44YouTube OMG Select,1
P18-44,P18-44Linear TV Metro 5 Cap Ten Network,P18-44Nine Now,1
P18-44,P18-44Linear TV Metro 5 Cap Ten Network,P18-44Ten Play,1
P18-44,P18-44Linear TV Metro 5 Cap Ten Network,P18-44Seven Plus,1
P18-44,P18-44Linear TV Metro 5 Cap Ten Network,P18-44SBS On Demand,1
P18-44,P18-44Linear TV Metro 5 Cap Ten Network,P18-44Kayo,1
P18-44,P18-44Linear TV Metro 5 Cap Ten Network,P18-44Foxtel Go,1
P18-44,P18-44Linear TV Metro 5 Cap Ten Network,P18-44Binge,1
P18-44,P18-44Linear TV Metro 5 Cap Ten Network,P18-44Netflix,1
P18-44,P18-44Linear TV Metro 5 Cap Ten Network,P18-44Optus Sport,1
P18-44,P18-44Linear TV Metro 5 Cap Ten Network,P18-44Amazon Prime,1
P18-44,P18-44Linear TV Metro 5 Cap SBS Network,P18-44Linear TV Regional 4 Seven Network,0
P18-44,P18-44Linear TV Metro 5 Cap SBS Network,P18-44Linear TV Regional 4 Nine Network,0
P18-44,P18-44Linear TV Metro 5 Cap SBS Network,P18-44Linear TV Regional 4 Ten Network,0
P18-44,P18-44Linear TV Metro 5 Cap SBS Network,P18-44Linear TV Regional 4 SBS Network,0
P18-44,P18-44Linear TV Metro 5 Cap SBS Network,P18-44Foxtel Linear,1
P18-44,P18-44Linear TV Metro 5 Cap SBS Network,P18-44YouTube TrueView,1
P18-44,P18-44Linear TV Metro 5 Cap SBS Network,P18-44YouTube Instant Reserve,1
P18-44,P18-44Linear TV Metro 5 Cap SBS Network,P18-44YouTube Select,1
P18-44,P18-44Linear TV Metro 5 Cap SBS Network,P18-44YouTube OMG Select,1
P18-44,P18-44Linear TV Metro 5 Cap SBS Network,P18-44Nine Now,1
P18-44,P18-44Linear TV Metro 5 Cap SBS Network,P18-44Ten Play,1
P18-44,P18-44Linear TV Metro 5 Cap SBS Network,P18-44Seven Plus,1
P18-44,P18-44Linear TV Metro 5 Cap SBS Network,P18-44SBS On Demand,1
P18-44,P18-44Linear TV Metro 5 Cap SBS Network,P18-44Kayo,1
P18-44,P18-44Linear TV Metro 5 Cap SBS Network,P18-44Foxtel Go,1
P18-44,P18-44Linear TV Metro 5 Cap SBS Network,P18-44Binge,1
P18-44,P18-44Linear TV Metro 5 Cap SBS Network,P18-44Netflix,1
P18-44,P18-44Linear TV Metro 5 Cap SBS Network,P18-44Optus Sport,1
P18-44,P18-44Linear TV Metro 5 Cap SBS Network,P18-44Amazon Prime,1
P18-44,P18-44Linear TV Regional 4 Seven Network,P18-44Linear TV Regional 4 Nine Network,1
P18-44,P18-44Linear TV Regional 4 Seven Network,P18-44Linear TV Regional 4 Ten Network,1
P18-44,P18-44Linear TV Regional 4 Seven Network,P18-44Linear TV Regional 4 SBS Network,1
P18-44,P18-44Linear TV Regional 4 Seven Network,P18-44Foxtel Linear,1
P18-44,P18-44Linear TV Regional 4 Seven Network,P18-44YouTube TrueView,1
P18-44,P18-44Linear TV Regional 4 Seven Network,P18-44YouTube Instant Reserve,1
P18-44,P18-44Linear TV Regional 4 Seven Network,P18-44YouTube Select,1
P18-44,P18-44Linear TV Regional 4 Seven Network,P18-44YouTube OMG Select,1
P18-44,P18-44Linear TV Regional 4 Seven Network,P18-44Nine Now,1
P18-44,P18-44Linear TV Regional 4 Seven Network,P18-44Ten Play,1
P18-44,P18-44Linear TV Regional 4 Seven Network,P18-44Seven Plus,1
P18-44,P18-44Linear TV Regional 4 Seven Network,P18-44SBS On Demand,1
P18-44,P18-44Linear TV Regional 4 Seven Network,P18-44Kayo,1
P18-44,P18-44Linear TV Regional 4 Seven Network,P18-44Foxtel Go,1
P18-44,P18-44Linear TV Regional 4 Seven Network,P18-44Binge,1
P18-44,P18-44Linear TV Regional 4 Seven Network,P18-44Netflix,1
P18-44,P18-44Linear TV Regional 4 Seven Network,P18-44Optus Sport,1
P18-44,P18-44Linear TV Regional 4 Seven Network,P18-44Amazon Prime,1
P18-44,P18-44Linear TV Regional 4 Nine Network,P18-44Linear TV Regional 4 Ten Network,1
P18-44,P18-44Linear TV Regional 4 Nine Network,P18-44Linear TV Regional 4 SBS Network,1
P18-44,P18-44Linear TV Regional 4 Nine Network,P18-44Foxtel Linear,1
P18-44,P18-44Linear TV Regional 4 Nine Network,P18-44YouTube TrueView,1
P18-44,P18-44Linear TV Regional 4 Nine Network,P18-44YouTube Instant Reserve,1
P18-44,P18-44Linear TV Regional 4 Nine Network,P18-44YouTube Select,1
P18-44,P18-44Linear TV Regional 4 Nine Network,P18-44YouTube OMG Select,1
P18-44,P18-44Linear TV Regional 4 Nine Network,P18-44Nine Now,1
P18-44,P18-44Linear TV Regional 4 Nine Network,P18-44Ten Play,1
P18-44,P18-44Linear TV Regional 4 Nine Network,P18-44Seven Plus,1
P18-44,P18-44Linear TV Regional 4 Nine Network,P18-44SBS On Demand,1
P18-44,P18-44Linear TV Regional 4 Nine Network,P18-44Kayo,1
P18-44,P18-44Linear TV Regional 4 Nine Network,P18-44Foxtel Go,1
P18-44,P18-44Linear TV Regional 4 Nine Network,P18-44Binge,1
P18-44,P18-44Linear TV Regional 4 Nine Network,P18-44Netflix,1
P18-44,P18-44Linear TV Regional 4 Nine Network,P18-44Optus Sport,1
P18-44,P18-44Linear TV Regional 4 Nine Network,P18-44Amazon Prime,1
P18-44,P18-44Linear TV Regional 4 Ten Network,P18-44Linear TV Regional 4 SBS Network,1
P18-44,P18-44Linear TV Regional 4 Ten Network,P18-44Foxtel Linear,1
P18-44,P18-44Linear TV Regional 4 Ten Network,P18-44YouTube TrueView,1
P18-44,P18-44Linear TV Regional 4 Ten Network,P18-44YouTube Instant Reserve,1
P18-44,P18-44Linear TV Regional 4 Ten Network,P18-44YouTube Select,1
P18-44,P18-44Linear TV Regional 4 Ten Network,P18-44YouTube OMG Select,1
P18-44,P18-44Linear TV Regional 4 Ten Network,P18-44Nine Now,1
P18-44,P18-44Linear TV Regional 4 Ten Network,P18-44Ten Play,1
P18-44,P18-44Linear TV Regional 4 Ten Network,P18-44Seven Plus,1
P18-44,P18-44Linear TV Regional 4 Ten Network,P18-44SBS On Demand,1
P18-44,P18-44Linear TV Regional 4 Ten Network,P18-44Kayo,1
P18-44,P18-44Linear TV Regional 4 Ten Network,P18-44Foxtel Go,1
P18-44,P18-44Linear TV Regional 4 Ten Network,P18-44Binge,1
P18-44,P18-44Linear TV Regional 4 Ten Network,P18-44Netflix,1
P18-44,P18-44Linear TV Regional 4 Ten Network,P18-44Optus Sport,1
P18-44,P18-44Linear TV Regional 4 Ten Network,P18-44Amazon Prime,1
P18-44,P18-44Linear TV Regional 4 SBS Network,P18-44Foxtel Linear,1
P18-44,P18-44Linear TV Regional 4 SBS Network,P18-44YouTube TrueView,1
P18-44,P18-44Linear TV Regional 4 SBS Network,P18-44YouTube Instant Reserve,1
P18-44,P18-44Linear TV Regional 4 SBS Network,P18-44YouTube Select,1
P18-44,P18-44Linear TV Regional 4 SBS Network,P18-44YouTube OMG Select,1
P18-44,P18-44Linear TV Regional 4 SBS Network,P18-44Nine Now,1
P18-44,P18-44Linear TV Regional 4 SBS Network,P18-44Ten Play,1
P18-44,P18-44Linear TV Regional 4 SBS Network,P18-44Seven Plus,1
P18-44,P18-44Linear TV Regional 4 SBS Network,P18-44SBS On Demand,1
P18-44,P18-44Linear TV Regional 4 SBS Network,P18-44Kayo,1
P18-44,P18-44Linear TV Regional 4 SBS Network,P18-44Foxtel Go,1
P18-44,P18-44Linear TV Regional 4 SBS Network,P18-44Binge,1
P18-44,P18-44Linear TV Regional 4 SBS Network,P18-44Netflix,1
P18-44,P18-44Linear TV Regional 4 SBS Network,P18-44Optus Sport,1
P18-44,P18-44Linear TV Regional 4 SBS Network,P18-44Amazon Prime,1
P18-44,P18-44Foxtel Linear,P18-44YouTube TrueView,1
P18-44,P18-44Foxtel Linear,P18-44YouTube Instant Reserve,1
P18-44,P18-44Foxtel Linear,P18-44YouTube Select,1
P18-44,P18-44Foxtel Linear,P18-44YouTube OMG Select,1
P18-44,P18-44Foxtel Linear,P18-44Nine Now,1
P18-44,P18-44Foxtel Linear,P18-44Ten Play,1
P18-44,P18-44Foxtel Linear,P18-44Seven Plus,1
P18-44,P18-44Foxtel Linear,P18-44SBS On Demand,1
P18-44,P18-44Foxtel Linear,P18-44Kayo,1
P18-44,P18-44Foxtel Linear,P18-44Foxtel Go,1
P18-44,P18-44Foxtel Linear,P18-44Binge,1
P18-44,P18-44Foxtel Linear,P18-44Netflix,1
P18-44,P18-44Foxtel Linear,P18-44Optus Sport,1
P18-44,P18-44Foxtel Linear,P18-44Amazon Prime,1
P18-44,P18-44YouTube TrueView,P18-44YouTube Instant Reserve,1
P18-44,P18-44YouTube TrueView,P18-44YouTube Select,1
P18-44,P18-44YouTube TrueView,P18-44YouTube OMG Select,1
P18-44,P18-44YouTube TrueView,P18-44Nine Now,1
P18-44,P18-44YouTube TrueView,P18-44Ten Play,1
P18-44,P18-44YouTube TrueView,P18-44Seven Plus,1
P18-44,P18-44YouTube TrueView,P18-44SBS On Demand,1
P18-44,P18-44YouTube TrueView,P18-44Kayo,1
P18-44,P18-44YouTube TrueView,P18-44Foxtel Go,1
P18-44,P18-44YouTube TrueView,P18-44Binge,1
P18-44,P18-44YouTube TrueView,P18-44Netflix,1
P18-44,P18-44YouTube TrueView,P18-44Optus Sport,1
P18-44,P18-44YouTube TrueView,P18-44Amazon Prime,1
P18-44,P18-44YouTube Instant Reserve,P18-44YouTube Select,1
P18-44,P18-44YouTube Instant Reserve,P18-44YouTube OMG Select,1
P18-44,P18-44YouTube Instant Reserve,P18-44Nine Now,1
P18-44,P18-44YouTube Instant Reserve,P18-44Ten Play,1
P18-44,P18-44YouTube Instant Reserve,P18-44Seven Plus,1
P18-44,P18-44YouTube Instant Reserve,P18-44SBS On Demand,1
P18-44,P18-44YouTube Instant Reserve,P18-44Kayo,1
P18-44,P18-44YouTube Instant Reserve,P18-44Foxtel Go,1
P18-44,P18-44YouTube Instant Reserve,P18-44Binge,1
P18-44,P18-44YouTube Instant Reserve,P18-44Netflix,1
P18-44,P18-44YouTube Instant Reserve,P18-44Optus Sport,1
P18-44,P18-44YouTube Instant Reserve,P18-44Amazon Prime,1
P18-44,P18-44YouTube Select,P18-44YouTube OMG Select,1
P18-44,P18-44YouTube Select,P18-44Nine Now,1
P18-44,P18-44YouTube Select,P18-44Ten Play,1
P18-44,P18-44YouTube Select,P18-44Seven Plus,1
P18-44,P18-44YouTube Select,P18-44SBS On Demand,1
P18-44,P18-44YouTube Select,P18-44Kayo,1
P18-44,P18-44YouTube Select,P18-44Foxtel Go,1
P18-44,P18-44YouTube Select,P18-44Binge,1
P18-44,P18-44YouTube Select,P18-44Netflix,1
P18-44,P18-44YouTube Select,P18-44Optus Sport,1
P18-44,P18-44YouTube Select,P18-44Amazon Prime,1
P18-44,P18-44YouTube OMG Select,P18-44Nine Now,1
P18-44,P18-44YouTube OMG Select,P18-44Ten Play,1
P18-44,P18-44YouTube OMG Select,P18-44Seven Plus,1
P18-44,P18-44YouTube OMG Select,P18-44SBS On Demand,1
P18-44,P18-44YouTube OMG Select,P18-44Kayo,1
P18-44,P18-44YouTube OMG Select,P18-44Foxtel Go,1
P18-44,P18-44YouTube OMG Select,P18-44Binge,1
P18-44,P18-44YouTube OMG Select,P18-44Netflix,1
P18-44,P18-44YouTube OMG Select,P18-44Optus Sport,1
P18-44,P18-44YouTube OMG Select,P18-44Amazon Prime,1
P18-44,P18-44Nine Now,P18-44Ten Play,1
P18-44,P18-44Nine Now,P18-44Seven Plus,1
P18-44,P18-44Nine Now,P18-44SBS On Demand,1
P18-44,P18-44Nine Now,P18-44Kayo,1
P18-44,P18-44Nine Now,P18-44Foxtel Go,1
P18-44,P18-44Nine Now,P18-44Binge,1
P18-44,P18-44Nine Now,P18-44Netflix,1
P18-44,P18-44Nine Now,P18-44Optus Sport,1
P18-44,P18-44Nine Now,P18-44Amazon Prime,1
P18-44,P18-44Ten Play,P18-44Seven Plus,1
P18-44,P18-44Ten Play,P18-44SBS On Demand,1
P18-44,P18-44Ten Play,P18-44Kayo,1
P18-44,P18-44Ten Play,P18-44Foxtel Go,1
P18-44,P18-44Ten Play,P18-44Binge,1
P18-44,P18-44Ten Play,P18-44Netflix,1
P18-44,P18-44Ten Play,P18-44Optus Sport,1
P18-44,P18-44Ten Play,P18-44Amazon Prime,1
P18-44,P18-44Seven Plus,P18-44SBS On Demand,1
P18-44,P18-44Seven Plus,P18-44Kayo,1
P18-44,P18-44Seven Plus,P18-44Foxtel Go,1
P18-44,P18-44Seven Plus,P18-44Binge,1
P18-44,P18-44Seven Plus,P18-44Netflix,1
P18-44,P18-44Seven Plus,P18-44Optus Sport,1
P18-44,P18-44Seven Plus,P18-44Amazon Prime,1
P18-44,P18-44SBS On Demand,P18-44Kayo,1
P18-44,P18-44SBS On Demand,P18-44Foxtel Go,1
P18-44,P18-44SBS On Demand,P18-44Binge,1
P18-44,P18-44SBS On Demand,P18-44Netflix,1
P18-44,P18-44SBS On Demand,P18-44Optus Sport,1
P18-44,P18-44SBS On Demand,P18-44Amazon Prime,1
P18-44,P18-44Kayo,P18-44Foxtel Go,1
P18-44,P18-44Kayo,P18-44Binge,1
P18-44,P18-44Kayo,P18-44Netflix,1
P18-44,P18-44Kayo,P18-44Optus Sport,1
P18-44,P18-44Kayo,P18-44Amazon Prime,1
P18-44,P18-44Foxtel Go,P18-44Binge,1
P18-44,P18-44Foxtel Go,P18-44Netflix,1
P18-44,P18-44Foxtel Go,P18-44Optus Sport,1
P18-44,P18-44Foxtel Go,P18-44Amazon Prime,1
P18-44,P18-44Binge,P18-44Netflix,1
P18-44,P18-44Binge,P18-44Optus Sport,1
P18-44,P18-44Binge,P18-44Amazon Prime,1
P18-44,P18-44Netflix,P18-44Optus Sport,1
P18-44,P18-44Netflix,P18-44Amazon Prime,1
P18-44,P18-44Optus Sport,P18-44Amazon Prime,1
P18-44,P18-44Samsung In-Stream,P18-44Linear TV Metro,1
P18-44,P18-44Samsung In-Stream,P18-44Linear TV Regional,1
P18-44,P18-44Samsung In-Stream,P18-44Linear TV Metro 5 Cap Seven Network,1
P18-44,P18-44Samsung In-Stream,P18-44Linear TV Metro 5 Cap Nine Network,1
P18-44,P18-44Samsung In-Stream,P18-44Linear TV Metro 5 Cap Ten Network,1
P18-44,P18-44Samsung In-Stream,P18-44Linear TV Metro 5 Cap SBS Network,1
P18-44,P18-44Samsung In-Stream,P18-44Linear TV Regional 4 Seven Network,1
P18-44,P18-44Samsung In-Stream,P18-44Linear TV Regional 4 Nine Network,1
P18-44,P18-44Samsung In-Stream,P18-44Linear TV Regional 4 Ten Network,1
P18-44,P18-44Samsung In-Stream,P18-44Linear TV Regional 4 SBS Network,1
P18-44,P18-44Samsung In-Stream,P18-44Foxtel Linear,1
P18-44,P18-44Samsung In-Stream,P18-44YouTube TrueView,1
P18-44,P18-44Samsung In-Stream,P18-44YouTube Instant Reserve,1
P18-44,P18-44Samsung In-Stream,P18-44YouTube Select,1
P18-44,P18-44Samsung In-Stream,P18-44YouTube OMG Select,1
P18-44,P18-44Samsung In-Stream,P18-44Nine Now,1
P18-44,P18-44Samsung In-Stream,P18-44Ten Play,1
P18-44,P18-44Samsung In-Stream,P18-44Seven Plus,1
P18-44,P18-44Samsung In-Stream,P18-44SBS On Demand,1
P18-44,P18-44Samsung In-Stream,P18-44Kayo,1
P18-44,P18-44Samsung In-Stream,P18-44Foxtel Go,1
P18-44,P18-44Samsung In-Stream,P18-44Binge,1
P18-44,P18-44Samsung In-Stream,P18-44Netflix,1
P18-44,P18-44Samsung In-Stream,P18-44Optus Sport,1
P18-44,P18-44Samsung In-Stream,P18-44Amazon Prime,1
P18-44,P18-44Linear TV Metro,P18-44Samsung In-Stream,1
P18-44,P18-44Linear TV Regional,P18-44Samsung In-Stream,1
P18-44,P18-44Linear TV Metro 5 Cap Seven Network,P18-44Samsung In-Stream,1
P18-44,P18-44Linear TV Metro 5 Cap Nine Network,P18-44Samsung In-Stream,1
P18-44,P18-44Linear TV Metro 5 Cap Ten Network,P18-44Samsung In-Stream,1
P18-44,P18-44Linear TV Metro 5 Cap SBS Network,P18-44Samsung In-Stream,1
P18-44,P18-44Linear TV Regional 4 Seven Network,P18-44Samsung In-Stream,1
