Demo,Channel 1,Channel 2,Overlap.Factor
P25-54,P25-54YouTube TrueView,P25-54Linear TV Metro 5 Cap Ten Network,1
P25-54,P25-54YouTube Instant Reserve,P25-54Linear TV Metro 5 Cap Ten Network,1
P25-54,P25-54YouTube Select,P25-54Linear TV Metro 5 Cap Ten Network,1
P25-54,P25-54YouTube OMG Select,P25-54Linear TV Metro 5 Cap Ten Network,1
P25-54,P25-54Nine Now,P25-54Linear TV Metro 5 Cap Ten Network,1
P25-54,P25-54Ten Play,P25-54Linear TV Metro 5 Cap Ten Network,1
P25-54,P25-54Seven Plus,P25-54Linear TV Metro 5 Cap Ten Network,1
P25-54,P25-54SBS On Demand,P25-54Linear TV Metro 5 Cap Ten Network,1
P25-54,P25-54Kayo,P25-54Linear TV Metro 5 Cap Ten Network,1
P25-54,P25-54Foxtel Go,P25-54Linear TV Metro 5 Cap Ten Network,1
P25-54,P25-54Binge,P25-54Linear TV Metro 5 Cap Ten Network,1
P25-54,P25-54Netflix,P25-54Linear TV Metro 5 Cap Ten Network,1
P25-54,P25-54Optus Sport,P25-54Linear TV Metro 5 Cap Ten Network,1
P25-54,P25-54Amazon Prime,P25-54Linear TV Metro 5 Cap Ten Network,1
P25-54,P25-54Linear TV Regional 4 Seven Network,P25-54Linear TV Metro 5 Cap SBS Network,0
P25-54,P25-54Linear TV Regional 4 Nine Network,P25-54Linear TV Metro 5 Cap SBS Network,0
P25-54,P25-54Linear TV Regional 4 Ten Network,P25-54Linear TV Metro 5 Cap SBS Network,0
P25-54,P25-54Linear TV Regional 4 SBS Network,P25-54Linear TV Metro 5 Cap SBS Network,0
P25-54,P25-54Foxtel Linear,P25-54Linear TV Metro 5 Cap SBS Network,1
P25-54,P25-54YouTube TrueView,P25-54Linear TV Metro 5 Cap SBS Network,1
P25-54,P25-54YouTube Instant Reserve,P25-54Linear TV Metro 5 Cap SBS Network,1
P25-54,P25-54YouTube Select,P25-54Linear TV Metro 5 Cap SBS Network,1
P25-54,P25-54YouTube OMG Select,P25-54Linear TV Metro 5 Cap SBS Network,1
P25-54,P25-54Nine Now,P25-54Linear TV Metro 5 Cap SBS Network,1
P25-54,P25-54Ten Play,P25-54Linear TV Metro 5 Cap SBS Network,1
P25-54,P25-54Seven Plus,P25-54Linear TV Metro 5 Cap SBS Network,1
P25-54,P25-54SBS On Demand,P25-54Linear TV Metro 5 Cap SBS Network,1
P25-54,P25-54Kayo,P25-54Linear TV Metro 5 Cap SBS Network,1
P25-54,P25-54Foxtel Go,P25-54Linear TV Metro 5 Cap SBS Network,1
P25-54,P25-54Binge,P25-54Linear TV Metro 5 Cap SBS Network,1
P25-54,P25-54Netflix,P25-54Linear TV Metro 5 Cap SBS Network,1
P25-54,P25-54Optus Sport,P25-54Linear TV Metro 5 Cap SBS Network,1
P25-54,P25-54Amazon Prime,P25-54Linear TV Metro 5 Cap SBS Network,1
P25-54,P25-54Linear TV Regional 4 Nine Network,P25-54Linear TV Regional 4 Seven Network,1
P25-54,P25-54Linear TV Regional 4 Ten Network,P25-54Linear TV Regional 4 Seven Network,1
P25-54,P25-54Linear TV Regional 4 SBS Network,P25-54Linear TV Regional 4 Seven Network,1
P25-54,P25-54Foxtel Linear,P25-54Linear TV Regional 4 Seven Network,1
P25-54,P25-54YouTube TrueView,P25-54Linear TV Regional 4 Seven Network,1
P25-54,P25-54YouTube Instant Reserve,P25-54Linear TV Regional 4 Seven Network,1
P25-54,P25-54YouTube Select,P25-54Linear TV Regional 4 Seven Network,1
P25-54,P25-54YouTube OMG Select,P25-54Linear TV Regional 4 Seven Network,1
P25-54,P25-54Nine Now,P25-54Linear TV Regional 4 Seven Network,1
P25-54,P25-54Ten Play,P25-54Linear TV Regional 4 Seven Network,1
P25-54,P25-54Seven Plus,P25-54Linear TV Regional 4 Seven Network,1
P25-54,P25-54SBS On Demand,P25-54Linear TV Regional 4 Seven Network,1
P25-54,P25-54Kayo,P25-54Linear TV Regional 4 Seven Network,1
P25-54,P25-54Foxtel Go,P25-54Linear TV Regional 4 Seven Network,1
P25-54,P25-54Binge,P25-54Linear TV Regional 4 Seven Network,1
P25-54,P25-54Netflix,P25-54Linear TV Regional 4 Seven Network,1
P25-54,P25-54Optus Sport,P25-54Linear TV Regional 4 Seven Network,1
P25-54,P25-54Amazon Prime,P25-54Linear TV Regional 4 Seven Network,1
P25-54,P25-54Linear TV Regional 4 Ten Network,P25-54Linear TV Regional 4 Nine Network,1
P25-54,P25-54Linear TV Regional 4 SBS Network,P25-54Linear TV Regional 4 Nine Network,1
P25-54,P25-54Foxtel Linear,P25-54Linear TV Regional 4 Nine Network,1
P25-54,P25-54YouTube TrueView,P25-54Linear TV Regional 4 Nine Network,1
P25-54,P25-54YouTube Instant Reserve,P25-54Linear TV Regional 4 Nine Network,1
P25-54,P25-54YouTube Select,P25-54Linear TV Regional 4 Nine Network,1
P25-54,P25-54YouTube OMG Select,P25-54Linear TV Regional 4 Nine Network,1
P25-54,P25-54Nine Now,P25-54Linear TV Regional 4 Nine Network,1
P25-54,P25-54Ten Play,P25-54Linear TV Regional 4 Nine Network,1
P25-54,P25-54Seven Plus,P25-54Linear TV Regional 4 Nine Network,1
P25-54,P25-54SBS On Demand,P25-54Linear TV Regional 4 Nine Network,1
P25-54,P25-54Kayo,P25-54Linear TV Regional 4 Nine Network,1
P25-54,P25-54Foxtel Go,P25-54Linear TV Regional 4 Nine Network,1
P25-54,P25-54Binge,P25-54Linear TV Regional 4 Nine Network,1
P25-54,P25-54Netflix,P25-54Linear TV Regional 4 Nine Network,1
P25-54,P25-54Optus Sport,P25-54Linear TV Regional 4 Nine Network,1
P25-54,P25-54Amazon Prime,P25-54Linear TV Regional 4 Nine Network,1
P25-54,P25-54Linear TV Regional 4 SBS Network,P25-54Linear TV Regional 4 Ten Network,1
P25-54,P25-54Foxtel Linear,P25-54Linear TV Regional 4 Ten Network,1
P25-54,P25-54YouTube TrueView,P25-54Linear TV Regional 4 Ten Network,1
P25-54,P25-54YouTube Instant Reserve,P25-54Linear TV Regional 4 Ten Network,1
P25-54,P25-54YouTube Select,P25-54Linear TV Regional 4 Ten Network,1
P25-54,P25-54YouTube OMG Select,P25-54Linear TV Regional 4 Ten Network,1
P25-54,P25-54Nine Now,P25-54Linear TV Regional 4 Ten Network,1
P25-54,P25-54Ten Play,P25-54Linear TV Regional 4 Ten Network,1
P25-54,P25-54Seven Plus,P25-54Linear TV Regional 4 Ten Network,1
P25-54,P25-54SBS On Demand,P25-54Linear TV Regional 4 Ten Network,1
P25-54,P25-54Kayo,P25-54Linear TV Regional 4 Ten Network,1
P25-54,P25-54Foxtel Go,P25-54Linear TV Regional 4 Ten Network,1
P25-54,P25-54Binge,P25-54Linear TV Regional 4 Ten Network,1
P25-54,P25-54Netflix,P25-54Linear TV Regional 4 Ten Network,1
P25-54,P25-54Optus Sport,P25-54Linear TV Regional 4 Ten Network,1
P25-54,P25-54Amazon Prime,P25-54Linear TV Regional 4 Ten Network,1
P25-54,P25-54Foxtel Linear,P25-54Linear TV Regional 4 SBS Network,1
P25-54,P25-54YouTube TrueView,P25-54Linear TV Regional 4 SBS Network,1
P25-54,P25-54YouTube Instant Reserve,P25-54Linear TV Regional 4 SBS Network,1
P25-54,P25-54YouTube Select,P25-54Linear TV Regional 4 SBS Network,1
P25-54,P25-54YouTube OMG Select,P25-54Linear TV Regional 4 SBS Network,1
P25-54,P25-54Nine Now,P25-54Linear TV Regional 4 SBS Network,1
P25-54,P25-54Ten Play,P25-54Linear TV Regional 4 SBS Network,1
P25-54,P25-54Seven Plus,P25-54Linear TV Regional 4 SBS Network,1
P25-54,P25-54SBS On Demand,P25-54Linear TV Regional 4 SBS Network,1
P25-54,P25-54Kayo,P25-54Linear TV Regional 4 SBS Network,1
P25-54,P25-54Foxtel Go,P25-54Linear TV Regional 4 SBS Network,1
P25-54,P25-54Binge,P25-54Linear TV Regional 4 SBS Network,1
P25-54,P25-54Netflix,P25-54Linear TV Regional 4 SBS Network,1
P25-54,P25-54Optus Sport,P25-54Linear TV Regional 4 SBS Network,1
P25-54,P25-54Amazon Prime,P25-54Linear TV Regional 4 SBS Network,1
P25-54,P25-54YouTube TrueView,P25-54Foxtel Linear,1
P25-54,P25-54YouTube Instant Reserve,P25-54Foxtel Linear,1
P25-54,P25-54YouTube Select,P25-54Foxtel Linear,1
P25-54,P25-54YouTube OMG Select,P25-54Foxtel Linear,1
P25-54,P25-54Nine Now,P25-54Foxtel Linear,1
P25-54,P25-54Ten Play,P25-54Foxtel Linear,1
P25-54,P25-54Seven Plus,P25-54Foxtel Linear,1
P25-54,P25-54SBS On Demand,P25-54Foxtel Linear,1
P25-54,P25-54Kayo,P25-54Foxtel Linear,1
P25-54,P25-54Foxtel Go,P25-54Foxtel Linear,1
P25-54,P25-54Binge,P25-54Foxtel Linear,1
P25-54,P25-54Netflix,P25-54Foxtel Linear,1
P25-54,P25-54Optus Sport,P25-54Foxtel Linear,1
P25-54,P25-54Amazon Prime,P25-54Foxtel Linear,1
P25-54,P25-54YouTube Instant Reserve,P25-54YouTube TrueView,1
P25-54,P25-54YouTube Select,P25-54YouTube TrueView,1
P25-54,P25-54YouTube OMG Select,P25-54YouTube TrueView,1
P25-54,P25-54Nine Now,P25-54YouTube TrueView,1
P25-54,P25-54Ten Play,P25-54YouTube TrueView,1
P25-54,P25-54Seven Plus,P25-54YouTube TrueView,1
P25-54,P25-54SBS On Demand,P25-54YouTube TrueView,1
P25-54,P25-54Kayo,P25-54YouTube TrueView,1
P25-54,P25-54Foxtel Go,P25-54YouTube TrueView,1
P25-54,P25-54Binge,P25-54YouTube TrueView,1
P25-54,P25-54Netflix,P25-54YouTube TrueView,1
P25-54,P25-54Optus Sport,P25-54YouTube TrueView,1
P25-54,P25-54Amazon Prime,P25-54YouTube TrueView,1
P25-54,P25-54YouTube Select,P25-54YouTube Instant Reserve,1
P25-54,P25-54YouTube OMG Select,P25-54YouTube Instant Reserve,1
P25-54,P25-54Nine Now,P25-54YouTube Instant Reserve,1
P25-54,P25-54Ten Play,P25-54YouTube Instant Reserve,1
P25-54,P25-54Seven Plus,P25-54YouTube Instant Reserve,1
P25-54,P25-54SBS On Demand,P25-54YouTube Instant Reserve,1
P25-54,P25-54Kayo,P25-54YouTube Instant Reserve,1
P25-54,P25-54Foxtel Go,P25-54YouTube Instant Reserve,1
P25-54,P25-54Binge,P25-54YouTube Instant Reserve,1
P25-54,P25-54Netflix,P25-54YouTube Instant Reserve,1
P25-54,P25-54Optus Sport,P25-54YouTube Instant Reserve,1
P25-54,P25-54Amazon Prime,P25-54YouTube Instant Reserve,1
P25-54,P25-54YouTube OMG Select,P25-54YouTube Select,1
P25-54,P25-54Nine Now,P25-54YouTube Select,1
P25-54,P25-54Ten Play,P25-54YouTube Select,1
P25-54,P25-54Seven Plus,P25-54YouTube Select,1
P25-54,P25-54SBS On Demand,P25-54YouTube Select,1
P25-54,P25-54Kayo,P25-54YouTube Select,1
P25-54,P25-54Foxtel Go,P25-54YouTube Select,1
P25-54,P25-54Binge,P25-54YouTube Select,1
P25-54,P25-54Netflix,P25-54YouTube Select,1
P25-54,P25-54Optus Sport,P25-54YouTube Select,1
P25-54,P25-54Amazon Prime,P25-54YouTube Select,1
P25-54,P25-54Nine Now,P25-54YouTube OMG Select,1
P25-54,P25-54Ten Play,P25-54YouTube OMG Select,1
P25-54,P25-54Seven Plus,P25-54YouTube OMG Select,1
P25-54,P25-54SBS On Demand,P25-54YouTube OMG Select,1
P25-54,P25-54Kayo,P25-54YouTube OMG Select,1
P25-54,P25-54Foxtel Go,P25-54YouTube OMG Select,1
P25-54,P25-54Binge,P25-54YouTube OMG Select,1
P25-54,P25-54Netflix,P25-54YouTube OMG Select,1
P25-54,P25-54Optus Sport,P25-54YouTube OMG Select,1
P25-54,P25-54Amazon Prime,P25-54YouTube OMG Select,1
P25-54,P25-54Ten Play,P25-54Nine Now,1
P25-54,P25-54Seven Plus,P25-54Nine Now,1
P25-54,P25-54SBS On Demand,P25-54Nine Now,1
P25-54,P25-54Kayo,P25-54Nine Now,1
P25-54,P25-54Foxtel Go,P25-54Nine Now,1
P25-54,P25-54Binge,P25-54Nine Now,1
P25-54,P25-54Netflix,P25-54Nine Now,1
P25-54,P25-54Optus Sport,P25-54Nine Now,1
P25-54,P25-54Amazon Prime,P25-54Nine Now,1
P25-54,P25-54Seven Plus,P25-54Ten Play,1
P25-54,P25-54SBS On Demand,P25-54Ten Play,1
P25-54,P25-54Kayo,P25-54Ten Play,1
P25-54,P25-54Foxtel Go,P25-54Ten Play,1
P25-54,P25-54Binge,P25-54Ten Play,1
P25-54,P25-54Netflix,P25-54Ten Play,1
P25-54,P25-54Optus Sport,P25-54Ten Play,1
P25-54,P25-54Amazon Prime,P25-54Ten Play,1
P25-54,P25-54SBS On Demand,P25-54Seven Plus,1
P25-54,P25-54Kayo,P25-54Seven Plus,1
P25-54,P25-54Foxtel Go,P25-54Seven Plus,1
P25-54,P25-54Binge,P25-54Seven Plus,1
P25-54,P25-54Netflix,P25-54Seven Plus,1
P25-54,P25-54Optus Sport,P25-54Seven Plus,1
P25-54,P25-54Amazon Prime,P25-54Seven Plus,1
P25-54,P25-54Kayo,P25-54SBS On Demand,1
P25-54,P25-54Foxtel Go,P25-54SBS On Demand,1
P25-54,P25-54Binge,P25-54SBS On Demand,1
P25-54,P25-54Netflix,P25-54SBS On Demand,1
P25-54,P25-54Optus Sport,P25-54SBS On Demand,1
P25-54,P25-54Amazon Prime,P25-54SBS On Demand,1
P25-54,P25-54Foxtel Go,P25-54Kayo,1
P25-54,P25-54Binge,P25-54Kayo,1
P25-54,P25-54Netflix,P25-54Kayo,1
P25-54,P25-54Optus Sport,P25-54Kayo,1
P25-54,P25-54Amazon Prime,P25-54Kayo,1
P25-54,P25-54Binge,P25-54Foxtel Go,1
P25-54,P25-54Netflix,P25-54Foxtel Go,1
P25-54,P25-54Optus Sport,P25-54Foxtel Go,1
P25-54,P25-54Amazon Prime,P25-54Foxtel Go,1
P25-54,P25-54Netflix,P25-54Binge,1
P25-54,P25-54Optus Sport,P25-54Binge,1
P25-54,P25-54Amazon Prime,P25-54Binge,1
P25-54,P25-54Optus Sport,P25-54Netflix,1
P25-54,P25-54Amazon Prime,P25-54Netflix,1
P25-54,P25-54Amazon Prime,P25-54Optus Sport,1
P18+,P18+Linear TV Metro,P18+Linear TV Metro & Regional,1
P18+,P18+Linear TV Regional,P18+Linear TV Metro & Regional,1
P18+,P18+Linear TV Metro 5 Cap Seven Network,P18+Linear TV Metro & Regional,1
P18+,P18+Linear TV Metro 5 Cap Nine Network,P18+Linear TV Metro & Regional,1
P18+,P18+Linear TV Metro 5 Cap Ten Network,P18+Linear TV Metro & Regional,1
P18+,P18+Linear TV Metro 5 Cap SBS Network,P18+Linear TV Metro & Regional,1
P18+,P18+Linear TV Regional 4 Seven Network,P18+Linear TV Metro & Regional,1
P18+,P18+Linear TV Regional 4 Nine Network,P18+Linear TV Metro & Regional,1
P18+,P18+Linear TV Regional 4 Ten Network,P18+Linear TV Metro & Regional,1
P18+,P18+Linear TV Regional 4 SBS Network,P18+Linear TV Metro & Regional,1
P18+,P18+Foxtel Linear,P18+Linear TV Metro & Regional,1
P18+,P18+YouTube TrueView,P18+Linear TV Metro & Regional,1
P18+,P18+YouTube Instant Reserve,P18+Linear TV Metro & Regional,1
P18+,P18+YouTube Select,P18+Linear TV Metro & Regional,1
P18+,P18+YouTube OMG Select,P18+Linear TV Metro & Regional,1
P18+,P18+Nine Now,P18+Linear TV Metro & Regional,1
P18+,P18+Ten Play,P18+Linear TV Metro & Regional,1
P18+,P18+Seven Plus,P18+Linear TV Metro & Regional,1
P18+,P18+SBS On Demand,P18+Linear TV Metro & Regional,1
P18+,P18+Kayo,P18+Linear TV Metro & Regional,1
P18+,P18+Foxtel Go,P18+Linear TV Metro & Regional,1
P18+,P18+Binge,P18+Linear TV Metro & Regional,1
P18+,P18+Netflix,P18+Linear TV Metro & Regional,1
P18+,P18+Optus Sport,P18+Linear TV Metro & Regional,1
P18+,P18+Amazon Prime,P18+Linear TV Metro & Regional,1
P18+,P18+Samsung In-Stream,P18+Linear TV Metro & Regional,1
P18+,P18+Linear TV Regional,P18+Linear TV Metro,0
P18+,P18+Linear TV Metro 5 Cap Seven Network,P18+Linear TV Metro,1
P18+,P18+Linear TV Metro 5 Cap Nine Network,P18+Linear TV Metro,1
P18+,P18+Linear TV Metro 5 Cap Ten Network,P18+Linear TV Metro,1
P18+,P18+Linear TV Metro 5 Cap SBS Network,P18+Linear TV Metro,1
P18+,P18+Linear TV Regional 4 Seven Network,P18+Linear TV Metro,0
P18+,P18+Linear TV Regional 4 Nine Network,P18+Linear TV Metro,0
P18+,P18+Linear TV Regional 4 Ten Network,P18+Linear TV Metro,0
P18+,P18+Linear TV Regional 4 SBS Network,P18+Linear TV Metro,0
P18+,P18+Foxtel Linear,P18+Linear TV Metro,1
P18+,P18+YouTube TrueView,P18+Linear TV Metro,1
P18+,P18+YouTube Instant Reserve,P18+Linear TV Metro,1
P18+,P18+YouTube Select,P18+Linear TV Metro,1
P18+,P18+YouTube OMG Select,P18+Linear TV Metro,1
P18+,P18+Nine Now,P18+Linear TV Metro,1
P18+,P18+Ten Play,P18+Linear TV Metro,1
P18+,P18+Seven Plus,P18+Linear TV Metro,1
P18+,P18+SBS On Demand,P18+Linear TV Metro,1
P18+,P18+Kayo,P18+Linear TV Metro,1
P18+,P18+Foxtel Go,P18+Linear TV Metro,1
P18+,P18+Binge,P18+Linear TV Metro,1
P18+,P18+Netflix,P18+Linear TV Metro,1
P18+,P18+Optus Sport,P18+Linear TV Metro,1
P18+,P18+Amazon Prime,P18+Linear TV Metro,1
P18+,P18+Linear TV Metro 5 Cap Seven Network,P18+Linear TV Regional,0
P18+,P18+Linear TV Metro 5 Cap Nine Network,P18+Linear TV Regional,0
P18+,P18+Linear TV Metro 5 Cap Ten Network,P18+Linear TV Regional,0
P18+,P18+Linear TV Metro 5 Cap SBS Network,P18+Linear TV Regional,0
P18+,P18+Linear TV Regional 4 Seven Network,P18+Linear TV Regional,1
P18+,P18+Linear TV Regional 4 Nine Network,P18+Linear TV Regional,1
P18+,P18+Linear TV Regional 4 Ten Network,P18+Linear TV Regional,1
P18+,P18+Linear TV Regional 4 SBS Network,P18+Linear TV Regional,1
P18+,P18+Foxtel Linear,P18+Linear TV Regional,1
P18+,P18+YouTube TrueView,P18+Linear TV Regional,1
P18+,P18+YouTube Instant Reserve,P18+Linear TV Regional,1
P18+,P18+YouTube Select,P18+Linear TV Regional,1
P18+,P18+YouTube OMG Select,P18+Linear TV Regional,1
P18+,P18+Nine Now,P18+Linear TV Regional,1
P18+,P18+Ten Play,P18+Linear TV Regional,1
P18+,P18+Seven Plus,P18+Linear TV Regional,1
P18+,P18+SBS On Demand,P18+Linear TV Regional,1
P18+,P18+Kayo,P18+Linear TV Regional,1
P18+,P18+Foxtel Go,P18+Linear TV Regional,1
P18+,P18+Binge,P18+Linear TV Regional,1
P18+,P18+Netflix,P18+Linear TV Regional,1
P18+,P18+Optus Sport,P18+Linear TV Regional,1
P18+,P18+Amazon Prime,P18+Linear TV Regional,1
P18+,P18+Linear TV Metro 5 Cap Nine Network,P18+Linear TV Metro 5 Cap Seven Network,1
P18+,P18+Linear TV Metro 5 Cap Ten Network,P18+Linear TV Metro 5 Cap Seven Network,1
P18+,P18+Linear TV Metro 5 Cap SBS Network,P18+Linear TV Metro 5 Cap Seven Network,1
P18+,P18+Linear TV Regional 4 Seven Network,P18+Linear TV Metro 5 Cap Seven Network,0
P18+,P18+Linear TV Regional 4 Nine Network,P18+Linear TV Metro 5 Cap Seven Network,0
P18+,P18+Linear TV Regional 4 Ten Network,P18+Linear TV Metro 5 Cap Seven Network,0
P18+,P18+Linear TV Regional 4 SBS Network,P18+Linear TV Metro 5 Cap Seven Network,0
P18+,P18+Foxtel Linear,P18+Linear TV Metro 5 Cap Seven Network,1
P18+,P18+YouTube TrueView,P18+Linear TV Metro 5 Cap Seven Network,1
P18+,P18+YouTube Instant Reserve,P18+Linear TV Metro 5 Cap Seven Network,1
P18+,P18+YouTube Select,P18+Linear TV Metro 5 Cap Seven Network,1
P18+,P18+YouTube OMG Select,P18+Linear TV Metro 5 Cap Seven Network,1
P18+,P18+Nine Now,P18+Linear TV Metro 5 Cap Seven Network,1
P18+,P18+Ten Play,P18+Linear TV Metro 5 Cap Seven Network,1
P18+,P18+Seven Plus,P18+Linear TV Metro 5 Cap Seven Network,1
P18+,P18+SBS On Demand,P18+Linear TV Metro 5 Cap Seven Network,1
P18+,P18+Kayo,P18+Linear TV Metro 5 Cap Seven Network,1
P18+,P18+Foxtel Go,P18+Linear TV Metro 5 Cap Seven Network,1
P18+,P18+Binge,P18+Linear TV Metro 5 Cap Seven Network,1
P18+,P18+Netflix,P18+Linear TV Metro 5 Cap Seven Network,1
P18+,P18+Optus Sport,P18+Linear TV Metro 5 Cap Seven Network,1
P18+,P18+Amazon Prime,P18+Linear TV Metro 5 Cap Seven Network,1
P18+,P18+Linear TV Metro 5 Cap Ten Network,P18+Linear TV Metro 5 Cap Nine Network,1
P18+,P18+Linear TV Metro 5 Cap SBS Network,P18+Linear TV Metro 5 Cap Nine Network,1
P18+,P18+Linear TV Regional 4 Seven Network,P18+Linear TV Metro 5 Cap Nine Network,0
P18+,P18+Linear TV Regional 4 Nine Network,P18+Linear TV Metro 5 Cap Nine Network,0
P18+,P18+Linear TV Regional 4 Ten Network,P18+Linear TV Metro 5 Cap Nine Network,0
P18+,P18+Linear TV Regional 4 SBS Network,P18+Linear TV Metro 5 Cap Nine Network,0
P18+,P18+Foxtel Linear,P18+Linear TV Metro 5 Cap Nine Network,1
P18+,P18+YouTube TrueView,P18+Linear TV Metro 5 Cap Nine Network,1
P18+,P18+YouTube Instant Reserve,P18+Linear TV Metro 5 Cap Nine Network,1
P18+,P18+YouTube Select,P18+Linear TV Metro 5 Cap Nine Network,1
P18+,P18+YouTube OMG Select,P18+Linear TV Metro 5 Cap Nine Network,1
P18+,P18+Nine Now,P18+Linear TV Metro 5 Cap Nine Network,1
P18+,P18+Ten Play,P18+Linear TV Metro 5 Cap Nine Network,1
P18+,P18+Seven Plus,P18+Linear TV Metro 5 Cap Nine Network,1
P18+,P18+SBS On Demand,P18+Linear TV Metro 5 Cap Nine Network,1
P18+,P18+Kayo,P18+Linear TV Metro 5 Cap Nine Network,1
P18+,P18+Foxtel Go,P18+Linear TV Metro 5 Cap Nine Network,1
P18+,P18+Binge,P18+Linear TV Metro 5 Cap Nine Network,1
P18+,P18+Netflix,P18+Linear TV Metro 5 Cap Nine Network,1
P18+,P18+Optus Sport,P18+Linear TV Metro 5 Cap Nine Network,1
P18+,P18+Amazon Prime,P18+Linear TV Metro 5 Cap Nine Network,1
P18+,P18+Linear TV Metro 5 Cap SBS Network,P18+Linear TV Metro 5 Cap Ten Network,1
P18+,P18+Linear TV Regional 4 Seven Network,P18+Linear TV Metro 5 Cap Ten Network,0
P18+,P18+Linear TV Regional 4 Nine Network,P18+Linear TV Metro 5 Cap Ten Network,0
P18+,P18+Linear TV Regional 4 Ten Network,P18+Linear TV Metro 5 Cap Ten Network,0
P18+,P18+Linear TV Regional 4 SBS Network,P18+Linear TV Metro 5 Cap Ten Network,0
P18+,P18+Foxtel Linear,P18+Linear TV Metro 5 Cap Ten Network,1
P18+,P18+YouTube TrueView,P18+Linear TV Metro 5 Cap Ten Network,1
P18+,P18+YouTube Instant Reserve,P18+Linear TV Metro 5 Cap Ten Network,1
P18+,P18+YouTube Select,P18+Linear TV Metro 5 Cap Ten Network,1
P18+,P18+YouTube OMG Select,P18+Linear TV Metro 5 Cap Ten Network,1
P18+,P18+Nine Now,P18+Linear TV Metro 5 Cap Ten Network,1
P18+,P18+Ten Play,P18+Linear TV Metro 5 Cap Ten Network,1
P18+,P18+Seven Plus,P18+Linear TV Metro 5 Cap Ten Network,1
P18+,P18+SBS On Demand,P18+Linear TV Metro 5 Cap Ten Network,1
P18+,P18+Kayo,P18+Linear TV Metro 5 Cap Ten Network,1
P18+,P18+Foxtel Go,P18+Linear TV Metro 5 Cap Ten Network,1
P18+,P18+Binge,P18+Linear TV Metro 5 Cap Ten Network,1
P18+,P18+Netflix,P18+Linear TV Metro 5 Cap Ten Network,1
P18+,P18+Optus Sport,P18+Linear TV Metro 5 Cap Ten Network,1
P18+,P18+Amazon Prime,P18+Linear TV Metro 5 Cap Ten Network,1
P18+,P18+Linear TV Regional 4 Seven Network,P18+Linear TV Metro 5 Cap SBS Network,0
P18+,P18+Linear TV Regional 4 Nine Network,P18+Linear TV Metro 5 Cap SBS Network,0
P18+,P18+Linear TV Regional 4 Ten Network,P18+Linear TV Metro 5 Cap SBS Network,0
P18+,P18+Linear TV Regional 4 SBS Network,P18+Linear TV Metro 5 Cap SBS Network,0
P18+,P18+Foxtel Linear,P18+Linear TV Metro 5 Cap SBS Network,1
P18+,P18+YouTube TrueView,P18+Linear TV Metro 5 Cap SBS Network,1
P18+,P18+YouTube Instant Reserve,P18+Linear TV Metro 5 Cap SBS Network,1
P18+,P18+YouTube Select,P18+Linear TV Metro 5 Cap SBS Network,1
P18+,P18+YouTube OMG Select,P18+Linear TV Metro 5 Cap SBS Network,1
P18+,P18+Nine Now,P18+Linear TV Metro 5 Cap SBS Network,1
P18+,P18+Ten Play,P18+Linear TV Metro 5 Cap SBS Network,1
P18+,P18+Seven Plus,P18+Linear TV Metro 5 Cap SBS Network,1
P18+,P18+SBS On Demand,P18+Linear TV Metro 5 Cap SBS Network,1
P18+,P18+Kayo,P18+Linear TV Metro 5 Cap SBS Network,1
P18+,P18+Foxtel Go,P18+Linear TV Metro 5 Cap SBS Network,1
P18+,P18+Binge,P18+Linear TV Metro 5 Cap SBS Network,1
P18+,P18+Netflix,P18+Linear TV Metro 5 Cap SBS Network,1
P18+,P18+Optus Sport,P18+Linear TV Metro 5 Cap SBS Network,1
P18+,P18+Amazon Prime,P18+Linear TV Metro 5 Cap SBS Network,1
P18+,P18+Linear TV Regional 4 Nine Network,P18+Linear TV Regional 4 Seven Network,1
P18+,P18+Linear TV Regional 4 Ten Network,P18+Linear TV Regional 4 Seven Network,1
P18+,P18+Linear TV Regional 4 SBS Network,P18+Linear TV Regional 4 Seven Network,1
P18+,P18+Foxtel Linear,P18+Linear TV Regional 4 Seven Network,1
P18+,P18+YouTube TrueView,P18+Linear TV Regional 4 Seven Network,1
P18+,P18+YouTube Instant Reserve,P18+Linear TV Regional 4 Seven Network,1
P18+,P18+YouTube Select,P18+Linear TV Regional 4 Seven Network,1
P18+,P18+YouTube OMG Select,P18+Linear TV Regional 4 Seven Network,1
P18+,P18+Nine Now,P18+Linear TV Regional 4 Seven Network,1
P18+,P18+Ten Play,P18+Linear TV Regional 4 Seven Network,1
P18+,P18+Seven Plus,P18+Linear TV Regional 4 Seven Network,1
P18+,P18+SBS On Demand,P18+Linear TV Regional 4 Seven Network,1
P18+,P18+Kayo,P18+Linear TV Regional 4 Seven Network,1
P18+,P18+Foxtel Go,P18+Linear TV Regional 4 Seven Network,1
P18+,P18+Binge,P18+Linear TV Regional 4 Seven Network,1
P18+,P18+Netflix,P18+Linear TV Regional 4 Seven Network,1
P18+,P18+Optus Sport,P18+Linear TV Regional 4 Seven Network,1
P18+,P18+Amazon Prime,P18+Linear TV Regional 4 Seven Network,1
P18+,P18+Linear TV Regional 4 Ten Network,P18+Linear TV Regional 4 Nine Network,1
P18+,P18+Linear TV Regional 4 SBS Network,P18+Linear TV Regional 4 Nine Network,1
P18+,P18+Foxtel Linear,P18+Linear TV Regional 4 Nine Network,1
