Demographic,Platform,Weeks,Curve Frequency,Frequency Cap,Key,  A  , B , C , Potential 
P18-64,Linear TV Metro 5 Cap Seven Network,3 Weeks,oneplus,0,P18-64Linear TV Metro 5 Cap Seven Network3 Weeksoneplus0,0.331672944,737.91,-0.53,16000000
P18-64,Linear TV Metro 5 Cap Nine Network,3 Weeks,oneplus,0,P18-64Linear TV Metro 5 Cap Nine Network3 Weeksoneplus0,0.346583462,737.91,-0.53,16000000
P18-64,Linear TV Metro 5 Cap Ten Network,3 Weeks,oneplus,0,P18-64Linear TV Metro 5 Cap Ten Network3 Weeksoneplus0,0.229396684,737.91,-0.53,16000000
P18-64,Linear TV Metro 5 Cap SBS Network,3 Weeks,oneplus,0,P18-64Linear TV Metro 5 Cap SBS Network3 Weeksoneplus0,0.104868254,737.91,-0.53,16000000
P18-64,Linear TV Regional 4 Seven Network,3 Weeks,oneplus,0,P18-64Linear TV Regional 4 Seven Network3 Weeksoneplus0,0.142551429,674.66,-0.53,16000000
P18-64,Linear TV Regional 4 Nine Network,3 Weeks,oneplus,0,P18-64Linear TV Regional 4 Nine Network3 Weeksoneplus0,0.148959897,674.66,-0.53,16000000
P18-64,Linear TV Regional 4 Ten Network,3 Weeks,oneplus,0,P18-64Linear TV Regional 4 Ten Network3 Weeksoneplus0,0.098593586,674.66,-0.53,16000000
P18-64,Linear TV Regional 4 SBS Network,3 Weeks,oneplus,0,P18-64Linear TV Regional 4 SBS Network3 Weeksoneplus0,0.045071869,674.66,-0.53,16000000
P18-64,Foxtel Linear,3 Weeks,oneplus,0,P18-64Foxtel Linear3 Weeksoneplus0,0.179365204,632.49,-0.53,16000000
P18-64,YouTube TrueView,3 Weeks,oneplus,0,P18-64YouTube TrueView3 Weeksoneplus0,0.6633,62104.98,-0.85,16000000
P18-64,YouTube Instant Reserve,3 Weeks,oneplus,0,P18-64YouTube Instant Reserve3 Weeksoneplus0,0.621,1577.01,-0.53,16000000
P18-64,YouTube Select,3 Weeks,oneplus,0,P18-64YouTube Select3 Weeksoneplus0,0.434985306,36817.02,-0.81,16000000
P18-64,YouTube OMG Select,3 Weeks,oneplus,0,P18-64YouTube OMG Select3 Weeksoneplus0,0.283330721,158485.62,-0.97,16000000
P18-64,Nine Now,3 Weeks,oneplus,0,P18-64Nine Now3 Weeksoneplus0,0.172789231,2529.97,-0.53,16000000
P18-64,Ten Play,3 Weeks,oneplus,0,P18-64Ten Play3 Weeksoneplus0,0.081788048,2108.31,-0.53,16000000
P18-64,Seven Plus,3 Weeks,oneplus,0,P18-64Seven Plus3 Weeksoneplus0,0.078072101,2108.31,-0.53,16000000
P18-64,SBS On Demand,3 Weeks,oneplus,0,P18-64SBS On Demand3 Weeksoneplus0,0.058287618,1897.48,-0.53,16000000
P18-64,Kayo,3 Weeks,oneplus,0,P18-64Kayo3 Weeksoneplus0,0.136476293,2150.47,-0.53,16000000
P18-64,Foxtel Go,3 Weeks,oneplus,0,P18-64Foxtel Go3 Weeksoneplus0,0.062867359,2108.31,-0.53,16000000
P18-64,Binge,3 Weeks,oneplus,0,P18-64Binge3 Weeksoneplus0,0.026641604,2529.97,-0.53,16000000
P18-64,Netflix,3 Weeks,oneplus,0,P18-64Netflix3 Weeksoneplus0,0.041634013,2108.31,-0.82,16000000
P18-64,Optus Sport,3 Weeks,oneplus,0,P18-64Optus Sport3 Weeksoneplus0,0.041634013,2108.31,-0.9,16000000
P18-64,Amazon Prime,3 Weeks,oneplus,0,P18-64Amazon Prime3 Weeksoneplus0,0.126387842,2108.31,-0.8,16000000
P18+,Linear TV Metro & Regional,2 Weeks,oneplus,0,P18+Linear TV Metro & Regional2 Weeksoneplus0,0.645396317,12827.14,-0.84,20600000
P18+,Linear TV Metro,2 Weeks,oneplus,0,P18+Linear TV Metro2 Weeksoneplus0,0.451390752,13604.54,-0.84,20600000
P18+,Linear TV Regional,2 Weeks,oneplus,0,P18+Linear TV Regional2 Weeksoneplus0,0.194005564,12438.43,-0.84,20600000
P18+,Linear TV Metro 5 Cap Seven Network,2 Weeks,oneplus,0,P18+Linear TV Metro 5 Cap Seven Network2 Weeksoneplus0,0.308859461,13604.54,-0.84,20600000
P18+,Linear TV Metro 5 Cap Nine Network,2 Weeks,oneplus,0,P18+Linear TV Metro 5 Cap Nine Network2 Weeksoneplus0,0.322744388,13604.54,-0.84,20600000
P18+,Linear TV Metro 5 Cap Ten Network,2 Weeks,oneplus,0,P18+Linear TV Metro 5 Cap Ten Network2 Weeksoneplus0,0.213618076,13604.54,-0.84,20600000
P18+,Linear TV Metro 5 Cap SBS Network,2 Weeks,oneplus,0,P18+Linear TV Metro 5 Cap SBS Network2 Weeksoneplus0,0.097655094,13604.54,-0.84,20600000
P18+,Linear TV Regional 4 Seven Network,2 Weeks,oneplus,0,P18+Linear TV Regional 4 Seven Network2 Weeksoneplus0,0.132746304,12438.43,-0.84,20600000
P18+,Linear TV Regional 4 Nine Network,2 Weeks,oneplus,0,P18+Linear TV Regional 4 Nine Network2 Weeksoneplus0,0.138713978,12438.43,-0.84,20600000
P18+,Linear TV Regional 4 Ten Network,2 Weeks,oneplus,0,P18+Linear TV Regional 4 Ten Network2 Weeksoneplus0,0.091812017,12438.43,-0.84,20600000
P18+,Linear TV Regional 4 SBS Network,2 Weeks,oneplus,0,P18+Linear TV Regional 4 SBS Network2 Weeksoneplus0,0.041971687,12438.43,-0.84,20600000
P18+,Foxtel Linear,2 Weeks,oneplus,0,P18+Foxtel Linear2 Weeksoneplus0,0.144435737,11661.03,-0.84,20600000
P18+,YouTube TrueView,2 Weeks,oneplus,0,P18+YouTube TrueView2 Weeksoneplus0,0.5592,11061,-0.71,20600000
P18+,YouTube Instant Reserve,2 Weeks,oneplus,0,P18+YouTube Instant Reserve2 Weeksoneplus0,0.528,29891.11,-0.84,20600000
P18+,YouTube Select,2 Weeks,oneplus,0,P18+YouTube Select2 Weeksoneplus0,0.267045064,79835.86,-0.91,20600000
P18+,YouTube OMG Select,2 Weeks,oneplus,0,P18+YouTube OMG Select2 Weeksoneplus0,0.136656223,101475.09,-1.01,20600000
P18+,Nine Now,2 Weeks,oneplus,0,P18+Nine Now2 Weeksoneplus0,0.056909016,12213.34621,-0.827875649,20600000
P18+,Ten Play,2 Weeks,oneplus,0,P18+Ten Play2 Weeksoneplus0,0.034334323,8896.841379,-0.835168363,20600000
P18+,Seven Plus,2 Weeks,oneplus,0,P18+Seven Plus2 Weeksoneplus0,0.055544671,38870.11,-0.84,20600000
P18+,SBS On Demand,2 Weeks,oneplus,0,P18+SBS On Demand2 Weeksoneplus0,0.048001568,34983.1,-0.84,20600000
P18+,Kayo,2 Weeks,oneplus,0,P18+Kayo2 Weeksoneplus0,0.112392242,39647.51,-0.84,20600000
P18+,Foxtel Go,2 Weeks,oneplus,0,P18+Foxtel Go2 Weeksoneplus0,0.051773119,38870.11,-0.84,20600000
P18+,Binge,2 Weeks,oneplus,0,P18+Binge2 Weeksoneplus0,0.021940145,46644.13,-0.84,20600000
P18+,Netflix,2 Weeks,oneplus,0,P18+Netflix2 Weeksoneplus0,0.034286834,38870.11,-0.82,20600000
P18+,Optus Sport,2 Weeks,oneplus,0,P18+Optus Sport2 Weeksoneplus0,0.034286834,38870.11,-0.9,20600000
P18+,Amazon Prime,2 Weeks,oneplus,0,P18+Amazon Prime2 Weeksoneplus0,0.142481928,38870.11,-0.8,20600000
P25-54,Linear TV Metro & Regional,2 Weeks,oneplus,0,P25-54Linear TV Metro & Regional2 Weeksoneplus0,0.645396317,728.28,-0.53,10700000
P25-54,Linear TV Metro,2 Weeks,oneplus,0,P25-54Linear TV Metro2 Weeksoneplus0,0.451390752,772.42,-0.53,10700000
P25-54,Linear TV Regional,2 Weeks,oneplus,0,P25-54Linear TV Regional2 Weeksoneplus0,0.194005564,706.21,-0.53,10700000
P25-54,Linear TV Metro 5 Cap Seven Network,2 Weeks,oneplus,0,P25-54Linear TV Metro 5 Cap Seven Network2 Weeksoneplus0,0.280781329,772.42,-0.53,10700000
P25-54,Linear TV Metro 5 Cap Nine Network,2 Weeks,oneplus,0,P25-54Linear TV Metro 5 Cap Nine Network2 Weeksoneplus0,0.293403989,772.42,-0.53,10700000
P25-54,Linear TV Metro 5 Cap Ten Network,2 Weeks,oneplus,0,P25-54Linear TV Metro 5 Cap Ten Network2 Weeksoneplus0,0.19419825,772.42,-0.53,10700000
P25-54,Linear TV Metro 5 Cap SBS Network,2 Weeks,oneplus,0,P25-54Linear TV Metro 5 Cap SBS Network2 Weeksoneplus0,0.088777358,772.42,-0.53,10700000
P25-54,Linear TV Regional 4 Seven Network,2 Weeks,oneplus,0,P25-54Linear TV Regional 4 Seven Network2 Weeksoneplus0,0.120678458,706.21,-0.53,10700000
P25-54,Linear TV Regional 4 Nine Network,2 Weeks,oneplus,0,P25-54Linear TV Regional 4 Nine Network2 Weeksoneplus0,0.126103616,706.21,-0.53,10700000
P25-54,Linear TV Regional 4 Ten Network,2 Weeks,oneplus,0,P25-54Linear TV Regional 4 Ten Network2 Weeksoneplus0,0.08346547,706.21,-0.53,10700000
P25-54,Linear TV Regional 4 SBS Network,2 Weeks,oneplus,0,P25-54Linear TV Regional 4 SBS Network2 Weeksoneplus0,0.038156079,706.21,-0.53,10700000
P25-54,Foxtel Linear,2 Weeks,oneplus,0,P25-54Foxtel Linear2 Weeksoneplus0,0.144435737,662.07,-0.53,10700000
P25-54,YouTube TrueView,2 Weeks,oneplus,0,P25-54YouTube TrueView2 Weeksoneplus0,0.5752,26084.89,-0.78,10700000
P25-54,YouTube Instant Reserve,2 Weeks,oneplus,0,P25-54YouTube Instant Reserve2 Weeksoneplus0,0.5752,1547.05,-0.53,10700000
P25-54,YouTube Select,2 Weeks,oneplus,0,P25-54YouTube Select2 Weeksoneplus0,0.389396317,728.28,-0.53,10700000
P25-54,YouTube OMG Select,2 Weeks,oneplus,0,P25-54YouTube OMG Select2 Weeksoneplus0,0.25184953,81328,-0.92,10700000
P25-54,Nine Now,2 Weeks,oneplus,0,P25-54Nine Now2 Weeksoneplus0,0.144755578,696.92,-0.53,10700000
P25-54,Ten Play,2 Weeks,oneplus,0,P25-54Ten Play2 Weeksoneplus0,0.087939537,410,-0.52,10700000
P25-54,Seven Plus,2 Weeks,oneplus,0,P25-54Seven Plus2 Weeksoneplus0,0.062086727,390,-0.58,10700000
P25-54,SBS On Demand,2 Weeks,oneplus,0,P25-54SBS On Demand2 Weeksoneplus0,0.054543624,522.69,-0.61,10700000
P25-54,Kayo,2 Weeks,oneplus,0,P25-54Kayo2 Weeksoneplus0,0.112392241,2251.05,-0.53,10700000
P25-54,Foxtel Go,2 Weeks,oneplus,0,P25-54Foxtel Go2 Weeksoneplus0,0.051773119,2206.91,-0.53,10700000
P25-54,Binge,2 Weeks,oneplus,0,P25-54Binge2 Weeksoneplus0,0.021940144,2648.3,-0.53,10700000
P25-54,Netflix,2 Weeks,oneplus,0,P25-54Netflix2 Weeksoneplus0,0.034286833,2206.91,-0.82,10700000
P25-54,Optus Sport,2 Weeks,oneplus,0,P25-54Optus Sport2 Weeksoneplus0,0.034018692,2206.91,-0.9,10700000
P25-54,Amazon Prime,2 Weeks,oneplus,0,P25-54Amazon Prime2 Weeksoneplus0,0.106981291,2206.91,-0.8,10700000
P18-44,Linear TV Metro & Regional,2 Weeks,oneplus,0,P18-44Linear TV Metro & Regional2 Weeksoneplus0,0.544329897,642,-0.55,9700000
P18-44,Linear TV Metro,2 Weeks,oneplus,0,P18-44Linear TV Metro2 Weeksoneplus0,0.358762887,680.91,-0.55,9700000
P18-44,Linear TV Regional,2 Weeks,oneplus,0,P18-44Linear TV Regional2 Weeksoneplus0,0.194005564,622.55,-0.55,9700000
P18-44,Linear TV Metro 5 Cap Seven Network,2 Weeks,oneplus,0,P18-44Linear TV Metro 5 Cap Seven Network2 Weeksoneplus0,0.238664129,680.91,-0.55,9700000
P18-44,Linear TV Metro 5 Cap Nine Network,2 Weeks,oneplus,0,P18-44Linear TV Metro 5 Cap Nine Network2 Weeksoneplus0,0.249393391,680.91,-0.55,9700000
P18-44,Linear TV Metro 5 Cap Ten Network,2 Weeks,oneplus,0,P18-44Linear TV Metro 5 Cap Ten Network2 Weeksoneplus0,0.165068513,680.91,-0.55,9700000
P18-44,Linear TV Metro 5 Cap SBS Network,2 Weeks,oneplus,0,P18-44Linear TV Metro 5 Cap SBS Network2 Weeksoneplus0,0.075460754,680.91,-0.55,9700000
P18-44,Linear TV Regional 4 Seven Network,2 Weeks,oneplus,0,P18-44Linear TV Regional 4 Seven Network2 Weeksoneplus0,0.102576689,622.55,-0.55,9700000
P18-44,Linear TV Regional 4 Nine Network,2 Weeks,oneplus,0,P18-44Linear TV Regional 4 Nine Network2 Weeksoneplus0,0.107188074,622.55,-0.55,9700000
P18-44,Linear TV Regional 4 Ten Network,2 Weeks,oneplus,0,P18-44Linear TV Regional 4 Ten Network2 Weeksoneplus0,0.070945649,622.55,-0.55,9700000
P18-44,Linear TV Regional 4 SBS Network,2 Weeks,oneplus,0,P18-44Linear TV Regional 4 SBS Network2 Weeksoneplus0,0.032432667,622.55,-0.55,9700000
P18-44,Foxtel Linear,2 Weeks,oneplus,0,P18-44Foxtel Linear2 Weeksoneplus0,0.103198624,583.64,-0.55,9700000
P18-44,YouTube TrueView,2 Weeks,oneplus,0,P18-44YouTube TrueView2 Weeksoneplus0,0.584,52426.37,-0.85,9700000
P18-44,YouTube Instant Reserve,2 Weeks,oneplus,0,P18-44YouTube Instant Reserve2 Weeksoneplus0,0.5728,1625.23,-0.55,9700000
P18-44,YouTube Select,2 Weeks,oneplus,0,P18-44YouTube Select2 Weeksoneplus0,0.386653605,14358.34,-0.75,9700000
P18-44,YouTube OMG Select,2 Weeks,oneplus,0,P18-44YouTube OMG Select2 Weeksoneplus0,0.25184953,156526.57,-0.98,9700000
P18-44,Nine Now,2 Weeks,oneplus,0,P18-44Nine Now2 Weeksoneplus0,0.144755578,2334.55,-0.55,9700000
P18-44,Ten Play,2 Weeks,oneplus,0,P18-44Ten Play2 Weeksoneplus0,0.067083149,1945.46,-0.55,9700000
P18-44,Seven Plus,2 Weeks,oneplus,0,P18-44Seven Plus2 Weeksoneplus0,0.048328176,1945.46,-0.55,9700000
P18-44,SBS On Demand,2 Weeks,oneplus,0,P18-44SBS On Demand2 Weeksoneplus0,0.040785073,1750.91,-0.55,9700000
P18-44,Kayo,2 Weeks,oneplus,0,P18-44Kayo2 Weeksoneplus0,0.126825231,1984.36,-0.55,9700000
P18-44,Foxtel Go,2 Weeks,oneplus,0,P18-44Foxtel Go2 Weeksoneplus0,0.051773119,1945.46,-0.55,9700000
P18-44,Binge,2 Weeks,oneplus,0,P18-44Binge2 Weeksoneplus0,0.02915664,2334.55,-0.55,9700000
P18-44,Netflix,2 Weeks,oneplus,0,P18-44Netflix2 Weeksoneplus0,0.048719823,1945.46,-0.82,9700000
P18-44,Optus Sport,2 Weeks,oneplus,0,P18-44Optus Sport2 Weeksoneplus0,0.048719823,1945.46,-0.9,9700000
P18-44,Amazon Prime,2 Weeks,oneplus,0,P18-44Amazon Prime2 Weeksoneplus0,0.122110816,1945.46,-0.8,9700000
P18-64,Linear TV Metro & Regional,2 Weeks,oneplus,0,P18-64Linear TV Metro & Regional2 Weeksoneplus0,0.645396317,695.74,-0.53,16000000
P18-64,Linear TV Metro,2 Weeks,oneplus,0,P18-64Linear TV Metro2 Weeksoneplus0,0.451390752,737.91,-0.53,16000000
P18-64,Linear TV Regional,2 Weeks,oneplus,0,P18-64Linear TV Regional2 Weeksoneplus0,0.194005564,674.66,-0.53,16000000
P18-64,Linear TV Metro 5 Cap Seven Network,2 Weeks,oneplus,0,P18-64Linear TV Metro 5 Cap Seven Network2 Weeksoneplus0,0.294820395,737.91,-0.53,16000000
P18-64,Linear TV Metro 5 Cap Nine Network,2 Weeks,oneplus,0,P18-64Linear TV Metro 5 Cap Nine Network2 Weeksoneplus0,0.308074189,737.91,-0.53,16000000
P18-64,Linear TV Metro 5 Cap Ten Network,2 Weeks,oneplus,0,P18-64Linear TV Metro 5 Cap Ten Network2 Weeksoneplus0,0.203908164,737.91,-0.53,16000000
P18-64,Linear TV Metro 5 Cap SBS Network,2 Weeks,oneplus,0,P18-64Linear TV Metro 5 Cap SBS Network2 Weeksoneplus0,0.093216226,737.91,-0.53,16000000
P18-64,Linear TV Regional 4 Seven Network,2 Weeks,oneplus,0,P18-64Linear TV Regional 4 Seven Network2 Weeksoneplus0,0.126712381,674.66,-0.53,16000000
P18-64,Linear TV Regional 4 Nine Network,2 Weeks,oneplus,0,P18-64Linear TV Regional 4 Nine Network2 Weeksoneplus0,0.132408798,674.66,-0.53,16000000
P18-64,Linear TV Regional 4 Ten Network,2 Weeks,oneplus,0,P18-64Linear TV Regional 4 Ten Network2 Weeksoneplus0,0.087638744,674.66,-0.53,16000000
P18-64,Linear TV Regional 4 SBS Network,2 Weeks,oneplus,0,P18-64Linear TV Regional 4 SBS Network2 Weeksoneplus0,0.040063884,674.66,-0.53,16000000
P18-64,Foxtel Linear,2 Weeks,oneplus,0,P18-64Foxtel Linear2 Weeksoneplus0,0.159435737,632.49,-0.53,16000000
P18-64,YouTube TrueView,2 Weeks,oneplus,0,P18-64YouTube TrueView2 Weeksoneplus0,0.5896,62104.98,-0.85,16000000
P18-64,YouTube Instant Reserve,2 Weeks,oneplus,0,P18-64YouTube Instant Reserve2 Weeksoneplus0,0.552,1577.01,-0.53,16000000
P18-64,YouTube Select,2 Weeks,oneplus,0,P18-64YouTube Select2 Weeksoneplus0,0.386653605,36817.02,-0.81,16000000
P18-64,YouTube OMG Select,2 Weeks,oneplus,0,P18-64YouTube OMG Select2 Weeksoneplus0,0.25184953,158485.62,-0.97,16000000
P18-64,Nine Now,2 Weeks,oneplus,0,P18-64Nine Now2 Weeksoneplus0,0.144755578,2529.97,-0.53,16000000
P18-64,Ten Play,2 Weeks,oneplus,0,P18-64Ten Play2 Weeksoneplus0,0.067083148,2108.31,-0.53,16000000
P18-64,Seven Plus,2 Weeks,oneplus,0,P18-64Seven Plus2 Weeksoneplus0,0.064294671,2108.31,-0.53,16000000
P18-64,SBS On Demand,2 Weeks,oneplus,0,P18-64SBS On Demand2 Weeksoneplus0,0.048001568,1897.48,-0.53,16000000
P18-64,Kayo,2 Weeks,oneplus,0,P18-64Kayo2 Weeksoneplus0,0.112392242,2150.47,-0.53,16000000
P18-64,Foxtel Go,2 Weeks,oneplus,0,P18-64Foxtel Go2 Weeksoneplus0,0.051773119,2108.31,-0.53,16000000
P18-64,Binge,2 Weeks,oneplus,0,P18-64Binge2 Weeksoneplus0,0.021940145,2529.97,-0.53,16000000
P18-64,Netflix,2 Weeks,oneplus,0,P18-64Netflix2 Weeksoneplus0,0.034286834,2108.31,-0.82,16000000
P18-64,Optus Sport,2 Weeks,oneplus,0,P18-64Optus Sport2 Weeksoneplus0,0.034286834,2108.31,-0.9,16000000
P18-64,Amazon Prime,2 Weeks,oneplus,0,P18-64Amazon Prime2 Weeksoneplus0,0.106981291,2108.31,-0.8,16000000
P18+,Linear TV Metro & Regional,1 Week,oneplus,0,P18+Linear TV Metro & Regional1 Weekoneplus0,0.564721777,12827.14,-0.84,20600000
P18+,Linear TV Metro,1 Week,oneplus,0,P18+Linear TV Metro1 Weekoneplus0,0.394966908,13604.54,-0.84,20600000
P18+,Linear TV Regional,1 Week,oneplus,0,P18+Linear TV Regional1 Weekoneplus0,0.169754868,12438.43,-0.84,20600000
P18+,Linear TV Metro 5 Cap Seven Network,1 Week,oneplus,0,P18+Linear TV Metro 5 Cap Seven Network1 Weekoneplus0,0.270252028,13604.54,-0.84,20600000
P18+,Linear TV Metro 5 Cap Nine Network,1 Week,oneplus,0,P18+Linear TV Metro 5 Cap Nine Network1 Weekoneplus0,0.282401339,13604.54,-0.84,20600000
P18+,Linear TV Metro 5 Cap Ten Network,1 Week,oneplus,0,P18+Linear TV Metro 5 Cap Ten Network1 Weekoneplus0,0.186915816,13604.54,-0.84,20600000
P18+,Linear TV Metro 5 Cap SBS Network,1 Week,oneplus,0,P18+Linear TV Metro 5 Cap SBS Network1 Weekoneplus0,0.085448207,13604.54,-0.84,20600000
P18+,Linear TV Regional 4 Seven Network,1 Week,oneplus,0,P18+Linear TV Regional 4 Seven Network1 Weekoneplus0,0.116153016,12438.43,-0.84,20600000
P18+,Linear TV Regional 4 Nine Network,1 Week,oneplus,0,P18+Linear TV Regional 4 Nine Network1 Weekoneplus0,0.121374731,12438.43,-0.84,20600000
P18+,Linear TV Regional 4 Ten Network,1 Week,oneplus,0,P18+Linear TV Regional 4 Ten Network1 Weekoneplus0,0.080335515,12438.43,-0.84,20600000
P18+,Linear TV Regional 4 SBS Network,1 Week,oneplus,0,P18+Linear TV Regional 4 SBS Network1 Weekoneplus0,0.036725226,12438.43,-0.84,20600000
P18+,Foxtel Linear,1 Week,oneplus,0,P18+Foxtel Linear1 Weekoneplus0,0.12638127,11661.03,-0.84,20600000
P18+,YouTube TrueView,1 Week,oneplus,0,P18+YouTube TrueView1 Weekoneplus0,0.4893,11061,-0.71,20600000
P18+,YouTube Instant Reserve,1 Week,oneplus,0,P18+YouTube Instant Reserve1 Weekoneplus0,0.462,29891.11,-0.84,20600000
P18+,YouTube Select,1 Week,oneplus,0,P18+YouTube Select1 Weekoneplus0,0.233664431,79835.86,-0.91,20600000
P18+,YouTube OMG Select,1 Week,oneplus,0,P18+YouTube OMG Select1 Weekoneplus0,0.119574195,101475.09,-1.01,20600000
P18+,Nine Now,1 Week,oneplus,0,P18+Nine Now1 Weekoneplus0,0.045887903,37979.10627,-0.995546044,20600000
P18+,Ten Play,1 Week,oneplus,0,P18+Ten Play1 Weekoneplus0,0.0268081,21926.25938,-1.004288555,20600000
P18+,Seven Plus,1 Week,oneplus,0,P18+Seven Plus1 Weekoneplus0,0.043642242,38870.11,-0.84,20600000
P18+,SBS On Demand,1 Week,oneplus,0,P18+SBS On Demand1 Weekoneplus0,0.037715517,34983.1,-0.84,20600000
P18+,Kayo,1 Week,oneplus,0,P18+Kayo1 Weekoneplus0,0.08830819,39647.51,-0.84,20600000
P18+,Foxtel Go,1 Week,oneplus,0,P18+Foxtel Go1 Weekoneplus0,0.040678879,38870.11,-0.84,20600000
P18+,Binge,1 Week,oneplus,0,P18+Binge1 Weekoneplus0,0.017238685,46644.13,-0.84,20600000
P18+,Netflix,1 Week,oneplus,0,P18+Netflix1 Weekoneplus0,0.026939655,38870.11,-0.82,20600000
P18+,Optus Sport,1 Week,oneplus,0,P18+Optus Sport1 Weekoneplus0,0.026939655,38870.11,-0.9,20600000
P18+,Amazon Prime,1 Week,oneplus,0,P18+Amazon Prime1 Weekoneplus0,0.116635514,38870.11,-0.8,20600000
P25-54,Linear TV Metro & Regional,1 Week,oneplus,0,P25-54Linear TV Metro & Regional1 Weekoneplus0,0.564721777,728.28,-0.53,10700000
P25-54,Linear TV Metro,1 Week,oneplus,0,P25-54Linear TV Metro1 Weekoneplus0,0.394966908,772.42,-0.53,10700000
P25-54,Linear TV Regional,1 Week,oneplus,0,P25-54Linear TV Regional1 Weekoneplus0,0.169754869,706.21,-0.53,10700000
P25-54,Linear TV Metro 5 Cap Seven Network,1 Week,oneplus,0,P25-54Linear TV Metro 5 Cap Seven Network1 Weekoneplus0,0.245683663,772.42,-0.53,10700000
P25-54,Linear TV Metro 5 Cap Nine Network,1 Week,oneplus,0,P25-54Linear TV Metro 5 Cap Nine Network1 Weekoneplus0,0.25672849,772.42,-0.53,10700000
P25-54,Linear TV Metro 5 Cap Ten Network,1 Week,oneplus,0,P25-54Linear TV Metro 5 Cap Ten Network1 Weekoneplus0,0.169923469,772.42,-0.53,10700000
P25-54,Linear TV Metro 5 Cap SBS Network,1 Week,oneplus,0,P25-54Linear TV Metro 5 Cap SBS Network1 Weekoneplus0,0.077680188,772.42,-0.53,10700000
P25-54,Linear TV Regional 4 Seven Network,1 Week,oneplus,0,P25-54Linear TV Regional 4 Seven Network1 Weekoneplus0,0.105593651,706.21,-0.53,10700000
P25-54,Linear TV Regional 4 Nine Network,1 Week,oneplus,0,P25-54Linear TV Regional 4 Nine Network1 Weekoneplus0,0.110340664,706.21,-0.53,10700000
P25-54,Linear TV Regional 4 Ten Network,1 Week,oneplus,0,P25-54Linear TV Regional 4 Ten Network1 Weekoneplus0,0.073032286,706.21,-0.53,10700000
P25-54,Linear TV Regional 4 SBS Network,1 Week,oneplus,0,P25-54Linear TV Regional 4 SBS Network1 Weekoneplus0,0.033386569,706.21,-0.53,10700000
P25-54,Foxtel Linear,1 Week,oneplus,0,P25-54Foxtel Linear1 Weekoneplus0,0.12638127,662.07,-0.53,10700000
P25-54,YouTube TrueView,1 Week,oneplus,0,P25-54YouTube TrueView1 Weekoneplus0,0.5033,26084.89,-0.78,10700000
P25-54,YouTube Instant Reserve,1 Week,oneplus,0,P25-54YouTube Instant Reserve1 Weekoneplus0,0.5033,1547.05,-0.53,10700000
P25-54,YouTube Select,1 Week,oneplus,0,P25-54YouTube Select1 Weekoneplus0,0.340721777,728.28,-0.53,10700000
P25-54,YouTube OMG Select,1 Week,oneplus,0,P25-54YouTube OMG Select1 Weekoneplus0,0.220368339,81328,-0.92,10700000
P25-54,Nine Now,1 Week,oneplus,0,P25-54Nine Now1 Weekoneplus0,0.116721925,696.92,-0.53,10700000
P25-54,Ten Play,1 Week,oneplus,0,P25-54Ten Play1 Weekoneplus0,0.068662833,410,-0.52,10700000
P25-54,Seven Plus,1 Week,oneplus,0,P25-54Seven Plus1 Weekoneplus0,0.048782428,390,-0.58,10700000
P25-54,SBS On Demand,1 Week,oneplus,0,P25-54SBS On Demand1 Weekoneplus0,0.042855704,522.69,-0.61,10700000
P25-54,Kayo,1 Week,oneplus,0,P25-54Kayo1 Weekoneplus0,0.08830819,2251.05,-0.53,10700000
P25-54,Foxtel Go,1 Week,oneplus,0,P25-54Foxtel Go1 Weekoneplus0,0.040678879,2206.91,-0.53,10700000
P25-54,Binge,1 Week,oneplus,0,P25-54Binge1 Weekoneplus0,0.017238685,2648.3,-0.53,10700000
P25-54,Netflix,1 Week,oneplus,0,P25-54Netflix1 Weekoneplus0,0.026939655,2206.91,-0.82,10700000
P25-54,Optus Sport,1 Week,oneplus,0,P25-54Optus Sport1 Weekoneplus0,0.026728972,2206.91,-0.9,10700000
P25-54,Amazon Prime,1 Week,oneplus,0,P25-54Amazon Prime1 Weekoneplus0,0.08757474,2206.91,-0.8,10700000
P18-44,Linear TV Metro & Regional,1 Week,oneplus,0,P18-44Linear TV Metro & Regional1 Weekoneplus0,0.47628866,642,-0.55,9700000
P18-44,Linear TV Metro,1 Week,oneplus,0,P18-44Linear TV Metro1 Weekoneplus0,0.313917526,680.91,-0.55,9700000
P18-44,Linear TV Regional,1 Week,oneplus,0,P18-44Linear TV Regional1 Weekoneplus0,0.169754868,622.55,-0.55,9700000
P18-44,Linear TV Metro 5 Cap Seven Network,1 Week,oneplus,0,P18-44Linear TV Metro 5 Cap Seven Network1 Weekoneplus0,0.208831113,680.91,-0.55,9700000
P18-44,Linear TV Metro 5 Cap Nine Network,1 Week,oneplus,0,P18-44Linear TV Metro 5 Cap Nine Network1 Weekoneplus0,0.218219217,680.91,-0.55,9700000
P18-44,Linear TV Metro 5 Cap Ten Network,1 Week,oneplus,0,P18-44Linear TV Metro 5 Cap Ten Network1 Weekoneplus0,0.144434949,680.91,-0.55,9700000
P18-44,Linear TV Metro 5 Cap SBS Network,1 Week,oneplus,0,P18-44Linear TV Metro 5 Cap SBS Network1 Weekoneplus0,0.06602816,680.91,-0.55,9700000
