Demographic,Platform,Weeks,Curve Frequency,Frequency Cap,Key,  A  , B , C , Potential ,D,Max Reach
P25-54,Linear TV Regional 4 SBS Network,1 Week,sevenplus,0,P25-54Linear TV Regional 4 SBS Network1 Weeksevenplus0,0.003416671,0.004935321,77536.7744,10700000,88547.46707,0.003416671
P25-54,Linear TV Regional 4 SBS Network,1 Week,eightplus,0,P25-54Linear TV Regional 4 SBS Network1 Weekeightplus0,0.003329991,0.004490967,87498.3236,10700000,89865.74999,0.003329991
P25-54,Linear TV Regional 4 SBS Network,1 Week,nineplus,0,P25-54Linear TV Regional 4 SBS Network1 Weeknineplus0,0.003243939,0.004014121,97609.5425,10700000,86837.78486,0.003243939
P25-54,Linear TV Regional 4 SBS Network,5 Weeks,oneplus,0,P25-54Linear TV Regional 4 SBS Network5 Weeksoneplus0,0.031421229,3959.349161,-0.800438786,10700000,0,0.031421229
P25-54,Linear TV Regional 4 SBS Network,5 Weeks,twoplus,0,P25-54Linear TV Regional 4 SBS Network5 Weekstwoplus0,-0.121274905,0.094315654,-62322.07614,10700000,18253.72881,-0.121274905
P25-54,Linear TV Regional 4 SBS Network,5 Weeks,threeplus,0,P25-54Linear TV Regional 4 SBS Network5 Weeksthreeplus0,-0.000790972,0.014968305,-3802.585797,10700000,80122.04535,-0.000790972
P25-54,Linear TV Regional 4 SBS Network,5 Weeks,fourplus,0,P25-54Linear TV Regional 4 SBS Network5 Weeksfourplus0,0.002934834,0.010918451,25752.54751,10700000,89147.46995,0.002934834
P25-54,Linear TV Regional 4 SBS Network,5 Weeks,fiveplus,0,P25-54Linear TV Regional 4 SBS Network5 Weeksfiveplus0,0.003991022,0.008961388,46296.99921,10700000,92897.77081,0.003991022
P25-54,Linear TV Regional 4 SBS Network,5 Weeks,sixplus,0,P25-54Linear TV Regional 4 SBS Network5 Weekssixplus0,0.004530567,0.007463406,65227.82095,10700000,89464.54961,0.004530567
P25-54,Linear TV Regional 4 SBS Network,5 Weeks,sevenplus,0,P25-54Linear TV Regional 4 SBS Network5 Weekssevenplus0,0.004536701,0.006553185,77536.7744,10700000,88547.46707,0.004536701
P25-54,Linear TV Regional 4 SBS Network,5 Weeks,eightplus,0,P25-54Linear TV Regional 4 SBS Network5 Weekseightplus0,0.004421607,0.005963166,87498.3236,10700000,89865.74999,0.004421607
P25-54,Linear TV Regional 4 SBS Network,5 Weeks,nineplus,0,P25-54Linear TV Regional 4 SBS Network5 Weeksnineplus0,0.004307346,0.005330003,97609.5425,10700000,86837.78486,0.004307346
P25-54,Linear TV Regional 4 SBS Network,6 Weeks,oneplus,0,P25-54Linear TV Regional 4 SBS Network6 Weeksoneplus0,0.032341372,3959.349161,-0.800438786,10700000,0,0.032341372
P25-54,Linear TV Regional 4 SBS Network,6 Weeks,twoplus,0,P25-54Linear TV Regional 4 SBS Network6 Weekstwoplus0,-0.124826331,0.097077602,-62322.07614,10700000,18253.72881,-0.124826331
P25-54,Linear TV Regional 4 SBS Network,6 Weeks,threeplus,0,P25-54Linear TV Regional 4 SBS Network6 Weeksthreeplus0,-0.000814135,0.015406639,-3802.585797,10700000,80122.04535,-0.000814135
P25-54,Linear TV Regional 4 SBS Network,6 Weeks,fourplus,0,P25-54Linear TV Regional 4 SBS Network6 Weeksfourplus0,0.003020778,0.011238188,25752.54751,10700000,89147.46995,0.003020778
P25-54,Linear TV Regional 4 SBS Network,6 Weeks,fiveplus,0,P25-54Linear TV Regional 4 SBS Network6 Weeksfiveplus0,0.004107896,0.009223814,46296.99921,10700000,92897.77081,0.004107896
P25-54,Linear TV Regional 4 SBS Network,6 Weeks,sixplus,0,P25-54Linear TV Regional 4 SBS Network6 Weekssixplus0,0.00466324,0.007681965,65227.82095,10700000,89464.54961,0.00466324
P25-54,Linear TV Regional 4 SBS Network,6 Weeks,sevenplus,0,P25-54Linear TV Regional 4 SBS Network6 Weekssevenplus0,0.004669554,0.006745089,77536.7744,10700000,88547.46707,0.004669554
P25-54,Linear TV Regional 4 SBS Network,6 Weeks,eightplus,0,P25-54Linear TV Regional 4 SBS Network6 Weekseightplus0,0.00455109,0.006137792,87498.3236,10700000,89865.74999,0.00455109
P25-54,Linear TV Regional 4 SBS Network,6 Weeks,nineplus,0,P25-54Linear TV Regional 4 SBS Network6 Weeksnineplus0,0.004433482,0.005486088,97609.5425,10700000,86837.78486,0.004433482
P25-54,Linear TV Regional 4 SBS Network,7 Weeks,oneplus,0,P25-54Linear TV Regional 4 SBS Network7 Weeksoneplus0,0.033261514,3959.349161,-0.800438786,10700000,0,0.033261514
P25-54,Linear TV Regional 4 SBS Network,7 Weeks,twoplus,0,P25-54Linear TV Regional 4 SBS Network7 Weekstwoplus0,-0.128377757,0.099839551,-62322.07614,10700000,18253.72881,-0.128377757
P25-54,Linear TV Regional 4 SBS Network,7 Weeks,threeplus,0,P25-54Linear TV Regional 4 SBS Network7 Weeksthreeplus0,-0.000837298,0.015844972,-3802.585797,10700000,80122.04535,-0.000837298
P25-54,Linear TV Regional 4 SBS Network,7 Weeks,fourplus,0,P25-54Linear TV Regional 4 SBS Network7 Weeksfourplus0,0.003106722,0.011557925,25752.54751,10700000,89147.46995,0.003106722
P25-54,Linear TV Regional 4 SBS Network,7 Weeks,fiveplus,0,P25-54Linear TV Regional 4 SBS Network7 Weeksfiveplus0,0.004224769,0.00948624,46296.99921,10700000,92897.77081,0.004224769
P25-54,Linear TV Regional 4 SBS Network,7 Weeks,sixplus,0,P25-54Linear TV Regional 4 SBS Network7 Weekssixplus0,0.004795914,0.007900524,65227.82095,10700000,89464.54961,0.004795914
P25-54,Linear TV Regional 4 SBS Network,7 Weeks,sevenplus,0,P25-54Linear TV Regional 4 SBS Network7 Weekssevenplus0,0.004802408,0.006936993,77536.7744,10700000,88547.46707,0.004802408
P25-54,Linear TV Regional 4 SBS Network,7 Weeks,eightplus,0,P25-54Linear TV Regional 4 SBS Network7 Weekseightplus0,0.004680572,0.006312418,87498.3236,10700000,89865.74999,0.004680572
P25-54,Linear TV Regional 4 SBS Network,7 Weeks,nineplus,0,P25-54Linear TV Regional 4 SBS Network7 Weeksnineplus0,0.004559619,0.005642172,97609.5425,10700000,86837.78486,0.004559619
P25-54,Linear TV Regional 4 SBS Network,8 Weeks,oneplus,0,P25-54Linear TV Regional 4 SBS Network8 Weeksoneplus0,0.034181656,3959.349161,-0.800438786,10700000,0,0.034181656
P25-54,Linear TV Regional 4 SBS Network,8 Weeks,twoplus,0,P25-54Linear TV Regional 4 SBS Network8 Weekstwoplus0,-0.131929183,0.1026015,-62322.07614,10700000,18253.72881,-0.131929183
P25-54,Linear TV Regional 4 SBS Network,8 Weeks,threeplus,0,P25-54Linear TV Regional 4 SBS Network8 Weeksthreeplus0,-0.000860461,0.016283305,-3802.585797,10700000,80122.04535,-0.000860461
P25-54,Linear TV Regional 4 SBS Network,8 Weeks,fourplus,0,P25-54Linear TV Regional 4 SBS Network8 Weeksfourplus0,0.003192666,0.011877662,25752.54751,10700000,89147.46995,0.003192666
P25-54,Linear TV Regional 4 SBS Network,8 Weeks,fiveplus,0,P25-54Linear TV Regional 4 SBS Network8 Weeksfiveplus0,0.004341643,0.009748667,46296.99921,10700000,92897.77081,0.004341643
P25-54,Linear TV Regional 4 SBS Network,8 Weeks,sixplus,0,P25-54Linear TV Regional 4 SBS Network8 Weekssixplus0,0.004928587,0.008119083,65227.82095,10700000,89464.54961,0.004928587
P25-54,Linear TV Regional 4 SBS Network,8 Weeks,sevenplus,0,P25-54Linear TV Regional 4 SBS Network8 Weekssevenplus0,0.004935261,0.007128897,77536.7744,10700000,88547.46707,0.004935261
P25-54,Linear TV Regional 4 SBS Network,8 Weeks,eightplus,0,P25-54Linear TV Regional 4 SBS Network8 Weekseightplus0,0.004810055,0.006487044,87498.3236,10700000,89865.74999,0.004810055
P25-54,Linear TV Regional 4 SBS Network,8 Weeks,nineplus,0,P25-54Linear TV Regional 4 SBS Network8 Weeksnineplus0,0.004685756,0.005798256,97609.5425,10700000,86837.78486,0.004685756
P25-54,Linear TV Regional 4 SBS Network,9 Weeks,oneplus,0,P25-54Linear TV Regional 4 SBS Network9 Weeksoneplus0,0.035101798,3959.349161,-0.800438786,10700000,0,0.035101798
P25-54,Linear TV Regional 4 SBS Network,9 Weeks,twoplus,0,P25-54Linear TV Regional 4 SBS Network9 Weekstwoplus0,-0.135480609,0.105363448,-62322.07614,10700000,18253.72881,-0.135480609
P25-54,Linear TV Regional 4 SBS Network,9 Weeks,threeplus,0,P25-54Linear TV Regional 4 SBS Network9 Weeksthreeplus0,-0.000883623,0.016721638,-3802.585797,10700000,80122.04535,-0.000883623
P25-54,Linear TV Regional 4 SBS Network,9 Weeks,fourplus,0,P25-54Linear TV Regional 4 SBS Network9 Weeksfourplus0,0.00327861,0.012197399,25752.54751,10700000,89147.46995,0.00327861
P25-54,Linear TV Regional 4 SBS Network,9 Weeks,fiveplus,0,P25-54Linear TV Regional 4 SBS Network9 Weeksfiveplus0,0.004458516,0.010011093,46296.99921,10700000,92897.77081,0.004458516
P25-54,Linear TV Regional 4 SBS Network,9 Weeks,sixplus,0,P25-54Linear TV Regional 4 SBS Network9 Weekssixplus0,0.005061261,0.008337642,65227.82095,10700000,89464.54961,0.005061261
P25-54,Linear TV Regional 4 SBS Network,9 Weeks,sevenplus,0,P25-54Linear TV Regional 4 SBS Network9 Weekssevenplus0,0.005068114,0.007320802,77536.7744,10700000,88547.46707,0.005068114
P25-54,Linear TV Regional 4 SBS Network,9 Weeks,eightplus,0,P25-54Linear TV Regional 4 SBS Network9 Weekseightplus0,0.004939538,0.00666167,87498.3236,10700000,89865.74999,0.004939538
P25-54,Linear TV Regional 4 SBS Network,9 Weeks,nineplus,0,P25-54Linear TV Regional 4 SBS Network9 Weeksnineplus0,0.004811893,0.005954341,97609.5425,10700000,86837.78486,0.004811893
P25-54,Linear TV Regional 4 SBS Network,10 Weeks,oneplus,0,P25-54Linear TV Regional 4 SBS Network10 Weeksoneplus0,0.036021941,3959.349161,-0.800438786,10700000,0,0.036021941
P25-54,Linear TV Regional 4 SBS Network,10 Weeks,twoplus,0,P25-54Linear TV Regional 4 SBS Network10 Weekstwoplus0,-0.139032035,0.108125397,-62322.07614,10700000,18253.72881,-0.139032035
P25-54,Linear TV Regional 4 SBS Network,10 Weeks,threeplus,0,P25-54Linear TV Regional 4 SBS Network10 Weeksthreeplus0,-0.000906786,0.017159972,-3802.585797,10700000,80122.04535,-0.000906786
P25-54,Linear TV Regional 4 SBS Network,10 Weeks,fourplus,0,P25-54Linear TV Regional 4 SBS Network10 Weeksfourplus0,0.003364554,0.012517136,25752.54751,10700000,89147.46995,0.003364554
P25-54,Linear TV Regional 4 SBS Network,10 Weeks,fiveplus,0,P25-54Linear TV Regional 4 SBS Network10 Weeksfiveplus0,0.00457539,0.010273519,46296.99921,10700000,92897.77081,0.00457539
P25-54,Linear TV Regional 4 SBS Network,10 Weeks,sixplus,0,P25-54Linear TV Regional 4 SBS Network10 Weekssixplus0,0.005193934,0.008556202,65227.82095,10700000,89464.54961,0.005193934
P25-54,Linear TV Regional 4 SBS Network,10 Weeks,sevenplus,0,P25-54Linear TV Regional 4 SBS Network10 Weekssevenplus0,0.005200967,0.007512706,77536.7744,10700000,88547.46707,0.005200967
P25-54,Linear TV Regional 4 SBS Network,10 Weeks,eightplus,0,P25-54Linear TV Regional 4 SBS Network10 Weekseightplus0,0.005069021,0.006836296,87498.3236,10700000,89865.74999,0.005069021
P25-54,Linear TV Regional 4 SBS Network,10 Weeks,nineplus,0,P25-54Linear TV Regional 4 SBS Network10 Weeksnineplus0,0.004938029,0.006110425,97609.5425,10700000,86837.78486,0.004938029
P25-54,Linear TV Regional 4 SBS Network,11 Weeks,oneplus,0,P25-54Linear TV Regional 4 SBS Network11 Weeksoneplus0,0.036942083,3959.349161,-0.800438786,10700000,0,0.036942083
P25-54,Linear TV Regional 4 SBS Network,11 Weeks,twoplus,0,P25-54Linear TV Regional 4 SBS Network11 Weekstwoplus0,-0.142583461,0.110887345,-62322.07614,10700000,18253.72881,-0.142583461
P25-54,Linear TV Regional 4 SBS Network,11 Weeks,threeplus,0,P25-54Linear TV Regional 4 SBS Network11 Weeksthreeplus0,-0.000929949,0.017598305,-3802.585797,10700000,80122.04535,-0.000929949
P25-54,Linear TV Regional 4 SBS Network,11 Weeks,fourplus,0,P25-54Linear TV Regional 4 SBS Network11 Weeksfourplus0,0.003450498,0.012836873,25752.54751,10700000,89147.46995,0.003450498
P25-54,Linear TV Regional 4 SBS Network,11 Weeks,fiveplus,0,P25-54Linear TV Regional 4 SBS Network11 Weeksfiveplus0,0.004692263,0.010535945,46296.99921,10700000,92897.77081,0.004692263
P25-54,Linear TV Regional 4 SBS Network,11 Weeks,sixplus,0,P25-54Linear TV Regional 4 SBS Network11 Weekssixplus0,0.005326608,0.008774761,65227.82095,10700000,89464.54961,0.005326608
P25-54,Linear TV Regional 4 SBS Network,11 Weeks,sevenplus,0,P25-54Linear TV Regional 4 SBS Network11 Weekssevenplus0,0.00533382,0.00770461,77536.7744,10700000,88547.46707,0.00533382
P25-54,Linear TV Regional 4 SBS Network,11 Weeks,eightplus,0,P25-54Linear TV Regional 4 SBS Network11 Weekseightplus0,0.005198503,0.007010921,87498.3236,10700000,89865.74999,0.005198503
P25-54,Linear TV Regional 4 SBS Network,11 Weeks,nineplus,0,P25-54Linear TV Regional 4 SBS Network11 Weeksnineplus0,0.005064166,0.006266509,97609.5425,10700000,86837.78486,0.005064166
P25-54,Linear TV Regional 4 SBS Network,12 Weeks,oneplus,0,P25-54Linear TV Regional 4 SBS Network12 Weeksoneplus0,0.037862225,3959.349161,-0.800438786,10700000,0,0.037862225
P25-54,Linear TV Regional 4 SBS Network,12 Weeks,twoplus,0,P25-54Linear TV Regional 4 SBS Network12 Weekstwoplus0,-0.146134886,0.113649294,-62322.07614,10700000,18253.72881,-0.146134886
P25-54,Linear TV Regional 4 SBS Network,12 Weeks,threeplus,0,P25-54Linear TV Regional 4 SBS Network12 Weeksthreeplus0,-0.000953112,0.018036638,-3802.585797,10700000,80122.04535,-0.000953112
P25-54,Linear TV Regional 4 SBS Network,12 Weeks,fourplus,0,P25-54Linear TV Regional 4 SBS Network12 Weeksfourplus0,0.003536442,0.01315661,25752.54751,10700000,89147.46995,0.003536442
P25-54,Linear TV Regional 4 SBS Network,12 Weeks,fiveplus,0,P25-54Linear TV Regional 4 SBS Network12 Weeksfiveplus0,0.004809137,0.010798371,46296.99921,10700000,92897.77081,0.004809137
P25-54,Linear TV Regional 4 SBS Network,12 Weeks,sixplus,0,P25-54Linear TV Regional 4 SBS Network12 Weekssixplus0,0.005459281,0.00899332,65227.82095,10700000,89464.54961,0.005459281
P25-54,Linear TV Regional 4 SBS Network,12 Weeks,sevenplus,0,P25-54Linear TV Regional 4 SBS Network12 Weekssevenplus0,0.005466674,0.007896514,77536.7744,10700000,88547.46707,0.005466674
P25-54,Linear TV Regional 4 SBS Network,12 Weeks,eightplus,0,P25-54Linear TV Regional 4 SBS Network12 Weekseightplus0,0.005327986,0.007185547,87498.3236,10700000,89865.74999,0.005327986
P25-54,Linear TV Regional 4 SBS Network,12 Weeks,nineplus,0,P25-54Linear TV Regional 4 SBS Network12 Weeksnineplus0,0.005190303,0.006422594,97609.5425,10700000,86837.78486,0.005190303
P18+,Linear TV Regional 4 Seven Network,4 Weeks,oneplus,0,P18+Linear TV Regional 4 Seven Network4 Weeksoneplus0,0.15050866,4006.741797,-0.762938096,20600000,0,0.15050866
P18+,Linear TV Regional 4 Seven Network,4 Weeks,twoplus,0,P18+Linear TV Regional 4 Seven Network4 Weekstwoplus0,-0.943331888,0.679084903,-84916.49513,20600000,15523.17297,-0.943331888
P18+,Linear TV Regional 4 Seven Network,4 Weeks,threeplus,0,P18+Linear TV Regional 4 Seven Network4 Weeksthreeplus0,-0.114370233,0.14796731,-86898.66217,20600000,90542.86016,-0.114370233
P18+,Linear TV Regional 4 Seven Network,4 Weeks,fourplus,0,P18+Linear TV Regional 4 Seven Network4 Weeksfourplus0,-0.006730702,0.067808587,-11009.18339,20600000,130522.3222,-0.006730702
P18+,Linear TV Regional 4 Seven Network,4 Weeks,fiveplus,0,P18+Linear TV Regional 4 Seven Network4 Weeksfiveplus0,0.012249037,0.046975658,37590.07588,20600000,131608.1569,0.012249037
P18+,Linear TV Regional 4 Seven Network,4 Weeks,sixplus,0,P18+Linear TV Regional 4 Seven Network4 Weekssixplus0,0.01728725,0.036489483,66980.12283,20600000,125404.4185,0.01728725
P18+,Linear TV Regional 4 Seven Network,4 Weeks,sevenplus,0,P18+Linear TV Regional 4 Seven Network4 Weekssevenplus0,0.018479987,0.032386909,87366.2914,20600000,130506.5229,0.018479987
P18+,Linear TV Regional 4 Seven Network,4 Weeks,eightplus,0,P18+Linear TV Regional 4 Seven Network4 Weekseightplus0,0.019192552,0.028336347,108004.0767,20600000,128304.3255,0.019192552
P18+,Linear TV Regional 4 Seven Network,4 Weeks,nineplus,0,P18+Linear TV Regional 4 Seven Network4 Weeksnineplus0,0.018820797,0.025526058,122456.2579,20600000,127832.6846,0.018820797
P18+,Linear TV Regional 4 Seven Network,3 Weeks,oneplus,0,P18+Linear TV Regional 4 Seven Network3 Weeksoneplus0,0.139262534,4006.741797,-0.762938096,20600000,0,0.139262534
P18+,Linear TV Regional 4 Seven Network,3 Weeks,twoplus,0,P18+Linear TV Regional 4 Seven Network3 Weekstwoplus0,-0.872845382,0.628343141,-84916.49513,20600000,15523.17297,-0.872845382
P18+,Linear TV Regional 4 Seven Network,3 Weeks,threeplus,0,P18+Linear TV Regional 4 Seven Network3 Weeksthreeplus0,-0.105824399,0.136911075,-86898.66217,20600000,90542.86016,-0.105824399
P18+,Linear TV Regional 4 Seven Network,3 Weeks,fourplus,0,P18+Linear TV Regional 4 Seven Network3 Weeksfourplus0,-0.006227779,0.062741876,-11009.18339,20600000,130522.3222,-0.006227779
P18+,Linear TV Regional 4 Seven Network,3 Weeks,fiveplus,0,P18+Linear TV Regional 4 Seven Network3 Weeksfiveplus0,0.011333779,0.0434656,37590.07588,20600000,131608.1569,0.011333779
P18+,Linear TV Regional 4 Seven Network,3 Weeks,sixplus,0,P18+Linear TV Regional 4 Seven Network3 Weekssixplus0,0.015995533,0.03376296,66980.12283,20600000,125404.4185,0.015995533
P18+,Linear TV Regional 4 Seven Network,3 Weeks,sevenplus,0,P18+Linear TV Regional 4 Seven Network3 Weekssevenplus0,0.017099148,0.029966933,87366.2914,20600000,130506.5229,0.017099148
P18+,Linear TV Regional 4 Seven Network,3 Weeks,eightplus,0,P18+Linear TV Regional 4 Seven Network3 Weekseightplus0,0.017758469,0.026219033,108004.0767,20600000,128304.3255,0.017758469
P18+,Linear TV Regional 4 Seven Network,3 Weeks,nineplus,0,P18+Linear TV Regional 4 Seven Network3 Weeksnineplus0,0.017414492,0.023618731,122456.2579,20600000,127832.6846,0.017414492
P18+,Linear TV Regional 4 Seven Network,2 Weeks,oneplus,0,P18+Linear TV Regional 4 Seven Network2 Weeksoneplus0,0.128016407,4006.741797,-0.762938096,20600000,0,0.128016407
P18+,Linear TV Regional 4 Seven Network,2 Weeks,twoplus,0,P18+Linear TV Regional 4 Seven Network2 Weekstwoplus0,-0.802358876,0.577601379,-84916.49513,20600000,15523.17297,-0.802358876
P18+,Linear TV Regional 4 Seven Network,2 Weeks,threeplus,0,P18+Linear TV Regional 4 Seven Network2 Weeksthreeplus0,-0.097278564,0.125854841,-86898.66217,20600000,90542.86016,-0.097278564
P18+,Linear TV Regional 4 Seven Network,2 Weeks,fourplus,0,P18+Linear TV Regional 4 Seven Network2 Weeksfourplus0,-0.005724855,0.057675164,-11009.18339,20600000,130522.3222,-0.005724855
P18+,Linear TV Regional 4 Seven Network,2 Weeks,fiveplus,0,P18+Linear TV Regional 4 Seven Network2 Weeksfiveplus0,0.010418522,0.039955541,37590.07588,20600000,131608.1569,0.010418522
P18+,Linear TV Regional 4 Seven Network,2 Weeks,sixplus,0,P18+Linear TV Regional 4 Seven Network2 Weekssixplus0,0.014703816,0.031036437,66980.12283,20600000,125404.4185,0.014703816
P18+,Linear TV Regional 4 Seven Network,2 Weeks,sevenplus,0,P18+Linear TV Regional 4 Seven Network2 Weekssevenplus0,0.015718308,0.027546958,87366.2914,20600000,130506.5229,0.015718308
P18+,Linear TV Regional 4 Seven Network,2 Weeks,eightplus,0,P18+Linear TV Regional 4 Seven Network2 Weekseightplus0,0.016324387,0.024101718,108004.0767,20600000,128304.3255,0.016324387
P18+,Linear TV Regional 4 Seven Network,2 Weeks,nineplus,0,P18+Linear TV Regional 4 Seven Network2 Weeksnineplus0,0.016008187,0.021711403,122456.2579,20600000,127832.6846,0.016008187
P18+,Linear TV Regional 4 Seven Network,1 Week,oneplus,0,P18+Linear TV Regional 4 Seven Network1 Weekoneplus0,0.116770281,4006.741797,-0.762938096,20600000,0,0.116770281
P18+,Linear TV Regional 4 Seven Network,1 Week,twoplus,0,P18+Linear TV Regional 4 Seven Network1 Weektwoplus0,-0.73187237,0.526859617,-84916.49513,20600000,15523.17297,-0.73187237
P18+,Linear TV Regional 4 Seven Network,1 Week,threeplus,0,P18+Linear TV Regional 4 Seven Network1 Weekthreeplus0,-0.08873273,0.114798606,-86898.66217,20600000,90542.86016,-0.08873273
P18+,Linear TV Regional 4 Seven Network,1 Week,fourplus,0,P18+Linear TV Regional 4 Seven Network1 Weekfourplus0,-0.005221932,0.052608453,-11009.18339,20600000,130522.3222,-0.005221932
P18+,Linear TV Regional 4 Seven Network,1 Week,fiveplus,0,P18+Linear TV Regional 4 Seven Network1 Weekfiveplus0,0.009503264,0.036445483,37590.07588,20600000,131608.1569,0.009503264
P18+,Linear TV Regional 4 Seven Network,1 Week,sixplus,0,P18+Linear TV Regional 4 Seven Network1 Weeksixplus0,0.013412099,0.028309914,66980.12283,20600000,125404.4185,0.013412099
P18+,Linear TV Regional 4 Seven Network,1 Week,sevenplus,0,P18+Linear TV Regional 4 Seven Network1 Weeksevenplus0,0.014337469,0.025126982,87366.2914,20600000,130506.5229,0.014337469
P18+,Linear TV Regional 4 Seven Network,1 Week,eightplus,0,P18+Linear TV Regional 4 Seven Network1 Weekeightplus0,0.014890304,0.021984404,108004.0767,20600000,128304.3255,0.014890304
P18+,Linear TV Regional 4 Seven Network,1 Week,nineplus,0,P18+Linear TV Regional 4 Seven Network1 Weeknineplus0,0.014601882,0.019804076,122456.2579,20600000,127832.6846,0.014601882
P18+,Linear TV Regional 4 Seven Network,5 Weeks,oneplus,0,P18+Linear TV Regional 4 Seven Network5 Weeksoneplus0,0.155049134,4006.741797,-0.762938096,20600000,0,0.155049134
P18+,Linear TV Regional 4 Seven Network,5 Weeks,twoplus,0,P18+Linear TV Regional 4 Seven Network5 Weekstwoplus0,-0.971789876,0.699571213,-84916.49513,20600000,15523.17297,-0.971789876
P18+,Linear TV Regional 4 Seven Network,5 Weeks,threeplus,0,P18+Linear TV Regional 4 Seven Network5 Weeksthreeplus0,-0.1178205,0.152431117,-86898.66217,20600000,90542.86016,-0.1178205
P18+,Linear TV Regional 4 Seven Network,5 Weeks,fourplus,0,P18+Linear TV Regional 4 Seven Network5 Weeksfourplus0,-0.006933751,0.069854204,-11009.18339,20600000,130522.3222,-0.006933751
P18+,Linear TV Regional 4 Seven Network,5 Weeks,fiveplus,0,P18+Linear TV Regional 4 Seven Network5 Weeksfiveplus0,0.01261856,0.048392797,37590.07588,20600000,131608.1569,0.01261856
P18+,Linear TV Regional 4 Seven Network,5 Weeks,sixplus,0,P18+Linear TV Regional 4 Seven Network5 Weekssixplus0,0.017808764,0.03759028,66980.12283,20600000,125404.4185,0.017808764
P18+,Linear TV Regional 4 Seven Network,5 Weeks,sevenplus,0,P18+Linear TV Regional 4 Seven Network5 Weekssevenplus0,0.019037482,0.033363942,87366.2914,20600000,130506.5229,0.019037482
P18+,Linear TV Regional 4 Seven Network,5 Weeks,eightplus,0,P18+Linear TV Regional 4 Seven Network5 Weekseightplus0,0.019771544,0.029191184,108004.0767,20600000,128304.3255,0.019771544
P18+,Linear TV Regional 4 Seven Network,5 Weeks,nineplus,0,P18+Linear TV Regional 4 Seven Network5 Weeksnineplus0,0.019388574,0.026296116,122456.2579,20600000,127832.6846,0.019388574
P18+,Linear TV Regional 4 Seven Network,6 Weeks,oneplus,0,P18+Linear TV Regional 4 Seven Network6 Weeksoneplus0,0.159589607,4006.741797,-0.762938096,20600000,0,0.159589607
P18+,Linear TV Regional 4 Seven Network,6 Weeks,twoplus,0,P18+Linear TV Regional 4 Seven Network6 Weekstwoplus0,-1.000247864,0.720057524,-84916.49513,20600000,15523.17297,-1.000247864
P18+,Linear TV Regional 4 Seven Network,6 Weeks,threeplus,0,P18+Linear TV Regional 4 Seven Network6 Weeksthreeplus0,-0.121270767,0.156894925,-86898.66217,20600000,90542.86016,-0.121270767
P18+,Linear TV Regional 4 Seven Network,6 Weeks,fourplus,0,P18+Linear TV Regional 4 Seven Network6 Weeksfourplus0,-0.007136799,0.071899821,-11009.18339,20600000,130522.3222,-0.007136799
P18+,Linear TV Regional 4 Seven Network,6 Weeks,fiveplus,0,P18+Linear TV Regional 4 Seven Network6 Weeksfiveplus0,0.012988083,0.049809937,37590.07588,20600000,131608.1569,0.012988083
P18+,Linear TV Regional 4 Seven Network,6 Weeks,sixplus,0,P18+Linear TV Regional 4 Seven Network6 Weekssixplus0,0.018330277,0.038691078,66980.12283,20600000,125404.4185,0.018330277
P18+,Linear TV Regional 4 Seven Network,6 Weeks,sevenplus,0,P18+Linear TV Regional 4 Seven Network6 Weekssevenplus0,0.019594978,0.034340975,87366.2914,20600000,130506.5229,0.019594978
P18+,Linear TV Regional 4 Seven Network,6 Weeks,eightplus,0,P18+Linear TV Regional 4 Seven Network6 Weekseightplus0,0.020350536,0.030046022,108004.0767,20600000,128304.3255,0.020350536
P18+,Linear TV Regional 4 Seven Network,6 Weeks,nineplus,0,P18+Linear TV Regional 4 Seven Network6 Weeksnineplus0,0.019956351,0.027066174,122456.2579,20600000,127832.6846,0.019956351
P18+,Linear TV Regional 4 Seven Network,7 Weeks,oneplus,0,P18+Linear TV Regional 4 Seven Network7 Weeksoneplus0,0.164130081,4006.741797,-0.762938096,20600000,0,0.164130081
P18+,Linear TV Regional 4 Seven Network,7 Weeks,twoplus,0,P18+Linear TV Regional 4 Seven Network7 Weekstwoplus0,-1.028705851,0.740543834,-84916.49513,20600000,15523.17297,-1.028705851
P18+,Linear TV Regional 4 Seven Network,7 Weeks,threeplus,0,P18+Linear TV Regional 4 Seven Network7 Weeksthreeplus0,-0.124721033,0.161358732,-86898.66217,20600000,90542.86016,-0.124721033
P18+,Linear TV Regional 4 Seven Network,7 Weeks,fourplus,0,P18+Linear TV Regional 4 Seven Network7 Weeksfourplus0,-0.007339848,0.073945439,-11009.18339,20600000,130522.3222,-0.007339848
P18+,Linear TV Regional 4 Seven Network,7 Weeks,fiveplus,0,P18+Linear TV Regional 4 Seven Network7 Weeksfiveplus0,0.013357606,0.051227076,37590.07588,20600000,131608.1569,0.013357606
P18+,Linear TV Regional 4 Seven Network,7 Weeks,sixplus,0,P18+Linear TV Regional 4 Seven Network7 Weekssixplus0,0.018851791,0.039791875,66980.12283,20600000,125404.4185,0.018851791
P18+,Linear TV Regional 4 Seven Network,7 Weeks,sevenplus,0,P18+Linear TV Regional 4 Seven Network7 Weekssevenplus0,0.020152473,0.035318008,87366.2914,20600000,130506.5229,0.020152473
P18+,Linear TV Regional 4 Seven Network,7 Weeks,eightplus,0,P18+Linear TV Regional 4 Seven Network7 Weekseightplus0,0.020929527,0.030900859,108004.0767,20600000,128304.3255,0.020929527
