Demographic,Platform,Weeks,Curve Frequency,Frequency Cap,Key,  A  , B , C , Potential ,D,Max Reach
P18+,Amazon Prime,1 Week,oneplus,0,P18+Amazon Prime4 Weeksoneplus0,0.075442763,7386.083321,-0.721948015,20600000,0,0.10395568
P18+,Amazon Prime,1 Week,twoplus,0,P18+Amazon Prime4 Weekstwoplus0,-0.784055692,0.540481752,-430827.5316,20600000,50254.0104,0
P18+,Amazon Prime,1 Week,threeplus,0,P18+Amazon Prime4 Weeksthreeplus0,-0.679889318,0.47252383,-603013.0513,20600000,79463.13056,0
P18+,Amazon Prime,1 Week,fourplus,0,P18+Amazon Prime4 Weeksfourplus0,-0.552015065,0.389607353,-748912.1924,20600000,117133.809,0
P18+,Amazon Prime,1 Week,fiveplus,0,P18+Amazon Prime4 Weeksfiveplus0,-0.382917446,0.280920512,-887850.3674,20600000,190192.3661,0
P18+,Amazon Prime,1 Week,sixplus,0,P18+Amazon Prime4 Weekssixplus0,-0.383880013,0.280806743,-1037028.564,20600000,218926.9509,0
P18+,Amazon Prime,1 Week,sevenplus,0,P18+Amazon Prime4 Weekssevenplus0,-0.078805716,0.072765172,-1023551.503,20600000,559444.6061,0
P18+,Amazon Prime,1 Week,eightplus,0,P18+Amazon Prime4 Weekseightplus0,-0.010722018,0.021611381,-647801.7411,20600000,1274024.11,0
P18+,Amazon Prime,1 Week,nineplus,0,P18+Amazon Prime4 Weeksnineplus0,-0.003061575,0.01180328,-359135.1546,20600000,1542879.93,0
P18+,Amazon Prime,10 Weeks,oneplus,0,P18+Amazon Prime4 Weeksoneplus0,0.144436644,7386.083321,-0.721948015,20600000,0,0.10395568
P18+,Amazon Prime,10 Weeks,twoplus,0,P18+Amazon Prime4 Weekstwoplus0,-1.501089941,1.034762873,-430827.5316,20600000,50254.0104,0
P18+,Amazon Prime,10 Weeks,threeplus,0,P18+Amazon Prime4 Weeksthreeplus0,-1.301661382,0.904656104,-603013.0513,20600000,79463.13056,0
P18+,Amazon Prime,10 Weeks,fourplus,0,P18+Amazon Prime4 Weeksfourplus0,-1.056843626,0.745910889,-748912.1924,20600000,117133.809,0
P18+,Amazon Prime,10 Weeks,fiveplus,0,P18+Amazon Prime4 Weeksfiveplus0,-0.733102932,0.537827808,-887850.3674,20600000,190192.3661,0
P18+,Amazon Prime,10 Weeks,sixplus,0,P18+Amazon Prime4 Weekssixplus0,-0.734945785,0.537609995,-1037028.564,20600000,218926.9509,0
P18+,Amazon Prime,10 Weeks,sevenplus,0,P18+Amazon Prime4 Weekssevenplus0,-0.150875084,0.139310343,-1023551.503,20600000,559444.6061,0
P18+,Amazon Prime,10 Weeks,eightplus,0,P18+Amazon Prime4 Weekseightplus0,-0.020527513,0.041375412,-647801.7411,20600000,1274024.11,0
P18+,Amazon Prime,10 Weeks,nineplus,0,P18+Amazon Prime4 Weeksnineplus0,-0.005861445,0.022597609,-359135.1546,20600000,1542879.93,0
P18+,Amazon Prime,11 Weeks,oneplus,0,P18+Amazon Prime4 Weeksoneplus0,0.147576571,7386.083321,-0.721948015,20600000,0,0.10395568
P18+,Amazon Prime,11 Weeks,twoplus,0,P18+Amazon Prime4 Weekstwoplus0,-1.533722331,1.057257718,-430827.5316,20600000,50254.0104,0
P18+,Amazon Prime,11 Weeks,threeplus,0,P18+Amazon Prime4 Weeksthreeplus0,-1.329958368,0.924322542,-603013.0513,20600000,79463.13056,0
P18+,Amazon Prime,11 Weeks,fourplus,0,P18+Amazon Prime4 Weeksfourplus0,-1.079818488,0.762126343,-748912.1924,20600000,117133.809,0
P18+,Amazon Prime,11 Weeks,fiveplus,0,P18+Amazon Prime4 Weeksfiveplus0,-0.749039952,0.549519716,-887850.3674,20600000,190192.3661,0
P18+,Amazon Prime,11 Weeks,sixplus,0,P18+Amazon Prime4 Weekssixplus0,-0.750922867,0.549297169,-1037028.564,20600000,218926.9509,0
P18+,Amazon Prime,11 Weeks,sevenplus,0,P18+Amazon Prime4 Weekssevenplus0,-0.154154977,0.142338829,-1023551.503,20600000,559444.6061,0
P18+,Amazon Prime,11 Weeks,eightplus,0,P18+Amazon Prime4 Weekseightplus0,-0.020973763,0.042274877,-647801.7411,20600000,1274024.11,0
P18+,Amazon Prime,11 Weeks,nineplus,0,P18+Amazon Prime4 Weeksnineplus0,-0.005988868,0.023088862,-359135.1546,20600000,1542879.93,0
P18+,Amazon Prime,12 Weeks,oneplus,0,P18+Amazon Prime4 Weeksoneplus0,0.150716498,7386.083321,-0.721948015,20600000,0,0.10395568
P18+,Amazon Prime,12 Weeks,twoplus,0,P18+Amazon Prime4 Weekstwoplus0,-1.566354721,1.079752563,-430827.5316,20600000,50254.0104,0
P18+,Amazon Prime,12 Weeks,threeplus,0,P18+Amazon Prime4 Weeksthreeplus0,-1.358255355,0.943988979,-603013.0513,20600000,79463.13056,0
P18+,Amazon Prime,12 Weeks,fourplus,0,P18+Amazon Prime4 Weeksfourplus0,-1.102793349,0.778341797,-748912.1924,20600000,117133.809,0
P18+,Amazon Prime,12 Weeks,fiveplus,0,P18+Amazon Prime4 Weeksfiveplus0,-0.764976972,0.561211625,-887850.3674,20600000,190192.3661,0
P18+,Amazon Prime,12 Weeks,sixplus,0,P18+Amazon Prime4 Weekssixplus0,-0.766899949,0.560984343,-1037028.564,20600000,218926.9509,0
P18+,Amazon Prime,12 Weeks,sevenplus,0,P18+Amazon Prime4 Weekssevenplus0,-0.15743487,0.145367314,-1023551.503,20600000,559444.6061,0
P18+,Amazon Prime,12 Weeks,eightplus,0,P18+Amazon Prime4 Weekseightplus0,-0.021420013,0.043174343,-647801.7411,20600000,1274024.11,0
P18+,Amazon Prime,12 Weeks,nineplus,0,P18+Amazon Prime4 Weeksnineplus0,-0.006116291,0.023580114,-359135.1546,20600000,1542879.93,0
P18+,Amazon Prime,2 Weeks,oneplus,0,P18+Amazon Prime4 Weeksoneplus0,0.100519922,7386.083321,-0.721948015,20600000,0,0.10395568
P18+,Amazon Prime,2 Weeks,twoplus,0,P18+Amazon Prime4 Weekstwoplus0,-1.044675648,0.720137778,-430827.5316,20600000,50254.0104,0
P18+,Amazon Prime,2 Weeks,threeplus,0,P18+Amazon Prime4 Weeksthreeplus0,-0.905884391,0.629590657,-603013.0513,20600000,79463.13056,0
P18+,Amazon Prime,2 Weeks,fourplus,0,P18+Amazon Prime4 Weeksfourplus0,-0.735504762,0.519112759,-748912.1924,20600000,117133.809,0
P18+,Amazon Prime,2 Weeks,fiveplus,0,P18+Amazon Prime4 Weeksfiveplus0,-0.510199129,0.374298433,-887850.3674,20600000,190192.3661,0
P18+,Amazon Prime,2 Weeks,sixplus,0,P18+Amazon Prime4 Weekssixplus0,-0.511481653,0.374146848,-1037028.564,20600000,218926.9509,0
P18+,Amazon Prime,2 Weeks,sevenplus,0,P18+Amazon Prime4 Weekssevenplus0,-0.105000721,0.0969523,-1023551.503,20600000,559444.6061,0
P18+,Amazon Prime,2 Weeks,eightplus,0,P18+Amazon Prime4 Weekseightplus0,-0.014286014,0.028795,-647801.7411,20600000,1274024.11,0
P18+,Amazon Prime,2 Weeks,nineplus,0,P18+Amazon Prime4 Weeksnineplus0,-0.004079242,0.015726687,-359135.1546,20600000,1542879.93,0
P18+,Amazon Prime,3 Weeks,oneplus,0,P18+Amazon Prime4 Weeksoneplus0,0.113058502,7386.083321,-0.721948015,20600000,0,0.10395568
P18+,Amazon Prime,3 Weeks,twoplus,0,P18+Amazon Prime4 Weekstwoplus0,-1.174985625,0.809965791,-430827.5316,20600000,50254.0104,0
P18+,Amazon Prime,3 Weeks,threeplus,0,P18+Amazon Prime4 Weeksthreeplus0,-1.018881927,0.70812407,-603013.0513,20600000,79463.13056,0
P18+,Amazon Prime,3 Weeks,fourplus,0,P18+Amazon Prime4 Weeksfourplus0,-0.82724961,0.583865462,-748912.1924,20600000,117133.809,0
P18+,Amazon Prime,3 Weeks,fiveplus,0,P18+Amazon Prime4 Weeksfiveplus0,-0.57383997,0.420987394,-887850.3674,20600000,190192.3661,0
P18+,Amazon Prime,3 Weeks,sixplus,0,P18+Amazon Prime4 Weekssixplus0,-0.575282472,0.420816901,-1037028.564,20600000,218926.9509,0
P18+,Amazon Prime,3 Weeks,sevenplus,0,P18+Amazon Prime4 Weekssevenplus0,-0.118098223,0.109045865,-1023551.503,20600000,559444.6061,0
P18+,Amazon Prime,3 Weeks,eightplus,0,P18+Amazon Prime4 Weekseightplus0,-0.016068013,0.03238681,-647801.7411,20600000,1274024.11,0
P18+,Amazon Prime,3 Weeks,nineplus,0,P18+Amazon Prime4 Weeksnineplus0,-0.004588075,0.017688391,-359135.1546,20600000,1542879.93,0
P18+,Amazon Prime,4 Weeks,oneplus,0,P18+Amazon Prime4 Weeksoneplus0,0.125597082,7386.083321,-0.721948015,20600000,0,0.10395568
P18+,Amazon Prime,4 Weeks,twoplus,0,P18+Amazon Prime4 Weekstwoplus0,-1.305295603,0.899793804,-430827.5316,20600000,50254.0104,0
P18+,Amazon Prime,4 Weeks,threeplus,0,P18+Amazon Prime4 Weeksthreeplus0,-1.131879464,0.786657483,-603013.0513,20600000,79463.13056,0
P18+,Amazon Prime,4 Weeks,fourplus,0,P18+Amazon Prime4 Weeksfourplus0,-0.918994459,0.648618165,-748912.1924,20600000,117133.809,0
P18+,Amazon Prime,4 Weeks,fiveplus,0,P18+Amazon Prime4 Weeksfiveplus0,-0.637480811,0.467676355,-887850.3674,20600000,190192.3661,0
P18+,Amazon Prime,4 Weeks,sixplus,0,P18+Amazon Prime4 Weekssixplus0,-0.639083292,0.467486953,-1037028.564,20600000,218926.9509,0
P18+,Amazon Prime,4 Weeks,sevenplus,0,P18+Amazon Prime4 Weekssevenplus0,-0.131195725,0.121139429,-1023551.503,20600000,559444.6061,0
P18+,Amazon Prime,4 Weeks,eightplus,0,P18+Amazon Prime4 Weekseightplus0,-0.017850011,0.035978619,-647801.7411,20600000,1274024.11,0
P18+,Amazon Prime,4 Weeks,nineplus,0,P18+Amazon Prime4 Weeksnineplus0,-0.005096909,0.019650095,-359135.1546,20600000,1542879.93,0
P18+,Amazon Prime,5 Weeks,oneplus,0,P18+Amazon Prime4 Weeksoneplus0,0.128737009,7386.083321,-0.721948015,20600000,0,0.10395568
P18+,Amazon Prime,5 Weeks,twoplus,0,P18+Amazon Prime4 Weekstwoplus0,-1.337927993,0.922288649,-430827.5316,20600000,50254.0104,0
P18+,Amazon Prime,5 Weeks,threeplus,0,P18+Amazon Prime4 Weeksthreeplus0,-1.160176451,0.806323921,-603013.0513,20600000,79463.13056,0
P18+,Amazon Prime,5 Weeks,fourplus,0,P18+Amazon Prime4 Weeksfourplus0,-0.941969321,0.664833619,-748912.1924,20600000,117133.809,0
P18+,Amazon Prime,5 Weeks,fiveplus,0,P18+Amazon Prime4 Weeksfiveplus0,-0.653417832,0.479368264,-887850.3674,20600000,190192.3661,0
P18+,Amazon Prime,5 Weeks,sixplus,0,P18+Amazon Prime4 Weekssixplus0,-0.655060374,0.479174127,-1037028.564,20600000,218926.9509,0
P18+,Amazon Prime,5 Weeks,sevenplus,0,P18+Amazon Prime4 Weekssevenplus0,-0.134475618,0.124167915,-1023551.503,20600000,559444.6061,0
P18+,Amazon Prime,5 Weeks,eightplus,0,P18+Amazon Prime4 Weekseightplus0,-0.018296261,0.036878085,-647801.7411,20600000,1274024.11,0
P18+,Amazon Prime,5 Weeks,nineplus,0,P18+Amazon Prime4 Weeksnineplus0,-0.005224332,0.020141347,-359135.1546,20600000,1542879.93,0
P18+,Amazon Prime,6 Weeks,oneplus,0,P18+Amazon Prime4 Weeksoneplus0,0.131876936,7386.083321,-0.721948015,20600000,0,0.10395568
P18+,Amazon Prime,6 Weeks,twoplus,0,P18+Amazon Prime4 Weekstwoplus0,-1.370560382,0.944783493,-430827.5316,20600000,50254.0104,0
P18+,Amazon Prime,6 Weeks,threeplus,0,P18+Amazon Prime4 Weeksthreeplus0,-1.188473437,0.825990357,-603013.0513,20600000,79463.13056,0
P18+,Amazon Prime,6 Weeks,fourplus,0,P18+Amazon Prime4 Weeksfourplus0,-0.964944181,0.681049073,-748912.1924,20600000,117133.809,0
P18+,Amazon Prime,6 Weeks,fiveplus,0,P18+Amazon Prime4 Weeksfiveplus0,-0.669354851,0.491060172,-887850.3674,20600000,190192.3661,0
P18+,Amazon Prime,6 Weeks,sixplus,0,P18+Amazon Prime4 Weekssixplus0,-0.671037456,0.490861301,-1037028.564,20600000,218926.9509,0
P18+,Amazon Prime,6 Weeks,sevenplus,0,P18+Amazon Prime4 Weekssevenplus0,-0.137755511,0.1271964,-1023551.503,20600000,559444.6061,0
P18+,Amazon Prime,6 Weeks,eightplus,0,P18+Amazon Prime4 Weekseightplus0,-0.018742512,0.03777755,-647801.7411,20600000,1274024.11,0
P18+,Amazon Prime,6 Weeks,nineplus,0,P18+Amazon Prime4 Weeksnineplus0,-0.005351754,0.0206326,-359135.1546,20600000,1542879.93,0
P18+,Amazon Prime,7 Weeks,oneplus,0,P18+Amazon Prime4 Weeksoneplus0,0.135016863,7386.083321,-0.721948015,20600000,0,0.10395568
P18+,Amazon Prime,7 Weeks,twoplus,0,P18+Amazon Prime4 Weekstwoplus0,-1.403192772,0.967278338,-430827.5316,20600000,50254.0104,0
P18+,Amazon Prime,7 Weeks,threeplus,0,P18+Amazon Prime4 Weeksthreeplus0,-1.216770423,0.845656794,-603013.0513,20600000,79463.13056,0
P18+,Amazon Prime,7 Weeks,fourplus,0,P18+Amazon Prime4 Weeksfourplus0,-0.987919043,0.697264527,-748912.1924,20600000,117133.809,0
P18+,Amazon Prime,7 Weeks,fiveplus,0,P18+Amazon Prime4 Weeksfiveplus0,-0.685291872,0.502752081,-887850.3674,20600000,190192.3661,0
P18+,Amazon Prime,7 Weeks,sixplus,0,P18+Amazon Prime4 Weekssixplus0,-0.687014538,0.502548474,-1037028.564,20600000,218926.9509,0
P18+,Amazon Prime,7 Weeks,sevenplus,0,P18+Amazon Prime4 Weekssevenplus0,-0.141035404,0.130224886,-1023551.503,20600000,559444.6061,0
P18+,Amazon Prime,7 Weeks,eightplus,0,P18+Amazon Prime4 Weekseightplus0,-0.019188762,0.038677016,-647801.7411,20600000,1274024.11,0
P18+,Amazon Prime,7 Weeks,nineplus,0,P18+Amazon Prime4 Weeksnineplus0,-0.005479177,0.021123852,-359135.1546,20600000,1542879.93,0
P18+,Amazon Prime,8 Weeks,oneplus,0,P18+Amazon Prime4 Weeksoneplus0,0.13815679,7386.083321,-0.721948015,20600000,0,0.10395568
P18+,Amazon Prime,8 Weeks,twoplus,0,P18+Amazon Prime4 Weekstwoplus0,-1.435825162,0.989773184,-430827.5316,20600000,50254.0104,0
P18+,Amazon Prime,8 Weeks,threeplus,0,P18+Amazon Prime4 Weeksthreeplus0,-1.24506741,0.865323231,-603013.0513,20600000,79463.13056,0
P18+,Amazon Prime,8 Weeks,fourplus,0,P18+Amazon Prime4 Weeksfourplus0,-1.010893904,0.713479981,-748912.1924,20600000,117133.809,0
P18+,Amazon Prime,8 Weeks,fiveplus,0,P18+Amazon Prime4 Weeksfiveplus0,-0.701228892,0.51444399,-887850.3674,20600000,190192.3661,0
P18+,Amazon Prime,8 Weeks,sixplus,0,P18+Amazon Prime4 Weekssixplus0,-0.702991621,0.514235648,-1037028.564,20600000,218926.9509,0
P18+,Amazon Prime,8 Weeks,sevenplus,0,P18+Amazon Prime4 Weekssevenplus0,-0.144315298,0.133253372,-1023551.503,20600000,559444.6061,0
P18+,Amazon Prime,8 Weeks,eightplus,0,P18+Amazon Prime4 Weekseightplus0,-0.019635012,0.039576481,-647801.7411,20600000,1274024.11,0
P18+,Amazon Prime,8 Weeks,nineplus,0,P18+Amazon Prime4 Weeksnineplus0,-0.0056066,0.021615104,-359135.1546,20600000,1542879.93,0
P18+,Amazon Prime,9 Weeks,oneplus,0,P18+Amazon Prime4 Weeksoneplus0,0.141296717,7386.083321,-0.721948015,20600000,0,0.10395568
P18+,Amazon Prime,9 Weeks,twoplus,0,P18+Amazon Prime4 Weekstwoplus0,-1.468457552,1.012268029,-430827.5316,20600000,50254.0104,0
P18+,Amazon Prime,9 Weeks,threeplus,0,P18+Amazon Prime4 Weeksthreeplus0,-1.273364396,0.884989668,-603013.0513,20600000,79463.13056,0
P18+,Amazon Prime,9 Weeks,fourplus,0,P18+Amazon Prime4 Weeksfourplus0,-1.033868766,0.729695435,-748912.1924,20600000,117133.809,0
P18+,Amazon Prime,9 Weeks,fiveplus,0,P18+Amazon Prime4 Weeksfiveplus0,-0.717165912,0.526135899,-887850.3674,20600000,190192.3661,0
P18+,Amazon Prime,9 Weeks,sixplus,0,P18+Amazon Prime4 Weekssixplus0,-0.718968703,0.525922822,-1037028.564,20600000,218926.9509,0
P18+,Amazon Prime,9 Weeks,sevenplus,0,P18+Amazon Prime4 Weekssevenplus0,-0.147595191,0.136281857,-1023551.503,20600000,559444.6061,0
P18+,Amazon Prime,9 Weeks,eightplus,0,P18+Amazon Prime4 Weekseightplus0,-0.020081262,0.040475947,-647801.7411,20600000,1274024.11,0
P18+,Amazon Prime,9 Weeks,nineplus,0,P18+Amazon Prime4 Weeksnineplus0,-0.005734023,0.022106357,-359135.1546,20600000,1542879.93,0
P18-44,Amazon Prime,1 Week,oneplus,0,P18-44Amazon Prime4 Weeksoneplus0,0.123841648,5348.178426,-0.706430685,9700000,0,0.167372983
P18-44,Amazon Prime,1 Week,twoplus,0,P18-44Amazon Prime4 Weekstwoplus0,-1.278598907,0.880209696,-338300.861,9700000,38677.8124,0
P18-44,Amazon Prime,1 Week,threeplus,0,P18-44Amazon Prime4 Weeksthreeplus0,-0.982430532,0.688574684,-465372.7757,9700000,66809.11329,0
P18-44,Amazon Prime,1 Week,fourplus,0,P18-44Amazon Prime4 Weeksfourplus0,-1.184771251,0.814667746,-575100.2167,9700000,67678.35691,0
P18-44,Amazon Prime,1 Week,fiveplus,0,P18-44Amazon Prime4 Weeksfiveplus0,-0.777796395,0.553742455,-678963.6409,9700000,115518.5881,0
P18-44,Amazon Prime,1 Week,sixplus,0,P18-44Amazon Prime4 Weekssixplus0,-0.561272548,0.414498358,-777608.1031,9700000,174651.0475,0
P18-44,Amazon Prime,1 Week,sevenplus,0,P18-44Amazon Prime4 Weekssevenplus0,-0.155134933,0.135865814,-826982.8046,9700000,388876.3572,0
P18-44,Amazon Prime,1 Week,eightplus,0,P18-44Amazon Prime4 Weekseightplus0,-0.002543274,0.023194191,-93510.2315,9700000,1211811.085,0
P18-44,Amazon Prime,1 Week,nineplus,0,P18-44Amazon Prime4 Weeksnineplus0,0.002429454,0.011122022,336861.9921,9700000,1279106.892,0
P18-44,Amazon Prime,10 Weeks,oneplus,0,P18-44Amazon Prime4 Weeksoneplus0,0.237097254,5348.178426,-0.706430685,9700000,0,0.167372983
P18-44,Amazon Prime,10 Weeks,twoplus,0,P18-44Amazon Prime4 Weekstwoplus0,-2.447902586,1.68517866,-338300.861,9700000,38677.8124,0
P18-44,Amazon Prime,10 Weeks,threeplus,0,P18-44Amazon Prime4 Weeksthreeplus0,-1.880882447,1.318289685,-465372.7757,9700000,66809.11329,0
P18-44,Amazon Prime,10 Weeks,fourplus,0,P18-44Amazon Prime4 Weeksfourplus0,-2.268267706,1.559697316,-575100.2167,9700000,67678.35691,0
P18-44,Amazon Prime,10 Weeks,fiveplus,0,P18-44Amazon Prime4 Weeksfiveplus0,-1.489106394,1.060150747,-678963.6409,9700000,115518.5881,0
P18-44,Amazon Prime,10 Weeks,sixplus,0,P18-44Amazon Prime4 Weekssixplus0,-1.074567258,0.793565203,-777608.1031,9700000,174651.0475,0
P18-44,Amazon Prime,10 Weeks,sevenplus,0,P18-44Amazon Prime4 Weekssevenplus0,-0.297008859,0.260117754,-826982.8046,9700000,388876.3572,0
P18-44,Amazon Prime,10 Weeks,eightplus,0,P18-44Amazon Prime4 Weekseightplus0,-0.004869148,0.044405731,-93510.2315,9700000,1211811.085,0
P18-44,Amazon Prime,10 Weeks,nineplus,0,P18-44Amazon Prime4 Weeksnineplus0,0.004651236,0.021293328,336861.9921,9700000,1279106.892,0
P18-44,Amazon Prime,11 Weeks,oneplus,0,P18-44Amazon Prime4 Weeksoneplus0,0.242251543,5348.178426,-0.706430685,9700000,0,0.167372983
P18-44,Amazon Prime,11 Weeks,twoplus,0,P18-44Amazon Prime4 Weekstwoplus0,-2.50111786,1.721812978,-338300.861,9700000,38677.8124,0
P18-44,Amazon Prime,11 Weeks,threeplus,0,P18-44Amazon Prime4 Weeksthreeplus0,-1.921771196,1.346948156,-465372.7757,9700000,66809.11329,0
P18-44,Amazon Prime,11 Weeks,fourplus,0,P18-44Amazon Prime4 Weeksfourplus0,-2.317577873,1.593603779,-575100.2167,9700000,67678.35691,0
P18-44,Amazon Prime,11 Weeks,fiveplus,0,P18-44Amazon Prime4 Weeksfiveplus0,-1.521478272,1.083197503,-678963.6409,9700000,115518.5881,0
P18-44,Amazon Prime,11 Weeks,sixplus,0,P18-44Amazon Prime4 Weekssixplus0,-1.097927416,0.810816621,-777608.1031,9700000,174651.0475,0
P18-44,Amazon Prime,11 Weeks,sevenplus,0,P18-44Amazon Prime4 Weekssevenplus0,-0.303465574,0.265772488,-826982.8046,9700000,388876.3572,0
P18-44,Amazon Prime,11 Weeks,eightplus,0,P18-44Amazon Prime4 Weekseightplus0,-0.004974999,0.045371073,-93510.2315,9700000,1211811.085,0
P18-44,Amazon Prime,11 Weeks,nineplus,0,P18-44Amazon Prime4 Weeksnineplus0,0.00475235,0.021756226,336861.9921,9700000,1279106.892,0
P18-44,Amazon Prime,12 Weeks,oneplus,0,P18-44Amazon Prime4 Weeksoneplus0,0.247405831,5348.178426,-0.706430685,9700000,0,0.167372983
P18-44,Amazon Prime,12 Weeks,twoplus,0,P18-44Amazon Prime4 Weekstwoplus0,-2.554333134,1.758447297,-338300.861,9700000,38677.8124,0
P18-44,Amazon Prime,12 Weeks,threeplus,0,P18-44Amazon Prime4 Weeksthreeplus0,-1.962659945,1.375606628,-465372.7757,9700000,66809.11329,0
P18-44,Amazon Prime,12 Weeks,fourplus,0,P18-44Amazon Prime4 Weeksfourplus0,-2.366888041,1.627510243,-575100.2167,9700000,67678.35691,0
P18-44,Amazon Prime,12 Weeks,fiveplus,0,P18-44Amazon Prime4 Weeksfiveplus0,-1.55385015,1.106244258,-678963.6409,9700000,115518.5881,0
P18-44,Amazon Prime,12 Weeks,sixplus,0,P18-44Amazon Prime4 Weekssixplus0,-1.121287574,0.828068038,-777608.1031,9700000,174651.0475,0
P18-44,Amazon Prime,12 Weeks,sevenplus,0,P18-44Amazon Prime4 Weekssevenplus0,-0.309922288,0.271427222,-826982.8046,9700000,388876.3572,0
P18-44,Amazon Prime,12 Weeks,eightplus,0,P18-44Amazon Prime4 Weekseightplus0,-0.00508085,0.046336415,-93510.2315,9700000,1211811.085,0
P18-44,Amazon Prime,12 Weeks,nineplus,0,P18-44Amazon Prime4 Weeksnineplus0,0.004853464,0.022219125,336861.9921,9700000,1279106.892,0
P18-44,Amazon Prime,2 Weeks,oneplus,0,P18-44Amazon Prime4 Weeksoneplus0,0.165006587,5348.178426,-0.706430685,9700000,0,0.167372983
P18-44,Amazon Prime,2 Weeks,twoplus,0,P18-44Amazon Prime4 Weekstwoplus0,-1.703604928,1.172791223,-338300.861,9700000,38677.8124,0
P18-44,Amazon Prime,2 Weeks,threeplus,0,P18-44Amazon Prime4 Weeksthreeplus0,-1.308990245,0.917456771,-465372.7757,9700000,66809.11329,0
P18-44,Amazon Prime,2 Weeks,fourplus,0,P18-44Amazon Prime4 Weeksfourplus0,-1.578588978,1.085463142,-575100.2167,9700000,67678.35691,0
P18-44,Amazon Prime,2 Weeks,fiveplus,0,P18-44Amazon Prime4 Weeksfiveplus0,-1.036335761,0.737806336,-678963.6409,9700000,115518.5881,0
P18-44,Amazon Prime,2 Weeks,sixplus,0,P18-44Amazon Prime4 Weekssixplus0,-0.74783943,0.552277529,-777608.1031,9700000,174651.0475,0
P18-44,Amazon Prime,2 Weeks,sevenplus,0,P18-44Amazon Prime4 Weekssevenplus0,-0.206701753,0.181027583,-826982.8046,9700000,388876.3572,0
P18-44,Amazon Prime,2 Weeks,eightplus,0,P18-44Amazon Prime4 Weekseightplus0,-0.003388658,0.030903935,-93510.2315,9700000,1211811.085,0
P18-44,Amazon Prime,2 Weeks,nineplus,0,P18-44Amazon Prime4 Weeksnineplus0,0.003237003,0.01481898,336861.9921,9700000,1279106.892,0
P18-44,Amazon Prime,3 Weeks,oneplus,0,P18-44Amazon Prime4 Weeksoneplus0,0.185589056,5348.178426,-0.706430685,9700000,0,0.167372983
P18-44,Amazon Prime,3 Weeks,twoplus,0,P18-44Amazon Prime4 Weekstwoplus0,-1.916107937,1.319081986,-338300.861,9700000,38677.8124,0
P18-44,Amazon Prime,3 Weeks,threeplus,0,P18-44Amazon Prime4 Weeksthreeplus0,-1.4722701,1.031897814,-465372.7757,9700000,66809.11329,0
P18-44,Amazon Prime,3 Weeks,fourplus,0,P18-44Amazon Prime4 Weeksfourplus0,-1.77549784,1.220860839,-575100.2167,9700000,67678.35691,0
P18-44,Amazon Prime,3 Weeks,fiveplus,0,P18-44Amazon Prime4 Weeksfiveplus0,-1.165605443,0.829838276,-678963.6409,9700000,115518.5881,0
P18-44,Amazon Prime,3 Weeks,sixplus,0,P18-44Amazon Prime4 Weekssixplus0,-0.841122871,0.621167114,-777608.1031,9700000,174651.0475,0
P18-44,Amazon Prime,3 Weeks,sevenplus,0,P18-44Amazon Prime4 Weekssevenplus0,-0.232485163,0.203608467,-826982.8046,9700000,388876.3572,0
P18-44,Amazon Prime,3 Weeks,eightplus,0,P18-44Amazon Prime4 Weekseightplus0,-0.00381135,0.034758807,-93510.2315,9700000,1211811.085,0
P18-44,Amazon Prime,3 Weeks,nineplus,0,P18-44Amazon Prime4 Weeksnineplus0,0.003640778,0.016667458,336861.9921,9700000,1279106.892,0
P18-44,Amazon Prime,4 Weeks,oneplus,0,P18-44Amazon Prime4 Weeksoneplus0,0.206171526,5348.178426,-0.706430685,9700000,0,0.167372983
P18-44,Amazon Prime,4 Weeks,twoplus,0,P18-44Amazon Prime4 Weekstwoplus0,-2.128610948,1.46537275,-338300.861,9700000,38677.8124,0
P18-44,Amazon Prime,4 Weeks,threeplus,0,P18-44Amazon Prime4 Weeksthreeplus0,-1.635549957,1.146338858,-465372.7757,9700000,66809.11329,0
P18-44,Amazon Prime,4 Weeks,fourplus,0,P18-44Amazon Prime4 Weeksfourplus0,-1.972406704,1.356258538,-575100.2167,9700000,67678.35691,0
P18-44,Amazon Prime,4 Weeks,fiveplus,0,P18-44Amazon Prime4 Weeksfiveplus0,-1.294875127,0.921870217,-678963.6409,9700000,115518.5881,0
P18-44,Amazon Prime,4 Weeks,sixplus,0,P18-44Amazon Prime4 Weekssixplus0,-0.934406313,0.6900567,-777608.1031,9700000,174651.0475,0
P18-44,Amazon Prime,4 Weeks,sevenplus,0,P18-44Amazon Prime4 Weekssevenplus0,-0.258268574,0.226189352,-826982.8046,9700000,388876.3572,0
P18-44,Amazon Prime,4 Weeks,eightplus,0,P18-44Amazon Prime4 Weekseightplus0,-0.004234042,0.038613679,-93510.2315,9700000,1211811.085,0
P18-44,Amazon Prime,4 Weeks,nineplus,0,P18-44Amazon Prime4 Weeksnineplus0,0.004044553,0.018515937,336861.9921,9700000,1279106.892,0
P18-44,Amazon Prime,5 Weeks,oneplus,0,P18-44Amazon Prime4 Weeksoneplus0,0.211325814,5348.178426,-0.706430685,9700000,0,0.167372983
P18-44,Amazon Prime,5 Weeks,twoplus,0,P18-44Amazon Prime4 Weekstwoplus0,-2.181826222,1.502007069,-338300.861,9700000,38677.8124,0
