Demographic,Platform,Weeks,Curve Frequency,Frequency Cap,Key,  A  , B , C , Potential 
P18-64,Linear TV Metro & Regional,3 Weeks,oneplus,0,P18-64Linear TV Metro & Regional3 Weeksoneplus0,11617133.71,695.74,-0.53,16000000
P18-64,Linear TV Metro,3 Weeks,oneplus,0,P18-64Linear TV Metro3 Weeksoneplus0,8125033.536,737.91,-0.53,16000000
P18-64,Linear TV Regional,3 Weeks,oneplus,0,P18-64Linear TV Regional3 Weeksoneplus0,3492100.152,674.66,-0.53,16000000
P18-64,Linear TV Metro 5 Cap Seven Network,3 Weeks,oneplus,0,P18-64Linear TV Metro 5 Cap Seven Network3 Weeksoneplus0,5306767.101,737.91,-0.53,16000000
P18-64,Linear TV Metro 5 Cap Nine Network,3 Weeks,oneplus,0,P18-64Linear TV Metro 5 Cap Nine Network3 Weeksoneplus0,5545335.393,737.91,-0.53,16000000
P18-64,Linear TV Metro 5 Cap Ten Network,3 Weeks,oneplus,0,P18-64Linear TV Metro 5 Cap Ten Network3 Weeksoneplus0,3670346.943,737.91,-0.53,16000000
P18-64,Linear TV Metro 5 Cap SBS Network,3 Weeks,oneplus,0,P18-64Linear TV Metro 5 Cap SBS Network3 Weeksoneplus0,1677892.059,737.91,-0.53,16000000
P18-64,Linear TV Regional 4 Seven Network,3 Weeks,oneplus,0,P18-64Linear TV Regional 4 Seven Network3 Weeksoneplus0,2280822.858,674.66,-0.53,16000000
P18-64,Linear TV Regional 4 Nine Network,3 Weeks,oneplus,0,P18-64Linear TV Regional 4 Nine Network3 Weeksoneplus0,2383358.355,674.66,-0.53,16000000
P18-64,Linear TV Regional 4 Ten Network,3 Weeks,oneplus,0,P18-64Linear TV Regional 4 Ten Network3 Weeksoneplus0,1577497.383,674.66,-0.53,16000000
P18-64,Linear TV Regional 4 SBS Network,3 Weeks,oneplus,0,P18-64Linear TV Regional 4 SBS Network3 Weeksoneplus0,721149.903,674.66,-0.53,16000000
P18-64,Foxtel Linear,3 Weeks,oneplus,0,P18-64Foxtel Linear3 Weeksoneplus0,2869843.266,632.49,-0.53,16000000
P18-64,YouTube TrueView,3 Weeks,oneplus,0,P18-64YouTube TrueView3 Weeksoneplus0,10612800,62104.98,-0.85,16000000
P18-64,YouTube Instant Reserve,3 Weeks,oneplus,0,P18-64YouTube Instant Reserve3 Weeksoneplus0,9936000,1577.01,-0.53,16000000
P18-64,YouTube Select,3 Weeks,oneplus,0,P18-64YouTube Select3 Weeksoneplus0,6959764.89,36817.02,-0.81,16000000
P18-64,YouTube OMG Select,3 Weeks,oneplus,0,P18-64YouTube OMG Select3 Weeksoneplus0,4533291.531,158485.62,-0.97,16000000
P18-64,Nine Now,3 Weeks,oneplus,0,P18-64Nine Now3 Weeksoneplus0,2764627.692,2529.97,-0.53,16000000
P18-64,Ten Play,3 Weeks,oneplus,0,P18-64Ten Play3 Weeksoneplus0,1308608.762,2108.31,-0.53,16000000
P18-64,Seven Plus,3 Weeks,oneplus,0,P18-64Seven Plus3 Weeksoneplus0,1249153.608,2108.31,-0.53,16000000
P18-64,SBS On Demand,3 Weeks,oneplus,0,P18-64SBS On Demand3 Weeksoneplus0,932601.8865,1897.48,-0.53,16000000
P18-64,Kayo,3 Weeks,oneplus,0,P18-64Kayo3 Weeksoneplus0,2183620.692,2150.47,-0.53,16000000
P18-64,Foxtel Go,3 Weeks,oneplus,0,P18-64Foxtel Go3 Weeksoneplus0,1005877.743,2108.31,-0.53,16000000
P18-64,Binge,3 Weeks,oneplus,0,P18-64Binge3 Weeksoneplus0,426265.667,2529.97,-0.53,16000000
P18-64,Netflix,3 Weeks,oneplus,0,P18-64Netflix3 Weeksoneplus0,666144.201,2108.31,-0.82,16000000
P18-64,Optus Sport,3 Weeks,oneplus,0,P18-64Optus Sport3 Weeksoneplus0,666144.201,2108.31,-0.9,16000000
P18-64,Amazon Prime,3 Weeks,oneplus,0,P18-64Amazon Prime3 Weeksoneplus0,2022205.468,2108.31,-0.8,16000000
P18+,Linear TV Metro & Regional,2 Weeks,oneplus,0,P18+Linear TV Metro & Regional2 Weeksoneplus0,13295164.13,12827.14,-0.84,20600000
P18+,Linear TV Metro,2 Weeks,oneplus,0,P18+Linear TV Metro2 Weeksoneplus0,9298649.488,13604.54,-0.84,20600000
P18+,Linear TV Regional,2 Weeks,oneplus,0,P18+Linear TV Regional2 Weeksoneplus0,3996514.616,12438.43,-0.84,20600000
P18+,Linear TV Metro 5 Cap Seven Network,2 Weeks,oneplus,0,P18+Linear TV Metro 5 Cap Seven Network2 Weeksoneplus0,6362504.896,13604.54,-0.84,20600000
P18+,Linear TV Metro 5 Cap Nine Network,2 Weeks,oneplus,0,P18+Linear TV Metro 5 Cap Nine Network2 Weeksoneplus0,6648534.392,13604.54,-0.84,20600000
P18+,Linear TV Metro 5 Cap Ten Network,2 Weeks,oneplus,0,P18+Linear TV Metro 5 Cap Ten Network2 Weeksoneplus0,4400532.36,13604.54,-0.84,20600000
P18+,Linear TV Metro 5 Cap SBS Network,2 Weeks,oneplus,0,P18+Linear TV Metro 5 Cap SBS Network2 Weeksoneplus0,2011694.928,13604.54,-0.84,20600000
P18+,Linear TV Regional 4 Seven Network,2 Weeks,oneplus,0,P18+Linear TV Regional 4 Seven Network2 Weeksoneplus0,2734573.864,12438.43,-0.84,20600000
P18+,Linear TV Regional 4 Nine Network,2 Weeks,oneplus,0,P18+Linear TV Regional 4 Nine Network2 Weeksoneplus0,2857507.952,12438.43,-0.84,20600000
P18+,Linear TV Regional 4 Ten Network,2 Weeks,oneplus,0,P18+Linear TV Regional 4 Ten Network2 Weeksoneplus0,1891327.544,12438.43,-0.84,20600000
P18+,Linear TV Regional 4 SBS Network,2 Weeks,oneplus,0,P18+Linear TV Regional 4 SBS Network2 Weeksoneplus0,864616.76,12438.43,-0.84,20600000
P18+,Foxtel Linear,2 Weeks,oneplus,0,P18+Foxtel Linear2 Weeksoneplus0,2975376.176,11661.03,-0.84,20600000
P18+,YouTube TrueView,2 Weeks,oneplus,0,P18+YouTube TrueView2 Weeksoneplus0,11519520,11061,-0.71,20600000
P18+,YouTube Instant Reserve,2 Weeks,oneplus,0,P18+YouTube Instant Reserve2 Weeksoneplus0,10876800,29891.11,-0.84,20600000
P18+,YouTube Select,2 Weeks,oneplus,0,P18+YouTube Select2 Weeksoneplus0,5501128.32,79835.86,-0.91,20600000
P18+,YouTube OMG Select,2 Weeks,oneplus,0,P18+YouTube OMG Select2 Weeksoneplus0,2815118.2,101475.09,-1.01,20600000
P18+,Nine Now,2 Weeks,oneplus,0,P18+Nine Now2 Weeksoneplus0,1172325.728,12213.34621,-0.827875649,20600000
P18+,Ten Play,2 Weeks,oneplus,0,P18+Ten Play2 Weeksoneplus0,707287.0524,8896.841379,-0.835168363,20600000
P18+,Seven Plus,2 Weeks,oneplus,0,P18+Seven Plus2 Weeksoneplus0,1144220.224,38870.11,-0.84,20600000
P18+,SBS On Demand,2 Weeks,oneplus,0,P18+SBS On Demand2 Weeksoneplus0,988832.292,34983.1,-0.84,20600000
P18+,Kayo,2 Weeks,oneplus,0,P18+Kayo2 Weeksoneplus0,2315280.177,39647.51,-0.84,20600000
P18+,Foxtel Go,2 Weeks,oneplus,0,P18+Foxtel Go2 Weeksoneplus0,1066526.258,38870.11,-0.84,20600000
P18+,Binge,2 Weeks,oneplus,0,P18+Binge2 Weeksoneplus0,451966.984,46644.13,-0.84,20600000
P18+,Netflix,2 Weeks,oneplus,0,P18+Netflix2 Weeksoneplus0,706308.771,38870.11,-0.82,20600000
P18+,Optus Sport,2 Weeks,oneplus,0,P18+Optus Sport2 Weeksoneplus0,706308.771,38870.11,-0.9,20600000
P18+,Amazon Prime,2 Weeks,oneplus,0,P18+Amazon Prime2 Weeksoneplus0,2935127.727,38870.11,-0.8,20600000
P25-54,Linear TV Metro & Regional,2 Weeks,oneplus,0,P25-54Linear TV Metro & Regional2 Weeksoneplus0,6905740.592,728.28,-0.53,10700000
P25-54,Linear TV Metro,2 Weeks,oneplus,0,P25-54Linear TV Metro2 Weeksoneplus0,4829881.048,772.42,-0.53,10700000
P25-54,Linear TV Regional,2 Weeks,oneplus,0,P25-54Linear TV Regional2 Weeksoneplus0,2075859.536,706.21,-0.53,10700000
P25-54,Linear TV Metro 5 Cap Seven Network,2 Weeks,oneplus,0,P25-54Linear TV Metro 5 Cap Seven Network2 Weeksoneplus0,3004360.216,772.42,-0.53,10700000
P25-54,Linear TV Metro 5 Cap Nine Network,2 Weeks,oneplus,0,P25-54Linear TV Metro 5 Cap Nine Network2 Weeksoneplus0,3139422.68,772.42,-0.53,10700000
P25-54,Linear TV Metro 5 Cap Ten Network,2 Weeks,oneplus,0,P25-54Linear TV Metro 5 Cap Ten Network2 Weeksoneplus0,2077921.28,772.42,-0.53,10700000
P25-54,Linear TV Metro 5 Cap SBS Network,2 Weeks,oneplus,0,P25-54Linear TV Metro 5 Cap SBS Network2 Weeksoneplus0,949917.728,772.42,-0.53,10700000
P25-54,Linear TV Regional 4 Seven Network,2 Weeks,oneplus,0,P25-54Linear TV Regional 4 Seven Network2 Weeksoneplus0,1291259.504,706.21,-0.53,10700000
P25-54,Linear TV Regional 4 Nine Network,2 Weeks,oneplus,0,P25-54Linear TV Regional 4 Nine Network2 Weeksoneplus0,1349308.696,706.21,-0.53,10700000
P25-54,Linear TV Regional 4 Ten Network,2 Weeks,oneplus,0,P25-54Linear TV Regional 4 Ten Network2 Weeksoneplus0,893080.528,706.21,-0.53,10700000
P25-54,Linear TV Regional 4 SBS Network,2 Weeks,oneplus,0,P25-54Linear TV Regional 4 SBS Network2 Weeksoneplus0,408270.048,706.21,-0.53,10700000
P25-54,Foxtel Linear,2 Weeks,oneplus,0,P25-54Foxtel Linear2 Weeksoneplus0,1545462.384,662.07,-0.53,10700000
P25-54,YouTube TrueView,2 Weeks,oneplus,0,P25-54YouTube TrueView2 Weeksoneplus0,6154640,26084.89,-0.78,10700000
P25-54,YouTube Instant Reserve,2 Weeks,oneplus,0,P25-54YouTube Instant Reserve2 Weeksoneplus0,6154640,1547.05,-0.53,10700000
P25-54,YouTube Select,2 Weeks,oneplus,0,P25-54YouTube Select2 Weeksoneplus0,4166540.592,728.28,-0.53,10700000
P25-54,YouTube OMG Select,2 Weeks,oneplus,0,P25-54YouTube OMG Select2 Weeksoneplus0,2694789.968,81328,-0.92,10700000
P25-54,Nine Now,2 Weeks,oneplus,0,P25-54Nine Now2 Weeksoneplus0,1548884.684,696.92,-0.53,10700000
P25-54,Ten Play,2 Weeks,oneplus,0,P25-54Ten Play2 Weeksoneplus0,940953.0511,410,-0.52,10700000
P25-54,Seven Plus,2 Weeks,oneplus,0,P25-54Seven Plus2 Weeksoneplus0,664327.979,390,-0.58,10700000
P25-54,SBS On Demand,2 Weeks,oneplus,0,P25-54SBS On Demand2 Weeksoneplus0,583616.775,522.69,-0.61,10700000
P25-54,Kayo,2 Weeks,oneplus,0,P25-54Kayo2 Weeksoneplus0,1202596.983,2251.05,-0.53,10700000
P25-54,Foxtel Go,2 Weeks,oneplus,0,P25-54Foxtel Go2 Weeksoneplus0,553972.377,2206.91,-0.53,10700000
P25-54,Binge,2 Weeks,oneplus,0,P25-54Binge2 Weeksoneplus0,234759.546,2648.3,-0.53,10700000
P25-54,Netflix,2 Weeks,oneplus,0,P25-54Netflix2 Weeksoneplus0,366869.118,2206.91,-0.82,10700000
P25-54,Optus Sport,2 Weeks,oneplus,0,P25-54Optus Sport2 Weeksoneplus0,364000,2206.91,-0.9,10700000
P25-54,Amazon Prime,2 Weeks,oneplus,0,P25-54Amazon Prime2 Weeksoneplus0,1144699.813,2206.91,-0.8,10700000
P18-44,Linear TV Metro & Regional,2 Weeks,oneplus,0,P18-44Linear TV Metro & Regional2 Weeksoneplus0,5280000,642,-0.55,9700000
P18-44,Linear TV Metro,2 Weeks,oneplus,0,P18-44Linear TV Metro2 Weeksoneplus0,3480000,680.91,-0.55,9700000
P18-44,Linear TV Regional,2 Weeks,oneplus,0,P18-44Linear TV Regional2 Weeksoneplus0,1881853.968,622.55,-0.55,9700000
P18-44,Linear TV Metro 5 Cap Seven Network,2 Weeks,oneplus,0,P18-44Linear TV Metro 5 Cap Seven Network2 Weeksoneplus0,2315042.048,680.91,-0.55,9700000
P18-44,Linear TV Metro 5 Cap Nine Network,2 Weeks,oneplus,0,P18-44Linear TV Metro 5 Cap Nine Network2 Weeksoneplus0,2419115.888,680.91,-0.55,9700000
P18-44,Linear TV Metro 5 Cap Ten Network,2 Weeks,oneplus,0,P18-44Linear TV Metro 5 Cap Ten Network2 Weeksoneplus0,1601164.576,680.91,-0.55,9700000
P18-44,Linear TV Metro 5 Cap SBS Network,2 Weeks,oneplus,0,P18-44Linear TV Metro 5 Cap SBS Network2 Weeksoneplus0,731969.312,680.91,-0.55,9700000
P18-44,Linear TV Regional 4 Seven Network,2 Weeks,oneplus,0,P18-44Linear TV Regional 4 Seven Network2 Weeksoneplus0,994993.888,622.55,-0.55,9700000
P18-44,Linear TV Regional 4 Nine Network,2 Weeks,oneplus,0,P18-44Linear TV Regional 4 Nine Network2 Weeksoneplus0,1039724.32,622.55,-0.55,9700000
P18-44,Linear TV Regional 4 Ten Network,2 Weeks,oneplus,0,P18-44Linear TV Regional 4 Ten Network2 Weeksoneplus0,688172.8,622.55,-0.55,9700000
P18-44,Linear TV Regional 4 SBS Network,2 Weeks,oneplus,0,P18-44Linear TV Regional 4 SBS Network2 Weeksoneplus0,314596.872,622.55,-0.55,9700000
P18-44,Foxtel Linear,2 Weeks,oneplus,0,P18-44Foxtel Linear2 Weeksoneplus0,1001026.648,583.64,-0.55,9700000
P18-44,YouTube TrueView,2 Weeks,oneplus,0,P18-44YouTube TrueView2 Weeksoneplus0,5664800,52426.37,-0.85,9700000
P18-44,YouTube Instant Reserve,2 Weeks,oneplus,0,P18-44YouTube Instant Reserve2 Weeksoneplus0,5556160,1625.23,-0.55,9700000
P18-44,YouTube Select,2 Weeks,oneplus,0,P18-44YouTube Select2 Weeksoneplus0,3750539.968,14358.34,-0.75,9700000
P18-44,YouTube OMG Select,2 Weeks,oneplus,0,P18-44YouTube OMG Select2 Weeksoneplus0,2442940.44,156526.57,-0.98,9700000
P18-44,Nine Now,2 Weeks,oneplus,0,P18-44Nine Now2 Weeksoneplus0,1404129.102,2334.55,-0.55,9700000
P18-44,Ten Play,2 Weeks,oneplus,0,P18-44Ten Play2 Weeksoneplus0,650706.5433,1945.46,-0.55,9700000
P18-44,Seven Plus,2 Weeks,oneplus,0,P18-44Seven Plus2 Weeksoneplus0,468783.308,1945.46,-0.55,9700000
P18-44,SBS On Demand,2 Weeks,oneplus,0,P18-44SBS On Demand2 Weeksoneplus0,395615.206,1750.91,-0.55,9700000
P18-44,Kayo,2 Weeks,oneplus,0,P18-44Kayo2 Weeksoneplus0,1230204.745,1984.36,-0.55,9700000
P18-44,Foxtel Go,2 Weeks,oneplus,0,P18-44Foxtel Go2 Weeksoneplus0,502199.257,1945.46,-0.55,9700000
P18-44,Binge,2 Weeks,oneplus,0,P18-44Binge2 Weeksoneplus0,282819.404,2334.55,-0.55,9700000
P18-44,Netflix,2 Weeks,oneplus,0,P18-44Netflix2 Weeksoneplus0,472582.285,1945.46,-0.82,9700000
P18-44,Optus Sport,2 Weeks,oneplus,0,P18-44Optus Sport2 Weeksoneplus0,472582.285,1945.46,-0.9,9700000
P18-44,Amazon Prime,2 Weeks,oneplus,0,P18-44Amazon Prime2 Weeksoneplus0,1184474.911,1945.46,-0.8,9700000
P18-64,Linear TV Metro & Regional,2 Weeks,oneplus,0,P18-64Linear TV Metro & Regional2 Weeksoneplus0,10326341.07,695.74,-0.53,16000000
P18-64,Linear TV Metro,2 Weeks,oneplus,0,P18-64Linear TV Metro2 Weeksoneplus0,7222252.032,737.91,-0.53,16000000
P18-64,Linear TV Regional,2 Weeks,oneplus,0,P18-64Linear TV Regional2 Weeksoneplus0,3104089.024,674.66,-0.53,16000000
P18-64,Linear TV Metro 5 Cap Seven Network,2 Weeks,oneplus,0,P18-64Linear TV Metro 5 Cap Seven Network2 Weeksoneplus0,4717126.312,737.91,-0.53,16000000
P18-64,Linear TV Metro 5 Cap Nine Network,2 Weeks,oneplus,0,P18-64Linear TV Metro 5 Cap Nine Network2 Weeksoneplus0,4929187.016,737.91,-0.53,16000000
P18-64,Linear TV Metro 5 Cap Ten Network,2 Weeks,oneplus,0,P18-64Linear TV Metro 5 Cap Ten Network2 Weeksoneplus0,3262530.616,737.91,-0.53,16000000
P18-64,Linear TV Metro 5 Cap SBS Network,2 Weeks,oneplus,0,P18-64Linear TV Metro 5 Cap SBS Network2 Weeksoneplus0,1491459.608,737.91,-0.53,16000000
P18-64,Linear TV Regional 4 Seven Network,2 Weeks,oneplus,0,P18-64Linear TV Regional 4 Seven Network2 Weeksoneplus0,2027398.096,674.66,-0.53,16000000
P18-64,Linear TV Regional 4 Nine Network,2 Weeks,oneplus,0,P18-64Linear TV Regional 4 Nine Network2 Weeksoneplus0,2118540.76,674.66,-0.53,16000000
P18-64,Linear TV Regional 4 Ten Network,2 Weeks,oneplus,0,P18-64Linear TV Regional 4 Ten Network2 Weeksoneplus0,1402219.896,674.66,-0.53,16000000
P18-64,Linear TV Regional 4 SBS Network,2 Weeks,oneplus,0,P18-64Linear TV Regional 4 SBS Network2 Weeksoneplus0,641022.136,674.66,-0.53,16000000
P18-64,Foxtel Linear,2 Weeks,oneplus,0,P18-64Foxtel Linear2 Weeksoneplus0,2550971.792,632.49,-0.53,16000000
P18-64,YouTube TrueView,2 Weeks,oneplus,0,P18-64YouTube TrueView2 Weeksoneplus0,9433600,62104.98,-0.85,16000000
P18-64,YouTube Instant Reserve,2 Weeks,oneplus,0,P18-64YouTube Instant Reserve2 Weeksoneplus0,8832000,1577.01,-0.53,16000000
P18-64,YouTube Select,2 Weeks,oneplus,0,P18-64YouTube Select2 Weeksoneplus0,6186457.68,36817.02,-0.81,16000000
P18-64,YouTube OMG Select,2 Weeks,oneplus,0,P18-64YouTube OMG Select2 Weeksoneplus0,4029592.472,158485.62,-0.97,16000000
P18-64,Nine Now,2 Weeks,oneplus,0,P18-64Nine Now2 Weeksoneplus0,2316089.244,2529.97,-0.53,16000000
P18-64,Ten Play,2 Weeks,oneplus,0,P18-64Ten Play2 Weeksoneplus0,1073330.375,2108.31,-0.53,16000000
P18-64,Seven Plus,2 Weeks,oneplus,0,P18-64Seven Plus2 Weeksoneplus0,1028714.736,2108.31,-0.53,16000000
P18-64,SBS On Demand,2 Weeks,oneplus,0,P18-64SBS On Demand2 Weeksoneplus0,768025.083,1897.48,-0.53,16000000
P18-64,Kayo,2 Weeks,oneplus,0,P18-64Kayo2 Weeksoneplus0,1798275.864,2150.47,-0.53,16000000
P18-64,Foxtel Go,2 Weeks,oneplus,0,P18-64Foxtel Go2 Weeksoneplus0,828369.906,2108.31,-0.53,16000000
P18-64,Binge,2 Weeks,oneplus,0,P18-64Binge2 Weeksoneplus0,351042.314,2529.97,-0.53,16000000
P18-64,Netflix,2 Weeks,oneplus,0,P18-64Netflix2 Weeksoneplus0,548589.342,2108.31,-0.82,16000000
P18-64,Optus Sport,2 Weeks,oneplus,0,P18-64Optus Sport2 Weeksoneplus0,548589.342,2108.31,-0.9,16000000
P18-64,Amazon Prime,2 Weeks,oneplus,0,P18-64Amazon Prime2 Weeksoneplus0,1711700.655,2108.31,-0.8,16000000
P18+,Linear TV Metro & Regional,1 Week,oneplus,0,P18+Linear TV Metro & Regional1 Weekoneplus0,11633268.61,12827.14,-0.84,20600000
P18+,Linear TV Metro,1 Week,oneplus,0,P18+Linear TV Metro1 Weekoneplus0,8136318.302,13604.54,-0.84,20600000
P18+,Linear TV Regional,1 Week,oneplus,0,P18+Linear TV Regional1 Weekoneplus0,3496950.289,12438.43,-0.84,20600000
P18+,Linear TV Metro 5 Cap Seven Network,1 Week,oneplus,0,P18+Linear TV Metro 5 Cap Seven Network1 Weekoneplus0,5567191.784,13604.54,-0.84,20600000
P18+,Linear TV Metro 5 Cap Nine Network,1 Week,oneplus,0,P18+Linear TV Metro 5 Cap Nine Network1 Weekoneplus0,5817467.593,13604.54,-0.84,20600000
P18+,Linear TV Metro 5 Cap Ten Network,1 Week,oneplus,0,P18+Linear TV Metro 5 Cap Ten Network1 Weekoneplus0,3850465.815,13604.54,-0.84,20600000
P18+,Linear TV Metro 5 Cap SBS Network,1 Week,oneplus,0,P18+Linear TV Metro 5 Cap SBS Network1 Weekoneplus0,1760233.062,13604.54,-0.84,20600000
P18+,Linear TV Regional 4 Seven Network,1 Week,oneplus,0,P18+Linear TV Regional 4 Seven Network1 Weekoneplus0,2392752.131,12438.43,-0.84,20600000
P18+,Linear TV Regional 4 Nine Network,1 Week,oneplus,0,P18+Linear TV Regional 4 Nine Network1 Weekoneplus0,2500319.458,12438.43,-0.84,20600000
P18+,Linear TV Regional 4 Ten Network,1 Week,oneplus,0,P18+Linear TV Regional 4 Ten Network1 Weekoneplus0,1654911.601,12438.43,-0.84,20600000
P18+,Linear TV Regional 4 SBS Network,1 Week,oneplus,0,P18+Linear TV Regional 4 SBS Network1 Weekoneplus0,756539.665,12438.43,-0.84,20600000
P18+,Foxtel Linear,1 Week,oneplus,0,P18+Foxtel Linear1 Weekoneplus0,2603454.154,11661.03,-0.84,20600000
P18+,YouTube TrueView,1 Week,oneplus,0,P18+YouTube TrueView1 Weekoneplus0,10079580,11061,-0.71,20600000
P18+,YouTube Instant Reserve,1 Week,oneplus,0,P18+YouTube Instant Reserve1 Weekoneplus0,9517200,29891.11,-0.84,20600000
P18+,YouTube Select,1 Week,oneplus,0,P18+YouTube Select1 Weekoneplus0,4813487.28,79835.86,-0.91,20600000
P18+,YouTube OMG Select,1 Week,oneplus,0,P18+YouTube OMG Select1 Weekoneplus0,2463228.425,101475.09,-1.01,20600000
P18+,Nine Now,1 Week,oneplus,0,P18+Nine Now1 Weekoneplus0,945290.7965,37979.10627,-0.995546044,20600000
P18+,Ten Play,1 Week,oneplus,0,P18+Ten Play1 Weekoneplus0,552246.8511,21926.25938,-1.004288555,20600000
P18+,Seven Plus,1 Week,oneplus,0,P18+Seven Plus1 Weekoneplus0,899030.176,38870.11,-0.84,20600000
P18+,SBS On Demand,1 Week,oneplus,0,P18+SBS On Demand1 Weekoneplus0,776939.658,34983.1,-0.84,20600000
P18+,Kayo,1 Week,oneplus,0,P18+Kayo1 Weekoneplus0,1819148.711,39647.51,-0.84,20600000
P18+,Foxtel Go,1 Week,oneplus,0,P18+Foxtel Go1 Weekoneplus0,837984.917,38870.11,-0.84,20600000
P18+,Binge,1 Week,oneplus,0,P18+Binge1 Weekoneplus0,355116.916,46644.13,-0.84,20600000
P18+,Netflix,1 Week,oneplus,0,P18+Netflix1 Weekoneplus0,554956.8915,38870.11,-0.82,20600000
P18+,Optus Sport,1 Week,oneplus,0,P18+Optus Sport1 Weekoneplus0,554956.8915,38870.11,-0.9,20600000
P18+,Amazon Prime,1 Week,oneplus,0,P18+Amazon Prime1 Weekoneplus0,2402691.59,38870.11,-0.8,20600000
P25-54,Linear TV Metro & Regional,1 Week,oneplus,0,P25-54Linear TV Metro & Regional1 Weekoneplus0,6042523.018,728.28,-0.53,10700000
P25-54,Linear TV Metro,1 Week,oneplus,0,P25-54Linear TV Metro1 Weekoneplus0,4226145.917,772.42,-0.53,10700000
P25-54,Linear TV Regional,1 Week,oneplus,0,P25-54Linear TV Regional1 Weekoneplus0,1816377.094,706.21,-0.53,10700000
P25-54,Linear TV Metro 5 Cap Seven Network,1 Week,oneplus,0,P25-54Linear TV Metro 5 Cap Seven Network1 Weekoneplus0,2628815.189,772.42,-0.53,10700000
P25-54,Linear TV Metro 5 Cap Nine Network,1 Week,oneplus,0,P25-54Linear TV Metro 5 Cap Nine Network1 Weekoneplus0,2746994.845,772.42,-0.53,10700000
P25-54,Linear TV Metro 5 Cap Ten Network,1 Week,oneplus,0,P25-54Linear TV Metro 5 Cap Ten Network1 Weekoneplus0,1818181.12,772.42,-0.53,10700000
P25-54,Linear TV Metro 5 Cap SBS Network,1 Week,oneplus,0,P25-54Linear TV Metro 5 Cap SBS Network1 Weekoneplus0,831178.012,772.42,-0.53,10700000
P25-54,Linear TV Regional 4 Seven Network,1 Week,oneplus,0,P25-54Linear TV Regional 4 Seven Network1 Weekoneplus0,1129852.066,706.21,-0.53,10700000
P25-54,Linear TV Regional 4 Nine Network,1 Week,oneplus,0,P25-54Linear TV Regional 4 Nine Network1 Weekoneplus0,1180645.109,706.21,-0.53,10700000
P25-54,Linear TV Regional 4 Ten Network,1 Week,oneplus,0,P25-54Linear TV Regional 4 Ten Network1 Weekoneplus0,781445.462,706.21,-0.53,10700000
P25-54,Linear TV Regional 4 SBS Network,1 Week,oneplus,0,P25-54Linear TV Regional 4 SBS Network1 Weekoneplus0,357236.292,706.21,-0.53,10700000
P25-54,Foxtel Linear,1 Week,oneplus,0,P25-54Foxtel Linear1 Weekoneplus0,1352279.586,662.07,-0.53,10700000
P25-54,YouTube TrueView,1 Week,oneplus,0,P25-54YouTube TrueView1 Weekoneplus0,5385310,26084.89,-0.78,10700000
P25-54,YouTube Instant Reserve,1 Week,oneplus,0,P25-54YouTube Instant Reserve1 Weekoneplus0,5385310,1547.05,-0.53,10700000
P25-54,YouTube Select,1 Week,oneplus,0,P25-54YouTube Select1 Weekoneplus0,3645723.018,728.28,-0.53,10700000
P25-54,YouTube OMG Select,1 Week,oneplus,0,P25-54YouTube OMG Select1 Weekoneplus0,2357941.222,81328,-0.92,10700000
P25-54,Nine Now,1 Week,oneplus,0,P25-54Nine Now1 Weekoneplus0,1248924.597,696.92,-0.53,10700000
P25-54,Ten Play,1 Week,oneplus,0,P25-54Ten Play1 Weekoneplus0,734692.3116,410,-0.52,10700000
P25-54,Seven Plus,1 Week,oneplus,0,P25-54Seven Plus1 Weekoneplus0,521971.9835,390,-0.58,10700000
P25-54,SBS On Demand,1 Week,oneplus,0,P25-54SBS On Demand1 Weekoneplus0,458556.0375,522.69,-0.61,10700000
P25-54,Kayo,1 Week,oneplus,0,P25-54Kayo1 Weekoneplus0,944897.6295,2251.05,-0.53,10700000
P25-54,Foxtel Go,1 Week,oneplus,0,P25-54Foxtel Go1 Weekoneplus0,435264.0105,2206.91,-0.53,10700000
P25-54,Binge,1 Week,oneplus,0,P25-54Binge1 Weekoneplus0,184453.929,2648.3,-0.53,10700000
P25-54,Netflix,1 Week,oneplus,0,P25-54Netflix1 Weekoneplus0,288254.307,2206.91,-0.82,10700000
P25-54,Optus Sport,1 Week,oneplus,0,P25-54Optus Sport1 Weekoneplus0,286000,2206.91,-0.9,10700000
P25-54,Amazon Prime,1 Week,oneplus,0,P25-54Amazon Prime1 Weekoneplus0,937049.7201,2206.91,-0.8,10700000
P18-44,Linear TV Metro & Regional,1 Week,oneplus,0,P18-44Linear TV Metro & Regional1 Weekoneplus0,4620000,642,-0.55,9700000
P18-44,Linear TV Metro,1 Week,oneplus,0,P18-44Linear TV Metro1 Weekoneplus0,3045000,680.91,-0.55,9700000
P18-44,Linear TV Regional,1 Week,oneplus,0,P18-44Linear TV Regional1 Weekoneplus0,1646622.222,622.55,-0.55,9700000
P18-44,Linear TV Metro 5 Cap Seven Network,1 Week,oneplus,0,P18-44Linear TV Metro 5 Cap Seven Network1 Weekoneplus0,2025661.792,680.91,-0.55,9700000
P18-44,Linear TV Metro 5 Cap Nine Network,1 Week,oneplus,0,P18-44Linear TV Metro 5 Cap Nine Network1 Weekoneplus0,2116726.402,680.91,-0.55,9700000
P18-44,Linear TV Metro 5 Cap Ten Network,1 Week,oneplus,0,P18-44Linear TV Metro 5 Cap Ten Network1 Weekoneplus0,1401019.004,680.91,-0.55,9700000
