Demo,Channel 1,Channel 2,Overlap.Factor
P18+,P18+Linear TV Metro,P18+Linear TV Metro 5 Cap Ten Network,1.00
P18+,P18+Linear TV Metro,P18+Linear TV Metro 5 Cap SBS Network,1.00
P18+,P18+Linear TV Metro,P18+Linear TV Regional 4 Seven Network,1.00
P18+,P18+Linear TV Metro,P18+Linear TV Regional 4 Nine Network,1.00
P18+,P18+Linear TV Metro,P18+Linear TV Regional 4 Ten Network,1.00
P18+,P18+Linear TV Metro,P18+Linear TV Regional 4 SBS Network,1.00
P18+,P18+Linear TV Metro,P18+Foxtel Linear,1.00
P18+,P18+Linear TV Metro,P18+YouTube TrueView,1.00
P18+,P18+Linear TV Metro,P18+YouTube Instant Reserve,1.00
P18+,P18+Linear TV Metro,P18+YouTube Select,1.00
P18+,P18+Linear TV Metro,P18+YouTube OMG Select,1.00
P18+,P18+Linear TV Metro,P18+Nine Now,1.00
P18+,P18+Linear TV Metro,P18+Ten Play,1.00
P18+,P18+Linear TV Metro,P18+Seven Plus,1.00
P18+,P18+Linear TV Metro,P18+SBS On Demand,1.00
P18+,P18+Linear TV Metro,P18+Kayo,1.00
P18+,P18+Linear TV Metro,P18+Foxtel Go,1.00
P18+,P18+Linear TV Metro,P18+Binge,1.00
P18+,P18+Linear TV Metro,P18+Netflix,1.00
P18+,P18+Linear TV Metro,P18+Optus Sport,1.00
P18+,P18+Linear TV Metro,P18+Amazon Prime,1.00
P18+,P18+Linear TV Regional,P18+Linear TV Metro 5 Cap Seven Network,1.00
P18+,P18+Linear TV Regional,P18+Linear TV Metro 5 Cap Nine Network,1.00
P18+,P18+Linear TV Regional,P18+Linear TV Metro 5 Cap Ten Network,1.00
P18+,P18+Linear TV Regional,P18+Linear TV Metro 5 Cap SBS Network,1.00
P18+,P18+Linear TV Regional,P18+Linear TV Regional 4 Seven Network,1.00
P18+,P18+Linear TV Regional,P18+Linear TV Regional 4 Nine Network,1.00
P18+,P18+Linear TV Regional,P18+Linear TV Regional 4 Ten Network,1.00
P18+,P18+Linear TV Regional,P18+Linear TV Regional 4 SBS Network,1.00
P18+,P18+Linear TV Regional,P18+Foxtel Linear,1.00
P18+,P18+Linear TV Regional,P18+YouTube TrueView,1.00
P18+,P18+Linear TV Regional,P18+YouTube Instant Reserve,1.00
P18+,P18+Linear TV Regional,P18+YouTube Select,1.00
P18+,P18+Linear TV Regional,P18+YouTube OMG Select,1.00
P18+,P18+Linear TV Regional,P18+Nine Now,1.00
P18+,P18+Linear TV Regional,P18+Ten Play,1.00
P18+,P18+Linear TV Regional,P18+Seven Plus,1.00
P18+,P18+Linear TV Regional,P18+SBS On Demand,1.00
P18+,P18+Linear TV Regional,P18+Kayo,1.00
P18+,P18+Linear TV Regional,P18+Foxtel Go,1.00
P18+,P18+Linear TV Regional,P18+Binge,1.00
P18+,P18+Linear TV Regional,P18+Netflix,1.00
P18+,P18+Linear TV Regional,P18+Optus Sport,1.00
P18+,P18+Linear TV Regional,P18+Amazon Prime,1.00
P18+,P18+Linear TV Metro 5 Cap Seven Network,P18+Linear TV Metro 5 Cap Nine Network,1.00
P18+,P18+Linear TV Metro 5 Cap Seven Network,P18+Linear TV Metro 5 Cap Ten Network,1.00
P18+,P18+Linear TV Metro 5 Cap Seven Network,P18+Linear TV Metro 5 Cap SBS Network,1.00
P18+,P18+Linear TV Metro 5 Cap Seven Network,P18+Linear TV Regional 4 Seven Network,1.00
P18+,P18+Linear TV Metro 5 Cap Seven Network,P18+Linear TV Regional 4 Nine Network,1.00
P18+,P18+Linear TV Metro 5 Cap Seven Network,P18+Linear TV Regional 4 Ten Network,1.00
P18+,P18+Linear TV Metro 5 Cap Seven Network,P18+Linear TV Regional 4 SBS Network,1.00
P18+,P18+Linear TV Metro 5 Cap Seven Network,P18+Foxtel Linear,1.00
P18+,P18+Linear TV Metro 5 Cap Seven Network,P18+YouTube TrueView,1.00
P18+,P18+Linear TV Metro 5 Cap Seven Network,P18+YouTube Instant Reserve,1.00
P18+,P18+Linear TV Metro 5 Cap Seven Network,P18+YouTube Select,1.00
P18+,P18+Linear TV Metro 5 Cap Seven Network,P18+YouTube OMG Select,1.00
P18+,P18+Linear TV Metro 5 Cap Seven Network,P18+Nine Now,1.00
P18+,P18+Linear TV Metro 5 Cap Seven Network,P18+Ten Play,1.00
P18+,P18+Linear TV Metro 5 Cap Seven Network,P18+Seven Plus,1.00
P18+,P18+Linear TV Metro 5 Cap Seven Network,P18+SBS On Demand,1.00
P18+,P18+Linear TV Metro 5 Cap Seven Network,P18+Kayo,1.00
P18+,P18+Linear TV Metro 5 Cap Seven Network,P18+Foxtel Go,1.00
P18+,P18+Linear TV Metro 5 Cap Seven Network,P18+Binge,1.00
P18+,P18+Linear TV Metro 5 Cap Seven Network,P18+Netflix,1.00
P18+,P18+Linear TV Metro 5 Cap Seven Network,P18+Optus Sport,1.00
P18+,P18+Linear TV Metro 5 Cap Seven Network,P18+Amazon Prime,1.00
P18+,P18+Linear TV Metro 5 Cap Nine Network,P18+Linear TV Metro 5 Cap Ten Network,1.00
P18+,P18+Linear TV Metro 5 Cap Nine Network,P18+Linear TV Metro 5 Cap SBS Network,1.00
P18+,P18+Linear TV Metro 5 Cap Nine Network,P18+Linear TV Regional 4 Seven Network,1.00
P18+,P18+Linear TV Metro 5 Cap Nine Network,P18+Linear TV Regional 4 Nine Network,1.00
P18+,P18+Linear TV Metro 5 Cap Nine Network,P18+Linear TV Regional 4 Ten Network,1.00
P18+,P18+Linear TV Metro 5 Cap Nine Network,P18+Linear TV Regional 4 SBS Network,1.00
P18+,P18+Linear TV Metro 5 Cap Nine Network,P18+Foxtel Linear,1.00
P18+,P18+Linear TV Metro 5 Cap Nine Network,P18+YouTube TrueView,1.00
P18+,P18+Linear TV Metro 5 Cap Nine Network,P18+YouTube Instant Reserve,1.00
P18+,P18+Linear TV Metro 5 Cap Nine Network,P18+YouTube Select,1.00
P18+,P18+Linear TV Metro 5 Cap Nine Network,P18+YouTube OMG Select,1.00
P18+,P18+Linear TV Metro 5 Cap Nine Network,P18+Nine Now,1.00
P18+,P18+Linear TV Metro 5 Cap Nine Network,P18+Ten Play,1.00
P18+,P18+Linear TV Metro 5 Cap Nine Network,P18+Seven Plus,1.00
P18+,P18+Linear TV Metro 5 Cap Nine Network,P18+SBS On Demand,1.00
P18+,P18+Linear TV Metro 5 Cap Nine Network,P18+Kayo,1.00
P18+,P18+Linear TV Metro 5 Cap Nine Network,P18+Foxtel Go,1.00
P18+,P18+Linear TV Metro 5 Cap Nine Network,P18+Binge,1.00
P18+,P18+Linear TV Metro 5 Cap Nine Network,P18+Netflix,1.00
P18+,P18+Linear TV Metro 5 Cap Nine Network,P18+Optus Sport,1.00
P18+,P18+Linear TV Metro 5 Cap Nine Network,P18+Amazon Prime,1.00
P18+,P18+Linear TV Metro 5 Cap Ten Network,P18+Linear TV Metro 5 Cap SBS Network,1.00
P18+,P18+Linear TV Metro 5 Cap Ten Network,P18+Linear TV Regional 4 Seven Network,1.00
P18+,P18+Linear TV Metro 5 Cap Ten Network,P18+Linear TV Regional 4 Nine Network,1.00
P18+,P18+Linear TV Metro 5 Cap Ten Network,P18+Linear TV Regional 4 Ten Network,1.00
P18+,P18+Linear TV Metro 5 Cap Ten Network,P18+Linear TV Regional 4 SBS Network,1.00
P18+,P18+Linear TV Metro 5 Cap Ten Network,P18+Foxtel Linear,1.00
P18+,P18+Linear TV Metro 5 Cap Ten Network,P18+YouTube TrueView,1.00
P18+,P18+Linear TV Metro 5 Cap Ten Network,P18+YouTube Instant Reserve,1.00
P18+,P18+Linear TV Metro 5 Cap Ten Network,P18+YouTube Select,1.00
P18+,P18+Linear TV Metro 5 Cap Ten Network,P18+YouTube OMG Select,1.00
P18+,P18+Linear TV Metro 5 Cap Ten Network,P18+Nine Now,1.00
P18+,P18+Linear TV Metro 5 Cap Ten Network,P18+Ten Play,1.00
P18+,P18+Linear TV Metro 5 Cap Ten Network,P18+Seven Plus,1.00
P18+,P18+Linear TV Metro 5 Cap Ten Network,P18+SBS On Demand,1.00
P18+,P18+Linear TV Metro 5 Cap Ten Network,P18+Kayo,1.00
P18+,P18+Linear TV Metro 5 Cap Ten Network,P18+Foxtel Go,1.00
P18+,P18+Linear TV Metro 5 Cap Ten Network,P18+Binge,1.00
P18+,P18+Linear TV Metro 5 Cap Ten Network,P18+Netflix,1.00
P18+,P18+Linear TV Metro 5 Cap Ten Network,P18+Optus Sport,1.00
P18+,P18+Linear TV Metro 5 Cap Ten Network,P18+Amazon Prime,1.00
P18+,P18+Linear TV Metro 5 Cap SBS Network,P18+Linear TV Regional 4 Seven Network,1.00
P18+,P18+Linear TV Metro 5 Cap SBS Network,P18+Linear TV Regional 4 Nine Network,1.00
P18+,P18+Linear TV Metro 5 Cap SBS Network,P18+Linear TV Regional 4 Ten Network,1.00
P18+,P18+Linear TV Metro 5 Cap SBS Network,P18+Linear TV Regional 4 SBS Network,1.00
P18+,P18+Linear TV Metro 5 Cap SBS Network,P18+Foxtel Linear,1.00
P18+,P18+Linear TV Metro 5 Cap SBS Network,P18+YouTube TrueView,1.00
P18+,P18+Linear TV Metro 5 Cap SBS Network,P18+YouTube Instant Reserve,1.00
P18+,P18+Linear TV Metro 5 Cap SBS Network,P18+YouTube Select,1.00
P18+,P18+Linear TV Metro 5 Cap SBS Network,P18+YouTube OMG Select,1.00
P18+,P18+Linear TV Metro 5 Cap SBS Network,P18+Nine Now,1.00
P18+,P18+Linear TV Metro 5 Cap SBS Network,P18+Ten Play,1.00
P18+,P18+Linear TV Metro 5 Cap SBS Network,P18+Seven Plus,1.00
P18+,P18+Linear TV Metro 5 Cap SBS Network,P18+SBS On Demand,1.00
P18+,P18+Linear TV Metro 5 Cap SBS Network,P18+Kayo,1.00
P18+,P18+Linear TV Metro 5 Cap SBS Network,P18+Foxtel Go,1.00
P18+,P18+Linear TV Metro 5 Cap SBS Network,P18+Binge,1.00
P18+,P18+Linear TV Metro 5 Cap SBS Network,P18+Netflix,1.00
P18+,P18+Linear TV Metro 5 Cap SBS Network,P18+Optus Sport,1.00
P18+,P18+Linear TV Metro 5 Cap SBS Network,P18+Amazon Prime,1.00
P18+,P18+Linear TV Regional 4 Seven Network,P18+Linear TV Regional 4 Nine Network,1.00
P18+,P18+Linear TV Regional 4 Seven Network,P18+Linear TV Regional 4 Ten Network,1.00
P18+,P18+Linear TV Regional 4 Seven Network,P18+Linear TV Regional 4 SBS Network,1.00
P18+,P18+Linear TV Regional 4 Seven Network,P18+Foxtel Linear,1.00
P18+,P18+Linear TV Regional 4 Seven Network,P18+YouTube TrueView,1.00
P18+,P18+Linear TV Regional 4 Seven Network,P18+YouTube Instant Reserve,1.00
P18+,P18+Linear TV Regional 4 Seven Network,P18+YouTube Select,1.00
P18+,P18+Linear TV Regional 4 Seven Network,P18+YouTube OMG Select,1.00
P18+,P18+Linear TV Regional 4 Seven Network,P18+Nine Now,1.00
P18+,P18+Linear TV Regional 4 Seven Network,P18+Ten Play,1.00
P18+,P18+Linear TV Regional 4 Seven Network,P18+Seven Plus,1.00
P18+,P18+Linear TV Regional 4 Seven Network,P18+SBS On Demand,1.00
P18+,P18+Linear TV Regional 4 Seven Network,P18+Kayo,1.00
P18+,P18+Linear TV Regional 4 Seven Network,P18+Foxtel Go,1.00
P18+,P18+Linear TV Regional 4 Seven Network,P18+Binge,1.00
P18+,P18+Linear TV Regional 4 Seven Network,P18+Netflix,1.00
P18+,P18+Linear TV Regional 4 Seven Network,P18+Optus Sport,1.00
P18+,P18+Linear TV Regional 4 Seven Network,P18+Amazon Prime,1.00
P18+,P18+Linear TV Regional 4 Nine Network,P18+Linear TV Regional 4 Ten Network,1.00
P18+,P18+Linear TV Regional 4 Nine Network,P18+Linear TV Regional 4 SBS Network,1.00
P18+,P18+Linear TV Regional 4 Nine Network,P18+Foxtel Linear,1.00
P18+,P18+Linear TV Regional 4 Nine Network,P18+YouTube TrueView,1.00
P18+,P18+Linear TV Regional 4 Nine Network,P18+YouTube Instant Reserve,1.00
P18+,P18+Linear TV Regional 4 Nine Network,P18+YouTube Select,1.00
P18+,P18+Linear TV Regional 4 Nine Network,P18+YouTube OMG Select,1.00
P18+,P18+Linear TV Regional 4 Nine Network,P18+Nine Now,1.00
P18+,P18+Linear TV Regional 4 Nine Network,P18+Ten Play,1.00
P18+,P18+Linear TV Regional 4 Nine Network,P18+Seven Plus,1.00
P18+,P18+Linear TV Regional 4 Nine Network,P18+SBS On Demand,1.00
P18+,P18+Linear TV Regional 4 Nine Network,P18+Kayo,1.00
P18+,P18+Linear TV Regional 4 Nine Network,P18+Foxtel Go,1.00
P18+,P18+Linear TV Regional 4 Nine Network,P18+Binge,1.00
P18+,P18+Linear TV Regional 4 Nine Network,P18+Netflix,1.00
P18+,P18+Linear TV Regional 4 Nine Network,P18+Optus Sport,1.00
P18+,P18+Linear TV Regional 4 Nine Network,P18+Amazon Prime,1.00
P18+,P18+Linear TV Regional 4 Ten Network,P18+Linear TV Regional 4 SBS Network,1.00
P18+,P18+Linear TV Regional 4 Ten Network,P18+Foxtel Linear,1.00
P18+,P18+Linear TV Regional 4 Ten Network,P18+YouTube TrueView,1.00
P18+,P18+Linear TV Regional 4 Ten Network,P18+YouTube Instant Reserve,1.00
P18+,P18+Linear TV Regional 4 Ten Network,P18+YouTube Select,1.00
P18+,P18+Linear TV Regional 4 Ten Network,P18+YouTube OMG Select,1.00
P18+,P18+Linear TV Regional 4 Ten Network,P18+Nine Now,1.00
P18+,P18+Linear TV Regional 4 Ten Network,P18+Ten Play,1.00
P18+,P18+Linear TV Regional 4 Ten Network,P18+Seven Plus,1.00
P18+,P18+Linear TV Regional 4 Ten Network,P18+SBS On Demand,1.00
P18+,P18+Linear TV Regional 4 Ten Network,P18+Kayo,1.00
P18+,P18+Linear TV Regional 4 Ten Network,P18+Foxtel Go,1.00
P18+,P18+Linear TV Regional 4 Ten Network,P18+Binge,1.00
P18+,P18+Linear TV Regional 4 Ten Network,P18+Netflix,1.00
P18+,P18+Linear TV Regional 4 Ten Network,P18+Optus Sport,1.00
P18+,P18+Linear TV Regional 4 Ten Network,P18+Amazon Prime,1.00
P18+,P18+Linear TV Regional 4 SBS Network,P18+Foxtel Linear,1.00
P18+,P18+Linear TV Regional 4 SBS Network,P18+YouTube TrueView,1.00
P18+,P18+Linear TV Regional 4 SBS Network,P18+YouTube Instant Reserve,1.00
P18+,P18+Linear TV Regional 4 SBS Network,P18+YouTube Select,1.00
P18+,P18+Linear TV Regional 4 SBS Network,P18+YouTube OMG Select,1.00
P18+,P18+Linear TV Regional 4 SBS Network,P18+Nine Now,1.00
P18+,P18+Linear TV Regional 4 SBS Network,P18+Ten Play,1.00
P18+,P18+Linear TV Regional 4 SBS Network,P18+Seven Plus,1.00
P18+,P18+Linear TV Regional 4 SBS Network,P18+SBS On Demand,1.00
P18+,P18+Linear TV Regional 4 SBS Network,P18+Kayo,1.00
P18+,P18+Linear TV Regional 4 SBS Network,P18+Foxtel Go,1.00
P18+,P18+Linear TV Regional 4 SBS Network,P18+Binge,1.00
P18+,P18+Linear TV Regional 4 SBS Network,P18+Netflix,1.00
P18+,P18+Linear TV Regional 4 SBS Network,P18+Optus Sport,1.00
P18+,P18+Linear TV Regional 4 SBS Network,P18+Amazon Prime,1.00
P18+,P18+Foxtel Linear,P18+YouTube TrueView,1.00
P18+,P18+Foxtel Linear,P18+YouTube Instant Reserve,1.00
P18+,P18+Foxtel Linear,P18+YouTube Select,1.00
P18+,P18+Foxtel Linear,P18+YouTube OMG Select,1.00
P18+,P18+Foxtel Linear,P18+Nine Now,1.00
P18+,P18+Foxtel Linear,P18+Ten Play,1.00
P18+,P18+Foxtel Linear,P18+Seven Plus,1.00
P18+,P18+Foxtel Linear,P18+SBS On Demand,1.00
P18+,P18+Foxtel Linear,P18+Kayo,1.00
P18+,P18+Foxtel Linear,P18+Foxtel Go,1.00
P18+,P18+Foxtel Linear,P18+Binge,1.00
P18+,P18+Foxtel Linear,P18+Netflix,1.00
P18+,P18+Foxtel Linear,P18+Optus Sport,1.00
P18+,P18+Foxtel Linear,P18+Amazon Prime,1.00
P18+,P18+YouTube TrueView,P18+YouTube Instant Reserve,1.00
P18+,P18+YouTube TrueView,P18+YouTube Select,1.00
P18+,P18+YouTube TrueView,P18+YouTube OMG Select,1.00
P18+,P18+YouTube TrueView,P18+Nine Now,1.00
P18+,P18+YouTube TrueView,P18+Ten Play,1.00
P18+,P18+YouTube TrueView,P18+Seven Plus,1.00
P18+,P18+YouTube TrueView,P18+SBS On Demand,1.00
P18+,P18+YouTube TrueView,P18+Kayo,1.00
P18+,P18+YouTube TrueView,P18+Foxtel Go,1.00
P18+,P18+YouTube TrueView,P18+Binge,1.00
P18+,P18+YouTube TrueView,P18+Netflix,1.00
P18+,P18+YouTube TrueView,P18+Optus Sport,1.00
P18+,P18+YouTube TrueView,P18+Amazon Prime,1.00
P18+,P18+YouTube Instant Reserve,P18+YouTube Select,1.00
P18+,P18+YouTube Instant Reserve,P18+YouTube OMG Select,1.00
P18+,P18+YouTube Instant Reserve,P18+Nine Now,1.00
P18+,P18+YouTube Instant Reserve,P18+Ten Play,1.00
P18+,P18+YouTube Instant Reserve,P18+Seven Plus,1.00
P18+,P18+YouTube Instant Reserve,P18+SBS On Demand,1.00
P18+,P18+YouTube Instant Reserve,P18+Kayo,1.00
P18+,P18+YouTube Instant Reserve,P18+Foxtel Go,1.00
P18+,P18+YouTube Instant Reserve,P18+Binge,1.00
P18+,P18+YouTube Instant Reserve,P18+Netflix,1.00
P18+,P18+YouTube Instant Reserve,P18+Optus Sport,1.00
P18+,P18+YouTube Instant Reserve,P18+Amazon Prime,1.00
P18+,P18+YouTube Select,P18+YouTube OMG Select,1.00
P18+,P18+YouTube Select,P18+Nine Now,1.00
P18+,P18+YouTube Select,P18+Ten Play,1.00
P18+,P18+YouTube Select,P18+Seven Plus,1.00
P18+,P18+YouTube Select,P18+SBS On Demand,1.00
P18+,P18+YouTube Select,P18+Kayo,1.00
P18+,P18+YouTube Select,P18+Foxtel Go,1.00
P18+,P18+YouTube Select,P18+Binge,1.00
P18+,P18+YouTube Select,P18+Netflix,1.00
P18+,P18+YouTube Select,P18+Optus Sport,1.00
P18+,P18+YouTube Select,P18+Amazon Prime,1.00
P18+,P18+YouTube OMG Select,P18+Nine Now,1.00
P18+,P18+YouTube OMG Select,P18+Ten Play,1.00
P18+,P18+YouTube OMG Select,P18+Seven Plus,1.00
P18+,P18+YouTube OMG Select,P18+SBS On Demand,1.00
P18+,P18+YouTube OMG Select,P18+Kayo,1.00
P18+,P18+YouTube OMG Select,P18+Foxtel Go,1.00
P18+,P18+YouTube OMG Select,P18+Binge,1.00
P18+,P18+YouTube OMG Select,P18+Netflix,1.00
P18+,P18+YouTube OMG Select,P18+Optus Sport,1.00
P18+,P18+YouTube OMG Select,P18+Amazon Prime,1.00
P18+,P18+Nine Now,P18+Ten Play,1.00
P18+,P18+Nine Now,P18+Seven Plus,1.00
P18+,P18+Nine Now,P18+SBS On Demand,1.00
P18+,P18+Nine Now,P18+Kayo,1.00
P18+,P18+Nine Now,P18+Foxtel Go,1.00
P18+,P18+Nine Now,P18+Binge,1.00
P18+,P18+Nine Now,P18+Netflix,1.00
P18+,P18+Nine Now,P18+Optus Sport,1.00
P18+,P18+Nine Now,P18+Amazon Prime,1.00
P18+,P18+Ten Play,P18+Seven Plus,1.00
P18+,P18+Ten Play,P18+SBS On Demand,1.00
P18+,P18+Ten Play,P18+Kayo,1.00
P18+,P18+Ten Play,P18+Foxtel Go,1.00
P18+,P18+Ten Play,P18+Binge,1.00
P18+,P18+Ten Play,P18+Netflix,1.00
P18+,P18+Ten Play,P18+Optus Sport,1.00
P18+,P18+Ten Play,P18+Amazon Prime,1.00
P18+,P18+Seven Plus,P18+SBS On Demand,1.00
P18+,P18+Seven Plus,P18+Kayo,1.00
P18+,P18+Seven Plus,P18+Foxtel Go,1.00
P18+,P18+Seven Plus,P18+Binge,1.00
P18+,P18+Seven Plus,P18+Netflix,1.00
P18+,P18+Seven Plus,P18+Optus Sport,1.00
P18+,P18+Seven Plus,P18+Amazon Prime,1.00
P18+,P18+SBS On Demand,P18+Kayo,1.00
P18+,P18+SBS On Demand,P18+Foxtel Go,1.00
P18+,P18+SBS On Demand,P18+Binge,1.00
P18+,P18+SBS On Demand,P18+Netflix,1.00
P18+,P18+SBS On Demand,P18+Optus Sport,1.00
P18+,P18+SBS On Demand,P18+Amazon Prime,1.00
P18+,P18+Kayo,P18+Foxtel Go,1.00
P18+,P18+Kayo,P18+Binge,1.00
P18+,P18+Kayo,P18+Netflix,1.00
P18+,P18+Kayo,P18+Optus Sport,1.00
P18+,P18+Kayo,P18+Amazon Prime,1.00
P18+,P18+Foxtel Go,P18+Binge,1.00
P18+,P18+Foxtel Go,P18+Netflix,1.00
P18+,P18+Foxtel Go,P18+Optus Sport,1.00
P18+,P18+Foxtel Go,P18+Amazon Prime,1.00
P18+,P18+Binge,P18+Netflix,1.00
P18+,P18+Binge,P18+Optus Sport,1.00
P18+,P18+Binge,P18+Amazon Prime,1.00
P18+,P18+Netflix,P18+Optus Sport,1.00
P18+,P18+Netflix,P18+Amazon Prime,1.00
P18+,P18+Optus Sport,P18+Amazon Prime,1.00
P18-44,P18-44Linear TV Metro & Regional,P18-44Linear TV Metro,1.00
P18-44,P18-44Linear TV Metro & Regional,P18-44Linear TV Regional,1.00
P18-44,P18-44Linear TV Metro & Regional,P18-44Linear TV Metro 5 Cap Seven Network,1.00
P18-44,P18-44Linear TV Metro & Regional,P18-44Linear TV Metro 5 Cap Nine Network,1.00
P18-44,P18-44Linear TV Metro & Regional,P18-44Linear TV Metro 5 Cap Ten Network,1.00
P18-44,P18-44Linear TV Metro & Regional,P18-44Linear TV Metro 5 Cap SBS Network,1.00
P18-44,P18-44Linear TV Metro & Regional,P18-44Linear TV Regional 4 Seven Network,1.00
P18-44,P18-44Linear TV Metro & Regional,P18-44Linear TV Regional 4 Nine Network,1.00
P18-44,P18-44Linear TV Metro & Regional,P18-44Linear TV Regional 4 Ten Network,1.00
P18-44,P18-44Linear TV Metro & Regional,P18-44Linear TV Regional 4 SBS Network,1.00
P18-44,P18-44Linear TV Metro & Regional,P18-44Foxtel Linear,1.00
P18-44,P18-44Linear TV Metro & Regional,P18-44YouTube TrueView,1.00
P18-44,P18-44Linear TV Metro & Regional,P18-44YouTube Instant Reserve,1.00
P18-44,P18-44Linear TV Metro & Regional,P18-44YouTube Select,1.00
P18-44,P18-44Linear TV Metro & Regional,P18-44YouTube OMG Select,1.00
P18-44,P18-44Linear TV Metro & Regional,P18-44Nine Now,1.00
P18-44,P18-44Linear TV Metro & Regional,P18-44Ten Play,1.00
P18-44,P18-44Linear TV Metro & Regional,P18-44Seven Plus,1.00
P18-44,P18-44Linear TV Metro & Regional,P18-44SBS On Demand,1.00
P18-44,P18-44Linear TV Metro & Regional,P18-44Kayo,1.00
P18-44,P18-44Linear TV Metro & Regional,P18-44Foxtel Go,1.00
P18-44,P18-44Linear TV Metro & Regional,P18-44Binge,1.00
P18-44,P18-44Linear TV Metro & Regional,P18-44Netflix,1.00
P18-44,P18-44Linear TV Metro & Regional,P18-44Optus Sport,1.00
P18-44,P18-44Linear TV Metro & Regional,P18-44Amazon Prime,1.00
P18-44,P18-44Linear TV Metro,P18-44Linear TV Regional,1.00
P18-44,P18-44Linear TV Metro,P18-44Linear TV Metro 5 Cap Seven Network,1.00
P18-44,P18-44Linear TV Metro,P18-44Linear TV Metro 5 Cap Nine Network,1.00
P18-44,P18-44Linear TV Metro,P18-44Linear TV Metro 5 Cap Ten Network,1.00
P18-44,P18-44Linear TV Metro,P18-44Linear TV Metro 5 Cap SBS Network,1.00
P18-44,P18-44Linear TV Metro,P18-44Linear TV Regional 4 Seven Network,1.00
P18-44,P18-44Linear TV Metro,P18-44Linear TV Regional 4 Nine Network,1.00
P18-44,P18-44Linear TV Metro,P18-44Linear TV Regional 4 Ten Network,1.00
P18-44,P18-44Linear TV Metro,P18-44Linear TV Regional 4 SBS Network,1.00
P18-44,P18-44Linear TV Metro,P18-44Foxtel Linear,1.00
P18-44,P18-44Linear TV Metro,P18-44YouTube TrueView,1.00
P18-44,P18-44Linear TV Metro,P18-44YouTube Instant Reserve,1.00
P18-44,P18-44Linear TV Metro,P18-44YouTube Select,1.00
P18-44,P18-44Linear TV Metro,P18-44YouTube OMG Select,1.00
P18-44,P18-44Linear TV Metro,P18-44Nine Now,1.00
P18-44,P18-44Linear TV Metro,P18-44Ten Play,1.00
P18-44,P18-44Linear TV Metro,P18-44Seven Plus,1.00
P18-44,P18-44Linear TV Metro,P18-44SBS On Demand,1.00
P18-44,P18-44Linear TV Metro,P18-44Kayo,1.00
P18-44,P18-44Linear TV Metro,P18-44Foxtel Go,1.00
P18-44,P18-44Linear TV Metro,P18-44Binge,1.00
P18-44,P18-44Linear TV Metro,P18-44Netflix,1.00
P18-44,P18-44Linear TV Metro,P18-44Optus Sport,1.00
P18-44,P18-44Linear TV Metro,P18-44Amazon Prime,1.00
P18-44,P18-44Linear TV Regional,P18-44Linear TV Metro 5 Cap Seven Network,1.00
P18-44,P18-44Linear TV Regional,P18-44Linear TV Metro 5 Cap Nine Network,1.00
P18-44,P18-44Linear TV Regional,P18-44Linear TV Metro 5 Cap Ten Network,1.00
P18-44,P18-44Linear TV Regional,P18-44Linear TV Metro 5 Cap SBS Network,1.00
P18-44,P18-44Linear TV Regional,P18-44Linear TV Regional 4 Seven Network,1.00
P18-44,P18-44Linear TV Regional,P18-44Linear TV Regional 4 Nine Network,1.00
P18-44,P18-44Linear TV Regional,P18-44Linear TV Regional 4 Ten Network,1.00
P18-44,P18-44Linear TV Regional,P18-44Linear TV Regional 4 SBS Network,1.00
P18-44,P18-44Linear TV Regional,P18-44Foxtel Linear,1.00
P18-44,P18-44Linear TV Regional,P18-44YouTube TrueView,1.00
P18-44,P18-44Linear TV Regional,P18-44YouTube Instant Reserve,1.00
P18-44,P18-44Linear TV Regional,P18-44YouTube Select,1.00
P18-44,P18-44Linear TV Regional,P18-44YouTube OMG Select,1.00
P18-44,P18-44Linear TV Regional,P18-44Nine Now,1.00
P18-44,P18-44Linear TV Regional,P18-44Ten Play,1.00
P18-44,P18-44Linear TV Regional,P18-44Seven Plus,1.00
P18-44,P18-44Linear TV Regional,P18-44SBS On Demand,1.00
P18-44,P18-44Linear TV Regional,P18-44Kayo,1.00
P18-44,P18-44Linear TV Regional,P18-44Foxtel Go,1.00
P18-44,P18-44Linear TV Regional,P18-44Binge,1.00
P18-44,P18-44Linear TV Regional,P18-44Netflix,1.00
P18-44,P18-44Linear TV Regional,P18-44Optus Sport,1.00
P18-44,P18-44Linear TV Regional,P18-44Amazon Prime,1.00
P18-44,P18-44Linear TV Metro 5 Cap Seven Network,P18-44Linear TV Metro 5 Cap Nine Network,1.00
P18-44,P18-44Linear TV Metro 5 Cap Seven Network,P18-44Linear TV Metro 5 Cap Ten Network,1.00
P18-44,P18-44Linear TV Metro 5 Cap Seven Network,P18-44Linear TV Metro 5 Cap SBS Network,1.00
P18-44,P18-44Linear TV Metro 5 Cap Seven Network,P18-44Linear TV Regional 4 Seven Network,1.00
P18-44,P18-44Linear TV Metro 5 Cap Seven Network,P18-44Linear TV Regional 4 Nine Network,1.00
P18-44,P18-44Linear TV Metro 5 Cap Seven Network,P18-44Linear TV Regional 4 Ten Network,1.00
P18-44,P18-44Linear TV Metro 5 Cap Seven Network,P18-44Linear TV Regional 4 SBS Network,1.00
P18-44,P18-44Linear TV Metro 5 Cap Seven Network,P18-44Foxtel Linear,1.00
