Demo,Channel 1,Channel 2,Overlap.Factor
P18-64,P18-64Linear TV Metro 5 Cap Nine Network,P18-64Nine Now,1.00
P18-64,P18-64Linear TV Metro 5 Cap Nine Network,P18-64Ten Play,1.00
P18-64,P18-64Linear TV Metro 5 Cap Nine Network,P18-64Seven Plus,1.00
P18-64,P18-64Linear TV Metro 5 Cap Nine Network,P18-64SBS On Demand,1.00
P18-64,P18-64Linear TV Metro 5 Cap Nine Network,P18-64Kayo,1.00
P18-64,P18-64Linear TV Metro 5 Cap Nine Network,P18-64Foxtel Go,1.00
P18-64,P18-64Linear TV Metro 5 Cap Nine Network,P18-64Binge,1.00
P18-64,P18-64Linear TV Metro 5 Cap Nine Network,P18-64Netflix,1.00
P18-64,P18-64Linear TV Metro 5 Cap Nine Network,P18-64Optus Sport,1.00
P18-64,P18-64Linear TV Metro 5 Cap Nine Network,P18-64Amazon Prime,1.00
P18-64,P18-64Linear TV Metro 5 Cap Ten Network,P18-64Linear TV Metro 5 Cap SBS Network,1.00
P18-64,P18-64Linear TV Metro 5 Cap Ten Network,P18-64Linear TV Regional 4 Seven Network,1.00
P18-64,P18-64Linear TV Metro 5 Cap Ten Network,P18-64Linear TV Regional 4 Nine Network,1.00
P18-64,P18-64Linear TV Metro 5 Cap Ten Network,P18-64Linear TV Regional 4 Ten Network,1.00
P18-64,P18-64Linear TV Metro 5 Cap Ten Network,P18-64Linear TV Regional 4 SBS Network,1.00
P18-64,P18-64Linear TV Metro 5 Cap Ten Network,P18-64Foxtel Linear,1.00
P18-64,P18-64Linear TV Metro 5 Cap Ten Network,P18-64YouTube TrueView,1.00
P18-64,P18-64Linear TV Metro 5 Cap Ten Network,P18-64YouTube Instant Reserve,1.00
P18-64,P18-64Linear TV Metro 5 Cap Ten Network,P18-64YouTube Select,1.00
P18-64,P18-64Linear TV Metro 5 Cap Ten Network,P18-64YouTube OMG Select,1.00
P18-64,P18-64Linear TV Metro 5 Cap Ten Network,P18-64Nine Now,1.00
P18-64,P18-64Linear TV Metro 5 Cap Ten Network,P18-64Ten Play,1.00
P18-64,P18-64Linear TV Metro 5 Cap Ten Network,P18-64Seven Plus,1.00
P18-64,P18-64Linear TV Metro 5 Cap Ten Network,P18-64SBS On Demand,1.00
P18-64,P18-64Linear TV Metro 5 Cap Ten Network,P18-64Kayo,1.00
P18-64,P18-64Linear TV Metro 5 Cap Ten Network,P18-64Foxtel Go,1.00
P18-64,P18-64Linear TV Metro 5 Cap Ten Network,P18-64Binge,1.00
P18-64,P18-64Linear TV Metro 5 Cap Ten Network,P18-64Netflix,1.00
P18-64,P18-64Linear TV Metro 5 Cap Ten Network,P18-64Optus Sport,1.00
P18-64,P18-64Linear TV Metro 5 Cap Ten Network,P18-64Amazon Prime,1.00
P18-64,P18-64Linear TV Metro 5 Cap SBS Network,P18-64Linear TV Regional 4 Seven Network,1.00
P18-64,P18-64Linear TV Metro 5 Cap SBS Network,P18-64Linear TV Regional 4 Nine Network,1.00
P18-64,P18-64Linear TV Metro 5 Cap SBS Network,P18-64Linear TV Regional 4 Ten Network,1.00
P18-64,P18-64Linear TV Metro 5 Cap SBS Network,P18-64Linear TV Regional 4 SBS Network,1.00
P18-64,P18-64Linear TV Metro 5 Cap SBS Network,P18-64Foxtel Linear,1.00
P18-64,P18-64Linear TV Metro 5 Cap SBS Network,P18-64YouTube TrueView,1.00
P18-64,P18-64Linear TV Metro 5 Cap SBS Network,P18-64YouTube Instant Reserve,1.00
P18-64,P18-64Linear TV Metro 5 Cap SBS Network,P18-64YouTube Select,1.00
P18-64,P18-64Linear TV Metro 5 Cap SBS Network,P18-64YouTube OMG Select,1.00
P18-64,P18-64Linear TV Metro 5 Cap SBS Network,P18-64Nine Now,1.00
P18-64,P18-64Linear TV Metro 5 Cap SBS Network,P18-64Ten Play,1.00
P18-64,P18-64Linear TV Metro 5 Cap SBS Network,P18-64Seven Plus,1.00
P18-64,P18-64Linear TV Metro 5 Cap SBS Network,P18-64SBS On Demand,1.00
P18-64,P18-64Linear TV Metro 5 Cap SBS Network,P18-64Kayo,1.00
P18-64,P18-64Linear TV Metro 5 Cap SBS Network,P18-64Foxtel Go,1.00
P18-64,P18-64Linear TV Metro 5 Cap SBS Network,P18-64Binge,1.00
P18-64,P18-64Linear TV Metro 5 Cap SBS Network,P18-64Netflix,1.00
P18-64,P18-64Linear TV Metro 5 Cap SBS Network,P18-64Optus Sport,1.00
P18-64,P18-64Linear TV Metro 5 Cap SBS Network,P18-64Amazon Prime,1.00
P18-64,P18-64Linear TV Regional 4 Seven Network,P18-64Linear TV Regional 4 Nine Network,1.00
P18-64,P18-64Linear TV Regional 4 Seven Network,P18-64Linear TV Regional 4 Ten Network,1.00
P18-64,P18-64Linear TV Regional 4 Seven Network,P18-64Linear TV Regional 4 SBS Network,1.00
P18-64,P18-64Linear TV Regional 4 Seven Network,P18-64Foxtel Linear,1.00
P18-64,P18-64Linear TV Regional 4 Seven Network,P18-64YouTube TrueView,1.00
P18-64,P18-64Linear TV Regional 4 Seven Network,P18-64YouTube Instant Reserve,1.00
P18-64,P18-64Linear TV Regional 4 Seven Network,P18-64YouTube Select,1.00
P18-64,P18-64Linear TV Regional 4 Seven Network,P18-64YouTube OMG Select,1.00
P18-64,P18-64Linear TV Regional 4 Seven Network,P18-64Nine Now,1.00
P18-64,P18-64Linear TV Regional 4 Seven Network,P18-64Ten Play,1.00
P18-64,P18-64Linear TV Regional 4 Seven Network,P18-64Seven Plus,1.00
P18-64,P18-64Linear TV Regional 4 Seven Network,P18-64SBS On Demand,1.00
P18-64,P18-64Linear TV Regional 4 Seven Network,P18-64Kayo,1.00
P18-64,P18-64Linear TV Regional 4 Seven Network,P18-64Foxtel Go,1.00
P18-64,P18-64Linear TV Regional 4 Seven Network,P18-64Binge,1.00
P18-64,P18-64Linear TV Regional 4 Seven Network,P18-64Netflix,1.00
P18-64,P18-64Linear TV Regional 4 Seven Network,P18-64Optus Sport,1.00
P18-64,P18-64Linear TV Regional 4 Seven Network,P18-64Amazon Prime,1.00
P18-64,P18-64Linear TV Regional 4 Nine Network,P18-64Linear TV Regional 4 Ten Network,1.00
P18-64,P18-64Linear TV Regional 4 Nine Network,P18-64Linear TV Regional 4 SBS Network,1.00
P18-64,P18-64Linear TV Regional 4 Nine Network,P18-64Foxtel Linear,1.00
P18-64,P18-64Linear TV Regional 4 Nine Network,P18-64YouTube TrueView,1.00
P18-64,P18-64Linear TV Regional 4 Nine Network,P18-64YouTube Instant Reserve,1.00
P18-64,P18-64Linear TV Regional 4 Nine Network,P18-64YouTube Select,1.00
P18-64,P18-64Linear TV Regional 4 Nine Network,P18-64YouTube OMG Select,1.00
P18-64,P18-64Linear TV Regional 4 Nine Network,P18-64Nine Now,1.00
P18-64,P18-64Linear TV Regional 4 Nine Network,P18-64Ten Play,1.00
P18-64,P18-64Linear TV Regional 4 Nine Network,P18-64Seven Plus,1.00
P18-64,P18-64Linear TV Regional 4 Nine Network,P18-64SBS On Demand,1.00
P18-64,P18-64Linear TV Regional 4 Nine Network,P18-64Kayo,1.00
P18-64,P18-64Linear TV Regional 4 Nine Network,P18-64Foxtel Go,1.00
P18-64,P18-64Linear TV Regional 4 Nine Network,P18-64Binge,1.00
P18-64,P18-64Linear TV Regional 4 Nine Network,P18-64Netflix,1.00
P18-64,P18-64Linear TV Regional 4 Nine Network,P18-64Optus Sport,1.00
P18-64,P18-64Linear TV Regional 4 Nine Network,P18-64Amazon Prime,1.00
P18-64,P18-64Linear TV Regional 4 Ten Network,P18-64Linear TV Regional 4 SBS Network,1.00
P18-64,P18-64Linear TV Regional 4 Ten Network,P18-64Foxtel Linear,1.00
P18-64,P18-64Linear TV Regional 4 Ten Network,P18-64YouTube TrueView,1.00
P18-64,P18-64Linear TV Regional 4 Ten Network,P18-64YouTube Instant Reserve,1.00
P18-64,P18-64Linear TV Regional 4 Ten Network,P18-64YouTube Select,1.00
P18-64,P18-64Linear TV Regional 4 Ten Network,P18-64YouTube OMG Select,1.00
P18-64,P18-64Linear TV Regional 4 Ten Network,P18-64Nine Now,1.00
P18-64,P18-64Linear TV Regional 4 Ten Network,P18-64Ten Play,1.00
P18-64,P18-64Linear TV Regional 4 Ten Network,P18-64Seven Plus,1.00
P18-64,P18-64Linear TV Regional 4 Ten Network,P18-64SBS On Demand,1.00
P18-64,P18-64Linear TV Regional 4 Ten Network,P18-64Kayo,1.00
P18-64,P18-64Linear TV Regional 4 Ten Network,P18-64Foxtel Go,1.00
P18-64,P18-64Linear TV Regional 4 Ten Network,P18-64Binge,1.00
P18-64,P18-64Linear TV Regional 4 Ten Network,P18-64Netflix,1.00
P18-64,P18-64Linear TV Regional 4 Ten Network,P18-64Optus Sport,1.00
P18-64,P18-64Linear TV Regional 4 Ten Network,P18-64Amazon Prime,1.00
P18-64,P18-64Linear TV Regional 4 SBS Network,P18-64Foxtel Linear,1.00
P18-64,P18-64Linear TV Regional 4 SBS Network,P18-64YouTube TrueView,1.00
P18-64,P18-64Linear TV Regional 4 SBS Network,P18-64YouTube Instant Reserve,1.00
P18-64,P18-64Linear TV Regional 4 SBS Network,P18-64YouTube Select,1.00
P18-64,P18-64Linear TV Regional 4 SBS Network,P18-64YouTube OMG Select,1.00
P18-64,P18-64Linear TV Regional 4 SBS Network,P18-64Nine Now,1.00
P18-64,P18-64Linear TV Regional 4 SBS Network,P18-64Ten Play,1.00
P18-64,P18-64Linear TV Regional 4 SBS Network,P18-64Seven Plus,1.00
P18-64,P18-64Linear TV Regional 4 SBS Network,P18-64SBS On Demand,1.00
P18-64,P18-64Linear TV Regional 4 SBS Network,P18-64Kayo,1.00
P18-64,P18-64Linear TV Regional 4 SBS Network,P18-64Foxtel Go,1.00
P18-64,P18-64Linear TV Regional 4 SBS Network,P18-64Binge,1.00
P18-64,P18-64Linear TV Regional 4 SBS Network,P18-64Netflix,1.00
P18-64,P18-64Linear TV Regional 4 SBS Network,P18-64Optus Sport,1.00
P18-64,P18-64Linear TV Regional 4 SBS Network,P18-64Amazon Prime,1.00
P18-64,P18-64Foxtel Linear,P18-64YouTube TrueView,1.00
P18-64,P18-64Foxtel Linear,P18-64YouTube Instant Reserve,1.00
P18-64,P18-64Foxtel Linear,P18-64YouTube Select,1.00
P18-64,P18-64Foxtel Linear,P18-64YouTube OMG Select,1.00
P18-64,P18-64Foxtel Linear,P18-64Nine Now,1.00
P18-64,P18-64Foxtel Linear,P18-64Ten Play,1.00
P18-64,P18-64Foxtel Linear,P18-64Seven Plus,1.00
P18-64,P18-64Foxtel Linear,P18-64SBS On Demand,1.00
P18-64,P18-64Foxtel Linear,P18-64Kayo,1.00
P18-64,P18-64Foxtel Linear,P18-64Foxtel Go,1.00
P18-64,P18-64Foxtel Linear,P18-64Binge,1.00
P18-64,P18-64Foxtel Linear,P18-64Netflix,1.00
P18-64,P18-64Foxtel Linear,P18-64Optus Sport,1.00
P18-64,P18-64Foxtel Linear,P18-64Amazon Prime,1.00
P18-64,P18-64YouTube TrueView,P18-64YouTube Instant Reserve,1.00
P18-64,P18-64YouTube TrueView,P18-64YouTube Select,1.00
P18-64,P18-64YouTube TrueView,P18-64YouTube OMG Select,1.00
P18-64,P18-64YouTube TrueView,P18-64Nine Now,1.00
P18-64,P18-64YouTube TrueView,P18-64Ten Play,1.00
P18-64,P18-64YouTube TrueView,P18-64Seven Plus,1.00
P18-64,P18-64YouTube TrueView,P18-64SBS On Demand,1.00
P18-64,P18-64YouTube TrueView,P18-64Kayo,1.00
P18-64,P18-64YouTube TrueView,P18-64Foxtel Go,1.00
P18-64,P18-64YouTube TrueView,P18-64Binge,1.00
P18-64,P18-64YouTube TrueView,P18-64Netflix,1.00
P18-64,P18-64YouTube TrueView,P18-64Optus Sport,1.00
P18-64,P18-64YouTube TrueView,P18-64Amazon Prime,1.00
P18-64,P18-64YouTube Instant Reserve,P18-64YouTube Select,1.00
P18-64,P18-64YouTube Instant Reserve,P18-64YouTube OMG Select,1.00
P18-64,P18-64YouTube Instant Reserve,P18-64Nine Now,1.00
P18-64,P18-64YouTube Instant Reserve,P18-64Ten Play,1.00
P18-64,P18-64YouTube Instant Reserve,P18-64Seven Plus,1.00
P18-64,P18-64YouTube Instant Reserve,P18-64SBS On Demand,1.00
P18-64,P18-64YouTube Instant Reserve,P18-64Kayo,1.00
P18-64,P18-64YouTube Instant Reserve,P18-64Foxtel Go,1.00
P18-64,P18-64YouTube Instant Reserve,P18-64Binge,1.00
P18-64,P18-64YouTube Instant Reserve,P18-64Netflix,1.00
P18-64,P18-64YouTube Instant Reserve,P18-64Optus Sport,1.00
P18-64,P18-64YouTube Instant Reserve,P18-64Amazon Prime,1.00
P18-64,P18-64YouTube Select,P18-64YouTube OMG Select,1.00
P18-64,P18-64YouTube Select,P18-64Nine Now,1.00
P18-64,P18-64YouTube Select,P18-64Ten Play,1.00
P18-64,P18-64YouTube Select,P18-64Seven Plus,1.00
P18-64,P18-64YouTube Select,P18-64SBS On Demand,1.00
P18-64,P18-64YouTube Select,P18-64Kayo,1.00
P18-64,P18-64YouTube Select,P18-64Foxtel Go,1.00
P18-64,P18-64YouTube Select,P18-64Binge,1.00
P18-64,P18-64YouTube Select,P18-64Netflix,1.00
P18-64,P18-64YouTube Select,P18-64Optus Sport,1.00
P18-64,P18-64YouTube Select,P18-64Amazon Prime,1.00
P18-64,P18-64YouTube OMG Select,P18-64Nine Now,1.00
P18-64,P18-64YouTube OMG Select,P18-64Ten Play,1.00
P18-64,P18-64YouTube OMG Select,P18-64Seven Plus,1.00
P18-64,P18-64YouTube OMG Select,P18-64SBS On Demand,1.00
P18-64,P18-64YouTube OMG Select,P18-64Kayo,1.00
P18-64,P18-64YouTube OMG Select,P18-64Foxtel Go,1.00
P18-64,P18-64YouTube OMG Select,P18-64Binge,1.00
P18-64,P18-64YouTube OMG Select,P18-64Netflix,1.00
P18-64,P18-64YouTube OMG Select,P18-64Optus Sport,1.00
P18-64,P18-64YouTube OMG Select,P18-64Amazon Prime,1.00
P18-64,P18-64Nine Now,P18-64Ten Play,1.00
P18-64,P18-64Nine Now,P18-64Seven Plus,1.00
P18-64,P18-64Nine Now,P18-64SBS On Demand,1.00
P18-64,P18-64Nine Now,P18-64Kayo,1.00
P18-64,P18-64Nine Now,P18-64Foxtel Go,1.00
P18-64,P18-64Nine Now,P18-64Binge,1.00
P18-64,P18-64Nine Now,P18-64Netflix,1.00
P18-64,P18-64Nine Now,P18-64Optus Sport,1.00
P18-64,P18-64Nine Now,P18-64Amazon Prime,1.00
P18-64,P18-64Ten Play,P18-64Seven Plus,1.00
P18-64,P18-64Ten Play,P18-64SBS On Demand,1.00
P18-64,P18-64Ten Play,P18-64Kayo,1.00
P18-64,P18-64Ten Play,P18-64Foxtel Go,1.00
P18-64,P18-64Ten Play,P18-64Binge,1.00
P18-64,P18-64Ten Play,P18-64Netflix,1.00
P18-64,P18-64Ten Play,P18-64Optus Sport,1.00
P18-64,P18-64Ten Play,P18-64Amazon Prime,1.00
P18-64,P18-64Seven Plus,P18-64SBS On Demand,1.00
P18-64,P18-64Seven Plus,P18-64Kayo,1.00
P18-64,P18-64Seven Plus,P18-64Foxtel Go,1.00
P18-64,P18-64Seven Plus,P18-64Binge,1.00
P18-64,P18-64Seven Plus,P18-64Netflix,1.00
P18-64,P18-64Seven Plus,P18-64Optus Sport,1.00
P18-64,P18-64Seven Plus,P18-64Amazon Prime,1.00
P18-64,P18-64SBS On Demand,P18-64Kayo,1.00
P18-64,P18-64SBS On Demand,P18-64Foxtel Go,1.00
P18-64,P18-64SBS On Demand,P18-64Binge,1.00
P18-64,P18-64SBS On Demand,P18-64Netflix,1.00
P18-64,P18-64SBS On Demand,P18-64Optus Sport,1.00
P18-64,P18-64SBS On Demand,P18-64Amazon Prime,1.00
P18-64,P18-64Kayo,P18-64Foxtel Go,1.00
P18-64,P18-64Kayo,P18-64Binge,1.00
P18-64,P18-64Kayo,P18-64Netflix,1.00
P18-64,P18-64Kayo,P18-64Optus Sport,1.00
P18-64,P18-64Kayo,P18-64Amazon Prime,1.00
P18-64,P18-64Foxtel Go,P18-64Binge,1.00
P18-64,P18-64Foxtel Go,P18-64Netflix,1.00
P18-64,P18-64Foxtel Go,P18-64Optus Sport,1.00
P18-64,P18-64Foxtel Go,P18-64Amazon Prime,1.00
P18-64,P18-64Binge,P18-64Netflix,1.00
P18-64,P18-64Binge,P18-64Optus Sport,1.00
P18-64,P18-64Binge,P18-64Amazon Prime,1.00
P18-64,P18-64Netflix,P18-64Optus Sport,1.00
P18-64,P18-64Netflix,P18-64Amazon Prime,1.00
P18-64,P18-64Optus Sport,P18-64Amazon Prime,1.00
