Key,Demographic,Ad Duration,Platform,Building,Reinforcing,Impacting,Activating,Active 1 Sec,Active 2 Sec,Active 3 Sec,Active 4 Sec,Active 5 Sec,Active 6 Sec,Active 7 Sec,Active 8 Sec,Active 9 Sec,Active 10 Sec,Passive 1 Sec,Passive 2 Sec,Passive 3 Sec,Passive 4 Sec,Passive 5 Sec,Passive 6 Sec,Passive 7 Sec,Passive 8 Sec,Passive 9 Sec,Passive 10 Sec,Any 1 Sec,Any 2 Sec,Any 3 Sec,Any 4 Sec,Any 5 Sec,Any 6 Sec,Any 7 Sec,Any 8 Sec,Any 9 Sec,Any 10 Sec
Linear TV Metro & RegionalP18+Other,P18+,Other,Linear TV Metro & Regional,0.78,0.82,0.32,0.46,48.33207567,43.35404634,40.13788611,36.73128128,34.68215902,32.63407016,31.26080581,27.75906599,22.49105514,19.80943303,69.40731657,66.36817973,60.09304919,54.15855698,51.18854666,46.46633413,41.9002174,39.23992849,36.78709646,33.82925292,41.17584719,44.9430015,49.27995379,53.39667152,55.32632303,55.9892583,60.41356,63.73083185,65.86955104,68.05129836
Linear TV MetroP18+Other,P18+,Other,Linear TV Metro,0.78,0.82,0.32,0.46,48.33207567,43.35404634,40.13788611,36.73128128,34.68215902,32.63407016,31.26080581,27.75906599,22.49105514,19.80943303,69.40731657,66.36817973,60.09304919,54.15855698,51.18854666,46.46633413,41.9002174,39.23992849,36.78709646,33.82925292,41.17584719,44.9430015,49.27995379,53.39667152,55.32632303,55.9892583,60.41356,63.73083185,65.86955104,68.05129836
Linear TV RegionalP18+Other,P18+,Other,Linear TV Regional,0.78,0.82,0.32,0.46,48.33207567,43.35404634,40.13788611,36.73128128,34.68215902,32.63407016,31.26080581,27.75906599,22.49105514,19.80943303,69.40731657,66.36817973,60.09304919,54.15855698,51.18854666,46.46633413,41.9002174,39.23992849,36.78709646,33.82925292,41.17584719,44.9430015,49.27995379,53.39667152,55.32632303,55.9892583,60.41356,63.73083185,65.86955104,68.05129836
Linear TV Metro 5 Cap Seven NetworkP18+Other,P18+,Other,Linear TV Metro 5 Cap Seven Network,0.78,0.82,0.32,0.46,48.33207567,43.35404634,40.13788611,36.73128128,34.68215902,32.63407016,31.26080581,27.75906599,22.49105514,19.80943303,69.40731657,66.36817973,60.09304919,54.15855698,51.18854666,46.46633413,41.9002174,39.23992849,36.78709646,33.82925292,41.17584719,44.9430015,49.27995379,53.39667152,55.32632303,55.9892583,60.41356,63.73083185,65.86955104,68.05129836
Linear TV Metro 5 Cap Nine NetworkP18+Other,P18+,Other,Linear TV Metro 5 Cap Nine Network,0.78,0.82,0.32,0.46,48.33207567,43.35404634,40.13788611,36.73128128,34.68215902,32.63407016,31.26080581,27.75906599,22.49105514,19.80943303,69.40731657,66.36817973,60.09304919,54.15855698,51.18854666,46.46633413,41.9002174,39.23992849,36.78709646,33.82925292,41.17584719,44.9430015,49.27995379,53.39667152,55.32632303,55.9892583,60.41356,63.73083185,65.86955104,68.05129836
Linear TV Metro 5 Cap Ten NetworkP18+Other,P18+,Other,Linear TV Metro 5 Cap Ten Network,0.78,0.82,0.32,0.46,48.33207567,43.35404634,40.13788611,36.73128128,34.68215902,32.63407016,31.26080581,27.75906599,22.49105514,19.80943303,69.40731657,66.36817973,60.09304919,54.15855698,51.18854666,46.46633413,41.9002174,39.23992849,36.78709646,33.82925292,41.17584719,44.9430015,49.27995379,53.39667152,55.32632303,55.9892583,60.41356,63.73083185,65.86955104,68.05129836
Linear TV Metro 5 Cap SBS NetworkP18+Other,P18+,Other,Linear TV Metro 5 Cap SBS Network,0.78,0.82,0.32,0.46,48.33207567,43.35404634,40.13788611,36.73128128,34.68215902,32.63407016,31.26080581,27.75906599,22.49105514,19.80943303,69.40731657,66.36817973,60.09304919,54.15855698,51.18854666,46.46633413,41.9002174,39.23992849,36.78709646,33.82925292,41.17584719,44.9430015,49.27995379,53.39667152,55.32632303,55.9892583,60.41356,63.73083185,65.86955104,68.05129836
Linear TV Regional 4 Seven NetworkP18+Other,P18+,Other,Linear TV Regional 4 Seven Network,0.78,0.82,0.32,0.46,48.33207567,43.35404634,40.13788611,36.73128128,34.68215902,32.63407016,31.26080581,27.75906599,22.49105514,19.80943303,69.40731657,66.36817973,60.09304919,54.15855698,51.18854666,46.46633413,41.9002174,39.23992849,36.78709646,33.82925292,41.17584719,44.9430015,49.27995379,53.39667152,55.32632303,55.9892583,60.41356,63.73083185,65.86955104,68.05129836
Linear TV Regional 4 Nine NetworkP18+Other,P18+,Other,Linear TV Regional 4 Nine Network,0.78,0.82,0.32,0.46,48.33207567,43.35404634,40.13788611,36.73128128,34.68215902,32.63407016,31.26080581,27.75906599,22.49105514,19.80943303,69.40731657,66.36817973,60.09304919,54.15855698,51.18854666,46.46633413,41.9002174,39.23992849,36.78709646,33.82925292,41.17584719,44.9430015,49.27995379,53.39667152,55.32632303,55.9892583,60.41356,63.73083185,65.86955104,68.05129836
Linear TV Regional 4 Ten NetworkP18+Other,P18+,Other,Linear TV Regional 4 Ten Network,0.78,0.82,0.32,0.46,48.33207567,43.35404634,40.13788611,36.73128128,34.68215902,32.63407016,31.26080581,27.75906599,22.49105514,19.80943303,69.40731657,66.36817973,60.09304919,54.15855698,51.18854666,46.46633413,41.9002174,39.23992849,36.78709646,33.82925292,41.17584719,44.9430015,49.27995379,53.39667152,55.32632303,55.9892583,60.41356,63.73083185,65.86955104,68.05129836
Linear TV Regional 4 SBS NetworkP18+Other,P18+,Other,Linear TV Regional 4 SBS Network,0.78,0.82,0.32,0.46,48.33207567,43.35404634,40.13788611,36.73128128,34.68215902,32.63407016,31.26080581,27.75906599,22.49105514,19.80943303,69.40731657,66.36817973,60.09304919,54.15855698,51.18854666,46.46633413,41.9002174,39.23992849,36.78709646,33.82925292,41.17584719,44.9430015,49.27995379,53.39667152,55.32632303,55.9892583,60.41356,63.73083185,65.86955104,68.05129836
Foxtel LinearP18+Other,P18+,Other,Foxtel Linear,0.78,0.82,0.32,0.46,34.04564435,29.0985003,26.46127019,25.26396672,23.93210255,21.54331897,19.51907313,17.31254374,16.19801784,15.00201396,69.63956698,65.47777593,61.64938318,60.04192905,58.54774492,55.96688042,54.02083883,51.88127177,49.83506066,47.67488664,59.64394632,62.29103252,63.43265413,64.33776405,65.52378706,66.10951229,66.83175218,68.20396485,69.25880551,69.66231509
YouTube TrueViewP18+Other,P18+,Other,YouTube TrueView,0.21,0.72,0.23,0.72,76.14942612,69.14393584,56.63289495,51.16956789,46.41445501,41.19074764,37.83917869,32.98738591,26.97019434,17.24135686,50.70492434,42.04567806,35.28869245,25.62528489,22.33682642,19.08549804,16.60093929,13.04928169,6.643810898,5.97853662,83.0308754,88.6789592,89.49006044,89.8497399,90.57866327,89.45254413,90.68503832,91.64955721,92.2205781,92.9445969
YouTube Instant ReserveP18+Other,P18+,Other,YouTube Instant Reserve,0.77,0.86,0.53,0.83,76.14942612,69.14393584,56.63289495,51.16956789,46.41445501,41.19074764,37.83917869,32.98738591,26.97019434,17.24135686,50.70492434,42.04567806,35.28869245,25.62528489,22.33682642,19.08549804,16.60093929,13.04928169,6.643810898,5.97853662,83.0308754,88.6789592,89.49006044,89.8497399,90.57866327,89.45254413,90.68503832,91.64955721,92.2205781,92.9445969
YouTube SelectP18+Other,P18+,Other,YouTube Select,0.77,0.86,0.53,0.83,76.14942612,69.14393584,56.63289495,51.16956789,46.41445501,41.19074764,37.83917869,32.98738591,26.97019434,17.24135686,50.70492434,42.04567806,35.28869245,25.62528489,22.33682642,19.08549804,16.60093929,13.04928169,6.643810898,5.97853662,83.0308754,88.6789592,89.49006044,89.8497399,90.57866327,89.45254413,90.68503832,91.64955721,92.2205781,92.9445969
YouTube OMG SelectP18+Other,P18+,Other,YouTube OMG Select,0.77,0.86,0.53,0.83,76.14942612,69.14393584,56.63289495,51.16956789,46.41445501,41.19074764,37.83917869,32.98738591,26.97019434,17.24135686,50.70492434,42.04567806,35.28869245,25.62528489,22.33682642,19.08549804,16.60093929,13.04928169,6.643810898,5.97853662,83.0308754,88.6789592,89.49006044,89.8497399,90.57866327,89.45254413,90.68503832,91.64955721,92.2205781,92.9445969
Nine NowP18+Other,P18+,Other,Nine Now,0.7,0.83,0.82,1,83.63717874,81.43610216,77.94606609,75.23383306,72.52144071,69.73235895,67.40241281,65.37417224,62.64198181,59.79539841,48.75540527,41.94722916,37.00555056,31.63108323,28.04189676,24.23688929,21.09477419,18.36000869,15.97978325,13.90813463,62.43223741,70.33763323,75.27005308,76.59544229,77.86419279,77.57812826,78.1227455,79.15664572,79.83981921,81.1286761
Ten PlayP18+Other,P18+,Other,Ten Play,0.7,0.83,0.82,1,83.63717874,81.43610216,77.94606609,75.23383306,72.52144071,69.73235895,67.40241281,65.37417224,62.64198181,59.79539841,48.75540527,41.94722916,37.00555056,31.63108323,28.04189676,24.23688929,21.09477419,18.36000869,15.97978325,13.90813463,62.43223741,70.33763323,75.27005308,76.59544229,77.86419279,77.57812826,78.1227455,79.15664572,79.83981921,81.1286761
Seven PlusP18+Other,P18+,Other,Seven Plus,0.7,0.83,0.82,1,83.63717874,81.43610216,77.94606609,75.23383306,72.52144071,69.73235895,67.40241281,65.37417224,62.64198181,59.79539841,48.75540527,41.94722916,37.00555056,31.63108323,28.04189676,24.23688929,21.09477419,18.36000869,15.97978325,13.90813463,62.43223741,70.33763323,75.27005308,76.59544229,77.86419279,77.57812826,78.1227455,79.15664572,79.83981921,81.1286761
SBS On DemandP18+Other,P18+,Other,SBS On Demand,0.7,0.83,0.82,1,83.63717874,81.43610216,77.94606609,75.23383306,72.52144071,69.73235895,67.40241281,65.37417224,62.64198181,59.79539841,48.75540527,41.94722916,37.00555056,31.63108323,28.04189676,24.23688929,21.09477419,18.36000869,15.97978325,13.90813463,62.43223741,70.33763323,75.27005308,76.59544229,77.86419279,77.57812826,78.1227455,79.15664572,79.83981921,81.1286761
KayoP18+Other,P18+,Other,Kayo,0.7,0.83,0.82,1,70.91420109,66.70053518,63.98605323,54.29011093,49.38973051,46.94256974,44.1939892,40.87153569,39.96624393,37.89579169,58.8238645,52.36637518,47.73276957,42.82893888,38.58058914,34.75364783,31.30631398,28.20093304,25.40358551,22.8837165,55.01615948,61.81356311,64.44184277,65.51702604,67.0989325,70.96518591,72.77509732,74.12141837,76.25443071,78.05409444
Foxtel GoP18+Other,P18+,Other,Foxtel Go,0.7,0.83,0.82,1,70.91420109,66.70053518,63.98605323,54.29011093,49.38973051,46.94256974,44.1939892,40.87153569,39.96624393,37.89579169,58.8238645,52.36637518,47.73276957,42.82893888,38.58058914,34.75364783,31.30631398,28.20093304,25.40358551,22.8837165,55.01615948,61.81356311,64.44184277,65.51702604,67.0989325,70.96518591,72.77509732,74.12141837,76.25443071,78.05409444
BingeP18+Other,P18+,Other,Binge,0.7,0.83,0.82,1,70.91420109,66.70053518,63.98605323,54.29011093,49.38973051,46.94256974,44.1939892,40.87153569,39.96624393,37.89579169,58.8238645,52.36637518,47.73276957,42.82893888,38.58058914,34.75364783,31.30631398,28.20093304,25.40358551,22.8837165,55.01615948,61.81356311,64.44184277,65.51702604,67.0989325,70.96518591,72.77509732,74.12141837,76.25443071,78.05409444
NetflixP18+Other,P18+,Other,Netflix,0.7,0.83,0.82,1,70.91420109,66.70053518,63.98605323,54.29011093,49.38973051,46.94256974,44.1939892,40.87153569,39.96624393,37.89579169,58.8238645,52.36637518,47.73276957,42.82893888,38.58058914,34.75364783,31.30631398,28.20093304,25.40358551,22.8837165,55.01615948,61.81356311,64.44184277,65.51702604,67.0989325,70.96518591,72.77509732,74.12141837,76.25443071,78.05409444
Optus SportP18+Other,P18+,Other,Optus Sport,0.7,0.83,0.82,1,70.91420109,66.70053518,63.98605323,54.29011093,49.38973051,46.94256974,44.1939892,40.87153569,39.96624393,37.89579169,58.8238645,52.36637518,47.73276957,42.82893888,38.58058914,34.75364783,31.30631398,28.20093304,25.40358551,22.8837165,55.01615948,61.81356311,64.44184277,65.51702604,67.0989325,70.96518591,72.77509732,74.12141837,76.25443071,78.05409444
Amazon PrimeP18+Other,P18+,Other,Amazon Prime,0.7,0.83,0.82,1,70.91420109,66.70053518,63.98605323,54.29011093,49.38973051,46.94256974,44.1939892,40.87153569,39.96624393,37.89579169,58.8238645,52.36637518,47.73276957,42.82893888,38.58058914,34.75364783,31.30631398,28.20093304,25.40358551,22.8837165,55.01615948,61.81356311,64.44184277,65.51702604,67.0989325,70.96518591,72.77509732,74.12141837,76.25443071,78.05409444
Samsung In-StreamP18+Other,P18+,Other,Samsung In-Stream,0.7,0.83,0.82,1,70.91420109,66.70053518,63.98605323,54.29011093,49.38973051,46.94256974,44.1939892,40.87153569,39.96624393,37.89579169,58.8238645,52.36637518,47.73276957,42.82893888,38.58058914,34.75364783,31.30631398,28.20093304,25.40358551,22.8837165,55.01615948,61.81356311,64.44184277,65.51702604,67.0989325,70.96518591,72.77509732,74.12141837,76.25443071,78.05409444
Linear TV Metro & RegionalP18-4415sec,P18-44,15sec,Linear TV Metro & Regional,0.78,0.82,0.32,0.46,34.21264836,27.18310258,24.00985563,21.29968857,19.80026356,17.57110879,16.22906138,13.2820551,12.01084054,10.13210657,77.86785371,75.24282502,69.85690593,63.9786848,59.86461967,56.06465653,51.03980452,47.59902321,45.13394987,42.55718802,40.35938038,45.17648306,48.73570203,50.57181733,53.35463808,54.35434389,56.68034309,57.3967596,61.17130972,64.81488846
Linear TV MetroP18-4415sec,P18-44,15sec,Linear TV Metro,0.78,0.82,0.32,0.46,34.21264836,27.18310258,24.00985563,21.29968857,19.80026356,17.57110879,16.22906138,13.2820551,12.01084054,10.13210657,77.86785371,75.24282502,69.85690593,63.9786848,59.86461967,56.06465653,51.03980452,47.59902321,45.13394987,42.55718802,40.35938038,45.17648306,48.73570203,50.57181733,53.35463808,54.35434389,56.68034309,57.3967596,61.17130972,64.81488846
Linear TV RegionalP18-4415sec,P18-44,15sec,Linear TV Regional,0.78,0.82,0.32,0.46,34.21264836,27.18310258,24.00985563,21.29968857,19.80026356,17.57110879,16.22906138,13.2820551,12.01084054,10.13210657,77.86785371,75.24282502,69.85690593,63.9786848,59.86461967,56.06465653,51.03980452,47.59902321,45.13394987,42.55718802,40.35938038,45.17648306,48.73570203,50.57181733,53.35463808,54.35434389,56.68034309,57.3967596,61.17130972,64.81488846
Linear TV Metro 5 Cap Seven NetworkP18-4415sec,P18-44,15sec,Linear TV Metro 5 Cap Seven Network,0.78,0.82,0.32,0.46,34.21264836,27.18310258,24.00985563,21.29968857,19.80026356,17.57110879,16.22906138,13.2820551,12.01084054,10.13210657,77.86785371,75.24282502,69.85690593,63.9786848,59.86461967,56.06465653,51.03980452,47.59902321,45.13394987,42.55718802,40.35938038,45.17648306,48.73570203,50.57181733,53.35463808,54.35434389,56.68034309,57.3967596,61.17130972,64.81488846
Linear TV Metro 5 Cap Nine NetworkP18-4415sec,P18-44,15sec,Linear TV Metro 5 Cap Nine Network,0.78,0.82,0.32,0.46,34.21264836,27.18310258,24.00985563,21.29968857,19.80026356,17.57110879,16.22906138,13.2820551,12.01084054,10.13210657,77.86785371,75.24282502,69.85690593,63.9786848,59.86461967,56.06465653,51.03980452,47.59902321,45.13394987,42.55718802,40.35938038,45.17648306,48.73570203,50.57181733,53.35463808,54.35434389,56.68034309,57.3967596,61.17130972,64.81488846
Linear TV Metro 5 Cap Ten NetworkP18-4415sec,P18-44,15sec,Linear TV Metro 5 Cap Ten Network,0.78,0.82,0.32,0.46,34.21264836,27.18310258,24.00985563,21.29968857,19.80026356,17.57110879,16.22906138,13.2820551,12.01084054,10.13210657,77.86785371,75.24282502,69.85690593,63.9786848,59.86461967,56.06465653,51.03980452,47.59902321,45.13394987,42.55718802,40.35938038,45.17648306,48.73570203,50.57181733,53.35463808,54.35434389,56.68034309,57.3967596,61.17130972,64.81488846
Linear TV Metro 5 Cap SBS NetworkP18-4415sec,P18-44,15sec,Linear TV Metro 5 Cap SBS Network,0.78,0.82,0.32,0.46,34.21264836,27.18310258,24.00985563,21.29968857,19.80026356,17.57110879,16.22906138,13.2820551,12.01084054,10.13210657,77.86785371,75.24282502,69.85690593,63.9786848,59.86461967,56.06465653,51.03980452,47.59902321,45.13394987,42.55718802,40.35938038,45.17648306,48.73570203,50.57181733,53.35463808,54.35434389,56.68034309,57.3967596,61.17130972,64.81488846
Linear TV Regional 4 Seven NetworkP18-4415sec,P18-44,15sec,Linear TV Regional 4 Seven Network,0.78,0.82,0.32,0.46,34.21264836,27.18310258,24.00985563,21.29968857,19.80026356,17.57110879,16.22906138,13.2820551,12.01084054,10.13210657,77.86785371,75.24282502,69.85690593,63.9786848,59.86461967,56.06465653,51.03980452,47.59902321,45.13394987,42.55718802,40.35938038,45.17648306,48.73570203,50.57181733,53.35463808,54.35434389,56.68034309,57.3967596,61.17130972,64.81488846
Linear TV Regional 4 Nine NetworkP18-4415sec,P18-44,15sec,Linear TV Regional 4 Nine Network,0.78,0.82,0.32,0.46,34.21264836,27.18310258,24.00985563,21.29968857,19.80026356,17.57110879,16.22906138,13.2820551,12.01084054,10.13210657,77.86785371,75.24282502,69.85690593,63.9786848,59.86461967,56.06465653,51.03980452,47.59902321,45.13394987,42.55718802,40.35938038,45.17648306,48.73570203,50.57181733,53.35463808,54.35434389,56.68034309,57.3967596,61.17130972,64.81488846
Linear TV Regional 4 Ten NetworkP18-4415sec,P18-44,15sec,Linear TV Regional 4 Ten Network,0.78,0.82,0.32,0.46,34.21264836,27.18310258,24.00985563,21.29968857,19.80026356,17.57110879,16.22906138,13.2820551,12.01084054,10.13210657,77.86785371,75.24282502,69.85690593,63.9786848,59.86461967,56.06465653,51.03980452,47.59902321,45.13394987,42.55718802,40.35938038,45.17648306,48.73570203,50.57181733,53.35463808,54.35434389,56.68034309,57.3967596,61.17130972,64.81488846
Linear TV Regional 4 SBS NetworkP18-4415sec,P18-44,15sec,Linear TV Regional 4 SBS Network,0.78,0.82,0.32,0.46,34.21264836,27.18310258,24.00985563,21.29968857,19.80026356,17.57110879,16.22906138,13.2820551,12.01084054,10.13210657,77.86785371,75.24282502,69.85690593,63.9786848,59.86461967,56.06465653,51.03980452,47.59902321,45.13394987,42.55718802,40.35938038,45.17648306,48.73570203,50.57181733,53.35463808,54.35434389,56.68034309,57.3967596,61.17130972,64.81488846
Foxtel LinearP18-4415sec,P18-44,15sec,Foxtel Linear,0.78,0.82,0.32,0.46,33.37787277,27.8011946,24.84626701,23.68489148,22.22188112,19.27683759,17.53028134,15.02397523,13.90175099,12.68730573,70.87996451,67.07250926,63.77762115,62.29770223,60.81111362,58.19147172,56.28633217,53.85041158,51.438607,48.92639323,60.12557732,62.6373783,63.69547949,64.62180671,65.81607106,66.42917793,67.20184881,68.17591158,69.33670805,69.70715749
YouTube TrueViewP18-4415sec,P18-44,15sec,YouTube TrueView,0.21,0.72,0.23,0.72,68.80900481,61.3974174,50.42034908,45.45411822,40.48356161,37.71865688,33.35261047,31.90232547,27.58680307,21.93797699,66.35508866,56.01990825,44.65252331,34.51400986,27.96438406,24.01133462,20.53999125,15.21007555,10.89579296,9.945212445,76.4962093,80.39379654,82.0633534,82.68158917,84.17920683,84.20004964,86.7335976,88.72477418,89.90748809,91.39342133
YouTube Instant ReserveP18-4415sec,P18-44,15sec,YouTube Instant Reserve,0.77,0.86,0.53,0.83,68.80900481,61.3974174,50.42034908,45.45411822,40.48356161,37.71865688,33.35261047,31.90232547,27.58680307,21.93797699,66.35508866,56.01990825,44.65252331,34.51400986,27.96438406,24.01133462,20.53999125,15.21007555,10.89579296,9.945212445,76.4962093,80.39379654,82.0633534,82.68158917,84.17920683,84.20004964,86.7335976,88.72477418,89.90748809,91.39342133
YouTube SelectP18-4415sec,P18-44,15sec,YouTube Select,0.77,0.86,0.53,0.83,68.80900481,61.3974174,50.42034908,45.45411822,40.48356161,37.71865688,33.35261047,31.90232547,27.58680307,21.93797699,66.35508866,56.01990825,44.65252331,34.51400986,27.96438406,24.01133462,20.53999125,15.21007555,10.89579296,9.945212445,76.4962093,80.39379654,82.0633534,82.68158917,84.17920683,84.20004964,86.7335976,88.72477418,89.90748809,91.39342133
YouTube OMG SelectP18-4415sec,P18-44,15sec,YouTube OMG Select,0.77,0.86,0.53,0.83,68.80900481,61.3974174,50.42034908,45.45411822,40.48356161,37.71865688,33.35261047,31.90232547,27.58680307,21.93797699,66.35508866,56.01990825,44.65252331,34.51400986,27.96438406,24.01133462,20.53999125,15.21007555,10.89579296,9.945212445,76.4962093,80.39379654,82.0633534,82.68158917,84.17920683,84.20004964,86.7335976,88.72477418,89.90748809,91.39342133
Nine NowP18-4415sec,P18-44,15sec,Nine Now,0.7,0.83,0.82,1,74.95857438,71.87917321,66.62848016,63.16552257,59.40939327,56.07806282,52.82731513,50.10741148,46.23962909,43.41310072,55.62325748,50.14683018,44.31746472,39.06980667,33.78005601,30.20208939,26.6610688,23.53521242,20.77584465,18.33999683,52.53650227,57.47761131,63.08519883,64.63328068,67.0305188,67.83390238,68.58995033,70.15393316,71.24049405,73.61753648
Ten PlayP18-4415sec,P18-44,15sec,Ten Play,0.7,0.83,0.82,1,74.95857438,71.87917321,66.62848016,63.16552257,59.40939327,56.07806282,52.82731513,50.10741148,46.23962909,43.41310072,55.62325748,50.14683018,44.31746472,39.06980667,33.78005601,30.20208939,26.6610688,23.53521242,20.77584465,18.33999683,52.53650227,57.47761131,63.08519883,64.63328068,67.0305188,67.83390238,68.58995033,70.15393316,71.24049405,73.61753648
Seven PlusP18-4415sec,P18-44,15sec,Seven Plus,0.7,0.83,0.82,1,74.95857438,71.87917321,66.62848016,63.16552257,59.40939327,56.07806282,52.82731513,50.10741148,46.23962909,43.41310072,55.62325748,50.14683018,44.31746472,39.06980667,33.78005601,30.20208939,26.6610688,23.53521242,20.77584465,18.33999683,52.53650227,57.47761131,63.08519883,64.63328068,67.0305188,67.83390238,68.58995033,70.15393316,71.24049405,73.61753648
SBS On DemandP18-4415sec,P18-44,15sec,SBS On Demand,0.7,0.83,0.82,1,74.95857438,71.87917321,66.62848016,63.16552257,59.40939327,56.07806282,52.82731513,50.10741148,46.23962909,43.41310072,55.62325748,50.14683018,44.31746472,39.06980667,33.78005601,30.20208939,26.6610688,23.53521242,20.77584465,18.33999683,52.53650227,57.47761131,63.08519883,64.63328068,67.0305188,67.83390238,68.58995033,70.15393316,71.24049405,73.61753648
KayoP18-4415sec,P18-44,15sec,Kayo,0.7,0.83,0.82,1,65.44121749,60.54843693,56.36874939,50.40318454,46.49629295,44.35389543,41.26546646,36.43510782,35.08164631,31.91856512,64.08798555,57.81192099,53.18911233,48.29680218,43.99886131,40.08339495,36.51636663,33.26676878,30.30635321,27.60938554,55.56737065,63.00140356,65.38538423,66.73919325,68.88610305,71.12629717,74.44961677,76.8086721,80.57321476,83.1843729
Foxtel GoP18-4415sec,P18-44,15sec,Foxtel Go,0.7,0.83,0.82,1,65.44121749,60.54843693,56.36874939,50.40318454,46.49629295,44.35389543,41.26546646,36.43510782,35.08164631,31.91856512,64.08798555,57.81192099,53.18911233,48.29680218,43.99886131,40.08339495,36.51636663,33.26676878,30.30635321,27.60938554,55.56737065,63.00140356,65.38538423,66.73919325,68.88610305,71.12629717,74.44961677,76.8086721,80.57321476,83.1843729
BingeP18-4415sec,P18-44,15sec,Binge,0.7,0.83,0.82,1,65.44121749,60.54843693,56.36874939,50.40318454,46.49629295,44.35389543,41.26546646,36.43510782,35.08164631,31.91856512,64.08798555,57.81192099,53.18911233,48.29680218,43.99886131,40.08339495,36.51636663,33.26676878,30.30635321,27.60938554,55.56737065,63.00140356,65.38538423,66.73919325,68.88610305,71.12629717,74.44961677,76.8086721,80.57321476,83.1843729
NetflixP18-4415sec,P18-44,15sec,Netflix,0.7,0.83,0.82,1,65.44121749,60.54843693,56.36874939,50.40318454,46.49629295,44.35389543,41.26546646,36.43510782,35.08164631,31.91856512,64.08798555,57.81192099,53.18911233,48.29680218,43.99886131,40.08339495,36.51636663,33.26676878,30.30635321,27.60938554,55.56737065,63.00140356,65.38538423,66.73919325,68.88610305,71.12629717,74.44961677,76.8086721,80.57321476,83.1843729
Optus SportP18-4415sec,P18-44,15sec,Optus Sport,0.7,0.83,0.82,1,65.44121749,60.54843693,56.36874939,50.40318454,46.49629295,44.35389543,41.26546646,36.43510782,35.08164631,31.91856512,64.08798555,57.81192099,53.18911233,48.29680218,43.99886131,40.08339495,36.51636663,33.26676878,30.30635321,27.60938554,55.56737065,63.00140356,65.38538423,66.73919325,68.88610305,71.12629717,74.44961677,76.8086721,80.57321476,83.1843729
Amazon PrimeP18-4415sec,P18-44,15sec,Amazon Prime,0.7,0.83,0.82,1,65.44121749,60.54843693,56.36874939,50.40318454,46.49629295,44.35389543,41.26546646,36.43510782,35.08164631,31.91856512,64.08798555,57.81192099,53.18911233,48.29680218,43.99886131,40.08339495,36.51636663,33.26676878,30.30635321,27.60938554,55.56737065,63.00140356,65.38538423,66.73919325,68.88610305,71.12629717,74.44961677,76.8086721,80.57321476,83.1843729
Samsung In-StreamP18-4415sec,P18-44,15sec,Samsung In-Stream,0.7,0.83,0.82,1,65.44121749,60.54843693,56.36874939,50.40318454,46.49629295,44.35389543,41.26546646,36.43510782,35.08164631,31.91856512,64.08798555,57.81192099,53.18911233,48.29680218,43.99886131,40.08339495,36.51636663,33.26676878,30.30635321,27.60938554,55.56737065,63.00140356,65.38538423,66.73919325,68.88610305,71.12629717,74.44961677,76.8086721,80.57321476,83.1843729
Linear TV Metro & RegionalP18-4430sec,P18-44,30sec,Linear TV Metro & Regional,0.78,0.82,0.32,0.46,37.73827858,31.29088249,27.34872191,24.65354072,22.97570628,20.07077252,18.71951804,17.10980988,15.58003372,14.12140464,81.79464735,79.09370159,73.66150407,68.99731848,65.36242098,62.56998675,58.44643422,55.16324861,53.4229524,51.01901987,38.11259206,43.0275765,47.3353866,49.15543739,51.29830031,52.41966648,54.6566347,55.25242955,57.29711589,60.66935923
Linear TV MetroP18-4430sec,P18-44,30sec,Linear TV Metro,0.78,0.82,0.32,0.46,37.73827858,31.29088249,27.34872191,24.65354072,22.97570628,20.07077252,18.71951804,17.10980988,15.58003372,14.12140464,81.79464735,79.09370159,73.66150407,68.99731848,65.36242098,62.56998675,58.44643422,55.16324861,53.4229524,51.01901987,38.11259206,43.0275765,47.3353866,49.15543739,51.29830031,52.41966648,54.6566347,55.25242955,57.29711589,60.66935923
Linear TV RegionalP18-4430sec,P18-44,30sec,Linear TV Regional,0.78,0.82,0.32,0.46,37.73827858,31.29088249,27.34872191,24.65354072,22.97570628,20.07077252,18.71951804,17.10980988,15.58003372,14.12140464,81.79464735,79.09370159,73.66150407,68.99731848,65.36242098,62.56998675,58.44643422,55.16324861,53.4229524,51.01901987,38.11259206,43.0275765,47.3353866,49.15543739,51.29830031,52.41966648,54.6566347,55.25242955,57.29711589,60.66935923
Linear TV Metro 5 Cap Seven NetworkP18-4430sec,P18-44,30sec,Linear TV Metro 5 Cap Seven Network,0.78,0.82,0.32,0.46,37.73827858,31.29088249,27.34872191,24.65354072,22.97570628,20.07077252,18.71951804,17.10980988,15.58003372,14.12140464,81.79464735,79.09370159,73.66150407,68.99731848,65.36242098,62.56998675,58.44643422,55.16324861,53.4229524,51.01901987,38.11259206,43.0275765,47.3353866,49.15543739,51.29830031,52.41966648,54.6566347,55.25242955,57.29711589,60.66935923
